,Classe 1,Classe 2,Classe 3,Classe 4,Classe 5,Classe 6,Classe 7,Classe 8,Classe 9,Classe 10
Cimr2A,0.12590202634991257,0.17144578835139046,0.057091768142783064,0.0814494232811534,0.03412693482750965,0.005497386410964527,0.1486448791495132,0.1998603031045489,0.13263853646519447,0.04334295391702968
Baylor2A,0.07962566278536566,0.18293679534948118,0.032672909234716774,0.09763904142464419,0.02162788857175993,0.008149613654412744,0.15392499188748554,0.21006474053019444,0.1827701965700718,0.030588159991867942
Miami2A,0.04279184792313532,0.1793747138275954,0.08533878497460132,0.061862137640139724,0.03061339603130049,0.0021744729820787653,0.14177302126532768,0.2401847901165285,0.1780744557633744,0.037812379475918576
Standford3A,0.03868634085786212,0.08860075558750763,0.03529776715783164,0.07701575975704729,0.0109749782529404,0.0029681902040740848,0.35011112932404426,0.21390251079198364,0.16682999473382312,0.01561257333288584
Yale3A,0.042117980168863804,0.14686267026739555,0.028958169241040613,0.055119211509585625,0.012643702764912782,0.003486654302646168,0.3832948305196537,0.18434053369806894,0.1295600835794433,0.013616163948389612
Ucla3A,0.03723301004610353,0.11504285389911083,0.044023119194364545,0.048396264090768706,0.010564564208152716,0.0027439413743934843,0.333593197352714,0.2810773299355771,0.10732860317011912,0.019997116728696
Nhlbi3A,0.03501333055469279,0.10882207242609848,0.04982440040867972,0.08678072643183861,0.010794333612531987,0.002281541866067872,0.30872676882015077,0.23743165267361885,0.1352809207068113,0.025044252499509652
Cimr3A,0.03987813513232868,0.08791088966675137,0.06678839624577712,0.07419089085179482,0.012978239176121528,0.0024806896177426143,0.3393055941382334,0.24643134300910022,0.09819051928412549,0.031845302878024784
Baylor3A,0.031884145237906,0.12066851488793545,0.05806539862538207,0.06647284297366951,0.012351258291758201,0.001958445853454046,0.2650585628194786,0.28929058370803956,0.12499638540529762,0.029253862197078997
Miami3A,0.02744435632332018,0.11358580257169151,0.0933947081352036,0.04385041581175122,0.014550322390732605,0.0021914460922508204,0.2481524887633351,0.33025023144155075,0.10322266465706566,0.02335756381309865
Standford1B,0.24303140969786183,0.171975576131337,0.05911933687818393,0.07135754784944949,0.014203463456925643,0.0023605503381431254,0.17407774992407138,0.18974307542386765,0.059922712021101346,0.014208578279058698
Yale1B,0.1688562695581895,0.20033213911808412,0.05008660957804389,0.08220058806931747,0.01416622884673814,0.003010134268835466,0.20379800707972393,0.1895290899173172,0.07066893782571326,0.01735199573803697
Ucla1B,0.2092507029777474,0.1859643057276029,0.05836587511918555,0.08992849560783851,0.02534691213337016,0.002357235976530213,0.1756821434069845,0.17057018447295666,0.06648091987295027,0.016053224704833925
Nhlbi1B,0.1953528327487368,0.2003791374817022,0.037806672504728495,0.09994147870348867,0.017255089630826864,0.0025269973100186536,0.1685589865498829,0.1818472710981036,0.0726480745028176,0.02368345946969421
Cimr1B,0.1794529508289792,0.17960787634408965,0.0457459725044444,0.11982097756229651,0.029964960829600405,0.0021448671593638914,0.1834029604661546,0.1679028706454497,0.06810834199406392,0.023848221665557688
Baylor1B,0.16911358504800447,0.17316330068871838,0.03662874078959527,0.08526311101724174,0.03209095949699159,0.0015637909018498888,0.19685416157055144,0.2147182088600918,0.05884145353288675,0.03176268809406867
Miami1B,0.060900644443302544,0.2743826344603199,0.10968260725321122,0.06922955636842569,0.03509243957293177,0.0026502107916851606,0.1281806886105498,0.23772197998943445,0.05241895803874017,0.029740280471399413
Standford2B,0.08772673207594531,0.1992593809041054,0.05354347806397652,0.10983764004672014,0.017650541717538888,0.007166964225934885,0.1680778670857719,0.15565302079828086,0.18251325004723287,0.01857112503449321
Yale2B,0.08067373338873748,0.1945473316733269,0.02988766760523006,0.10013131410935978,0.012919112746291818,0.004887195321323624,0.12816384989387913,0.18694915109942525,0.25017454007441703,0.011666104088008895
Ucla2B,0.0964465145199054,0.1806871608332262,0.05375963111614254,0.10719662359891653,0.018624966492227946,0.004618995857219319,0.14847879031704111,0.1831153780477428,0.1884828902479469,0.018589048969631313
Nhlbi2B,0.1120675112165911,0.18447934666495025,0.03675260955769254,0.1100145841760518,0.0192334646441362,0.0038702025826212938,0.15569442544513923,0.20926967186742526,0.13840534203906568,0.030212841806326628
Cimr2B,0.10759864138062895,0.19134547244721956,0.06217787396472717,0.06260472665148753,0.03999713740657644,0.004058546280885934,0.17523614674275262,0.1963178986909274,0.12049347591231457,0.04017008052247984
Baylor2B,0.09433483509733322,0.18171562754536671,0.03000397937192178,0.11125204894481272,0.025418839986428417,0.006190859808826394,0.12580545821577097,0.1759411529877314,0.2062540337834262,0.043083164258382226
Miami2B,0.03476162802434393,0.23001350750724944,0.08528567284504869,0.06928255016387727,0.01876592483062427,0.002492612859168276,0.1274636889760031,0.22116492882020572,0.17849587635795475,0.03227360961552454
Standford3B,0.03954911187505964,0.12200376990044394,0.03071633545516361,0.06082106625027393,0.011069336785298388,0.0030321721858774784,0.4251123688761276,0.1882361873606039,0.10664380936984211,0.012815841941309471
Yale3B,0.04109178954178732,0.16986951051530758,0.05478164626704323,0.04149633629829927,0.011969706213576386,0.0035839816184023675,0.3225032108124732,0.25517029753438364,0.08589969416711474,0.013633827031612053
Ucla3B,0.03634453475767331,0.1116749162393442,0.05661976766870325,0.04985219781127346,0.010801758910790557,0.0025353144388416808,0.34481106725968413,0.27151690986735916,0.1031683508866848,0.012675182159645453
Nhlbi3B,0.05994083547688453,0.09103079026187758,0.032950337484459365,0.09072177308805347,0.01196307645028938,0.002222005316482819,0.3084361968107542,0.23061721212846084,0.14227333431627318,0.029844438666464586
Cimr3B,0.05267703292778854,0.10988239882441599,0.058509503283920176,0.05257303423485075,0.009653379523795597,0.0026930041974823926,0.3098996838995169,0.2508103213250652,0.11776115643405263,0.035540485349111715
Baylor3B,0.03462738227177441,0.10950376497458028,0.04297683629831792,0.07011586954172812,0.012925369546344755,0.002269885327769071,0.26709081276442,0.24560053941506407,0.17542528951924327,0.03946425034075816
Miami3B,0.029999614663625985,0.10373566793433657,0.06747216520494904,0.04769559938629389,0.012365688393825515,0.0022015663932962917,0.2899593041976573,0.32500705187433293,0.09882654680502082,0.022736795146661597
Standford1C,0.21853815240919788,0.1995625235930031,0.04343030750319937,0.10416925091767341,0.019311115491222993,0.0032902494020373347,0.1553342580397271,0.17277154729831798,0.06947261445269809,0.01411998089292264
Yale1C,0.20633095600227197,0.17426971173903547,0.04259677079401066,0.08547634306145754,0.014923326525227711,0.0032171976171029427,0.16242052052829825,0.19669232439131626,0.09297036111228035,0.021102488228999034
Ucla1C,0.20013785151929706,0.16481254754192964,0.05876102115749707,0.09109275813167762,0.018246030765418485,0.002256660480902552,0.19322464784537777,0.18923357855369918,0.0678316562501134,0.014403247754087278
Nhlbi1C,0.14995293675937849,0.21043001369658984,0.04173577370476036,0.09880905529994419,0.014069114811534767,0.002433934687490226,0.20340488506671967,0.19352642665939912,0.06516415046042724,0.020473708853756142
Cimr1C,0.18577633788265147,0.18646532743093994,0.0644567852687041,0.07496186602878925,0.026298791439213508,0.0020720020942654876,0.17614979381212775,0.20465359107255704,0.050920674708320096,0.028244830262431513
Baylor1C,0.1726708325748464,0.15501946064586689,0.031878691715771214,0.10500827599368213,0.035169348346065284,0.002164145550114235,0.18508016722639783,0.18524661842308243,0.08612749074137319,0.04163496878280052
Miami1C,0.08066648731591271,0.2841112764535939,0.0986548795546576,0.0614481977309898,0.026454171623387035,0.002642324501865738,0.12778419431247606,0.24046268988966585,0.0521864802849187,0.025589298332532685
Standford2C,0.07573644324812615,0.21697571308286953,0.044419463444276615,0.10138840572118492,0.013881571541071601,0.006088947158565881,0.13905701639472554,0.1963775944104208,0.18742092503397445,0.01865391996478461
Yale2C,0.04910994908582552,0.19380256229909665,0.04010374109723157,0.09943123918605025,0.014429623487817726,0.005814822108179082,0.15373018730580568,0.22272460955934004,0.2021153001680194,0.018737965702634078
Ucla2C,0.08777109285620717,0.21115088809972127,0.05211961925011191,0.10113467467414201,0.024766869337287892,0.004614479283693248,0.15690147693244316,0.1886828093664575,0.15580623263763854,0.017051857562297365
Nhlbi2C,0.11219849236532443,0.1620942508314411,0.03098930721805749,0.11377411062121584,0.016596875725784374,0.003763138634669804,0.15171700215582287,0.19234489465958599,0.1918589409819248,0.024662986806173265
Cimr2C,0.1307062393783199,0.15791628345361566,0.06162262261277619,0.07132089187073808,0.032435470750026105,0.0043326426722622505,0.16826584812885634,0.19555699709714108,0.13633184185251207,0.04151116218375217
Baylor2C,0.08587088073341476,0.1865801801060182,0.029648448053938417,0.10584593643224917,0.014963146828497823,0.006863203786317023,0.1399732924428699,0.20261627387644127,0.2018550133555615,0.02578362438469187
Miami2C,0.03153556377255712,0.20671362826538522,0.06790319085374728,0.07761181674228859,0.022268106575222067,0.0023721673581115787,0.16394350851052772,0.23333091438530354,0.16416995008775978,0.030151153449097134
Standford3C,0.04014536948747661,0.13003065330896135,0.0424958958505275,0.06869691949225083,0.011883359910044924,0.003047573763205179,0.32933112901775935,0.24388081360713643,0.1170523595496381,0.01343592601299987
Yale3C,0.0348725331578302,0.08989600741918359,0.03762259039744134,0.05097908123579489,0.011562538363120677,0.00346637768197611,0.2808814792991877,0.34132686539447404,0.1372271230425368,0.012165404008454596
Ucla3C,0.0348299068020865,0.095703415001304,0.0433679587434337,0.058316208906459485,0.009816064733244428,0.0024750486394897685,0.2906660923323767,0.35713962577755565,0.09327235971586097,0.014413319348188755
Nhlbi3C,0.056769745710105936,0.10216122016157643,0.047882332015034175,0.0846429509481819,0.010727576523333735,0.0026795759980756968,0.31182171879015047,0.2289376075719584,0.12355614967134704,0.030821122610236167
Cimr3C,0.03882054323895227,0.0900038845017523,0.06196160723276186,0.06117577410469913,0.011509941796408294,0.002809848575197214,0.3094475419395382,0.25364978380909453,0.12958205198128542,0.04103902282031072
Baylor3C,0.025260538429100365,0.1043039449739414,0.05815958821755253,0.06263708561921073,0.011768068568344657,0.0019010944918304816,0.2838651591044294,0.2977269640212867,0.12809985715697192,0.026277699417331827
Miami3C,0.032996114999425286,0.08896143940569182,0.07356775643811053,0.05931651633034671,0.015747792422001267,0.0022328670813792566,0.22617378231207233,0.3503419105421521,0.1263558691155779,0.024305951353242868
