"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"238",2011,4890,2062,4358,5660,5471,3210,5370,5530,2583,"Monocytes"
"239",2829,2482,3237,4283,5453,3406,3327,3942,3903,6495,"Eosinophils"
"243",883,2846,7289,5863,5420,1546,5948,1945,1374,846,"CD4+CD8-"
"255",2623,3292,6889,4551,5717,1826,6049,6277,1973,1187,"CD8+CD4-"
"263",1537,1032,6823,1793,5708,1676,5836,6232,1767,1247,"CD8+CD4-"
"264",1853,3610,6680,1632,5249,2809,5864,6038,1394,1025,"CD8+CD4-"
"268",2917,5018,2151,4940,5786,5569,1973,5586,4338,3102,"Monocytes"
"273",2964,3442,7014,5918,5636,2054,5782,2189,1874,933,"CD4+CD8-"
"280",2879,2154,6927,1604,5816,3072,6075,6345,1912,1391,"CD8+CD4-"
"285",2611,3108,3199,4612,5523,3582,3660,4178,4389,7257,"Eosinophils"
"288",5990,4268,1888,6739,5448,6937,4179,4008,1591,1402,"Mature SIg Kappa"
"294",6068,3943,2199,6615,5400,6516,2006,3899,1628,823,"Mature SIg Kappa"
"301",2572,5226,926,4462,5616,5536,3245,5440,3492,3765,"Monocytes"
"302",1766,4246,1489,2396,5701,5521,2012,4756,2098,1298,"CD56dim"
"310",2788,3074,3408,4194,5292,3169,3671,4106,4015,6976,"Eosinophils"
"312",2109,3940,7307,5966,5397,2259,5695,1434,1629,780,"CD4+CD8-"
"313",1732,4738,7187,5920,5293,2255,6000,2069,1380,680,"CD4+CD8-"
"314",3146,4953,924,4916,5743,5306,3003,5262,2817,3810,"Monocytes"
"315",1790,5670,7559,5945,5499,1252,6195,1487,1507,1045,"CD4+CD8-"
"316",5951,4013,1962,6593,5127,6197,2223,4101,1537,1314,"Mature SIg Kappa"
"317",2194,5297,2903,1627,5229,4698,1311,3811,1816,2049,"CD56dim"
"318",6325,2214,1470,6451,5626,3164,3104,6250,1656,922,"Mature SIg Lambda"
"319",1315,3554,6844,5567,5159,2503,5729,1495,1389,319,"CD4+CD8-"
"323",2641,2928,3789,4450,5427,3553,3856,4138,3746,7229,"Eosinophils"
"324",5635,4162,1003,6791,5317,6632,442,3645,1694,883,"Mature SIg Kappa"
"326",1698,2901,6819,2109,5221,1363,5675,6143,1002,775,"CD8+CD4-"
"331",2014,2868,3875,4515,5465,3417,3894,4174,4612,6916,"Eosinophils"
"335",5879,3897,2011,6300,5306,6105,211,4649,1334,651,"Mature SIg Kappa"
"337",2432,4709,2479,4833,5210,5045,3635,5094,3030,3516,"Monocytes"
"342",3209,2622,6977,2002,5707,3201,6056,6487,2178,1325,"CD8+CD4-"
"350",2795,4276,2768,4378,5271,5098,2924,4853,2357,4495,"Monocytes"
"361",2139,2602,6612,2564,5758,2025,2076,6355,2011,1320,"CD8+CD4-"
"369",2348,2557,3298,4176,5531,3232,3611,3891,4241,6600,"Eosinophils"
"371",2325,3204,6871,1472,5445,637,5887,6218,1512,812,"CD8+CD4-"
"372",2451,3681,7252,5819,5377,2408,6277,1536,1507,800,"CD4+CD8-"
"374",1894,2634,6995,2937,5538,4830,5534,5885,1621,1166,"CD8+CD4-"
"375",2296,4257,6925,5795,5239,2194,6008,2063,1266,651,"CD4+CD8-"
"378",2489,1344,6391,5720,5489,1930,7034,2651,1784,1070,"CD4+CD8-"
"383",2501,4830,2637,5212,5436,5215,3198,5322,2992,4331,"Monocytes"
"387",1059,3481,7040,1787,5476,1773,6243,6352,934,662,"CD8+CD4-"
"388",843,3093,6697,661,5454,1443,5827,6180,1580,624,"CD8+CD4-"
"401",2842,2564,2554,4243,5335,3439,3872,4163,4232,7208,"Eosinophils"
"403",2153,1755,6837,3063,5497,1870,5751,6009,1436,1056,"CD8+CD4-"
"409",2419,2990,3380,4341,5416,3653,3873,4030,4518,7036,"Eosinophils"
"411",2775,4608,1835,4971,5652,5023,1628,5135,4796,1823,"Monocytes"
"413",2539,4759,2553,4665,5488,5061,2604,5039,2933,3857,"Monocytes"
"422",2404,1697,7352,5882,5368,1723,5783,1947,1458,668,"CD4+CD8-"
"430",2228,5646,1329,2192,5386,4656,1041,5248,2228,1263,"CD56dim"
"431",1606,5638,6901,5773,5390,2659,6343,2526,1558,851,"CD4+CD8-"
"433",2671,4587,2505,4602,5513,5164,1460,5132,3082,3477,"Monocytes"
"435",2702,4682,981,2280,5363,4330,4220,2424,1888,1413,"CD56dim"
"439",2517,2352,3350,4352,5395,3676,3850,4108,3979,7803,"Eosinophils"
"441",2294,3597,7526,5937,5492,2357,5985,2281,1280,925,"CD4+CD8-"
"447",1627,2804,6783,2390,5799,666,6304,6338,1903,1269,"CD8+CD4-"
"455",2163,3622,6858,5820,5412,1859,6534,2266,1582,900,"CD4+CD8-"
"462",2204,6027,270,1670,5421,5497,2248,5324,2083,1641,"CD56dim"
"463",1430,4086,7142,5789,5383,1853,5829,2155,1407,795,"CD4+CD8-"
"469",3134,1248,6432,5912,5666,1822,6702,2787,1510,956,"CD4+CD8-"
"473",2737,1006,6902,5777,5608,1819,6011,2663,2079,1083,"CD4+CD8-"
"475",2058,2989,7261,5792,5211,1725,5959,1106,1476,685,"CD4+CD8-"
"481",2323,5272,1258,4748,5471,5346,1434,5336,3433,3611,"Monocytes"
"482",1188,4001,7347,5900,5473,1508,6421,2269,1408,846,"CD4+CD8-"
"484",2077,3662,6493,5766,5692,877,6694,2512,1984,1056,"CD4+CD8-"
"488",1499,5336,7107,5860,5396,2378,6046,1809,1541,823,"CD4+CD8-"
"491",1425,673,7155,5703,5152,1526,6055,1374,1522,732,"CD4+CD8-"
"492",2787,3478,6991,1950,5959,2150,5520,6578,1909,1470,"CD8+CD4-"
"493",1684,4222,7283,5901,5458,1575,5770,1773,1338,786,"CD4+CD8-"
"497",1800,4897,7065,5898,5432,2054,6304,2284,1314,857,"CD4+CD8-"
"501",2724,2954,3600,4414,5440,3372,3677,3996,4115,7193,"Eosinophils"
"505",2043,2180,6785,5777,5337,2214,5729,2228,1608,795,"CD4+CD8-"
"511",2568,4999,2120,4260,5641,5284,2395,5198,3199,3330,"Monocytes"
"520",2175,2319,2419,3423,5308,5275,1809,5672,2837,1649,"CD56dim"
"521",1981,3393,3604,4585,5477,3804,4209,4120,4070,8191,"Eosinophils"
"528",2994,4669,2543,5220,5819,5185,2586,5095,5689,3503,"Monocytes"
"532",2238,6302,42,2665,5564,4936,2019,5348,1977,1494,"CD56dim"
"535",2479,5225,1645,2284,5495,5325,1619,4988,1862,1108,"CD56dim"
"545",1450,3866,7185,5712,5300,1472,5746,2318,1289,755,"CD4+CD8-"
"547",3209,3985,2886,5162,5373,4989,2149,4844,2533,4217,"Monocytes"
"548",2026,5304,2324,4078,5271,5337,2853,5281,3224,3518,"Monocytes"
"549",3000,4990,2512,3908,5427,5491,1913,5360,2809,3917,"Monocytes"
"553",2656,4909,2529,4191,5475,5601,3283,5479,3035,4623,"Monocytes"
"555",6972,4239,1860,6960,5702,3871,2101,5925,2532,2063,"Mature SIg Lambda"
"566",6045,3325,2121,6598,5402,6658,348,3938,1574,928,"Mature SIg Kappa"
"571",723,2286,7106,5899,5398,2311,5829,2691,1828,992,"CD4+CD8-"
"574",1685,2689,6876,2560,5394,1681,5647,5826,1187,780,"CD8+CD4-"
"576",1932,3815,2157,5014,5910,4948,2757,4849,5353,2114,"Monocytes"
"578",2033,2155,7060,2090,5784,2581,5860,6344,1667,1225,"CD8+CD4-"
"580",2694,2951,2898,4632,5378,3331,4098,4185,4262,7704,"Eosinophils"
"582",6602,2120,1418,6431,5355,6452,2984,4502,1678,846,"Mature SIg Kappa"
"583",2250,3015,7210,5944,5524,1673,5451,2578,1675,772,"CD4+CD8-"
"585",4294,2511,3862,4790,5432,3728,3871,4274,4073,7391,"Eosinophils"
"591",1469,2067,6937,5809,5424,1558,5462,2825,1577,843,"CD4+CD8-"
"595",2777,2809,3555,4225,5264,3242,3664,4151,4581,6927,"Eosinophils"
"596",2849,5044,2315,4492,5264,5202,1184,5129,2554,3600,"Monocytes"
"597",1667,2241,6442,5842,5376,2035,6486,2240,1923,1059,"CD4+CD8-"
"599",5925,4602,2635,6738,5548,7152,283,4127,1608,1217,"Mature SIg Kappa"
"601",2715,2926,2581,4429,5466,3557,3453,4116,4253,7069,"Eosinophils"
"606",1445,3712,6731,1418,5601,1820,5228,6212,1700,1228,"CD8+CD4-"
"614",3171,4885,6625,5733,5302,1837,5869,935,1287,851,"CD4+CD8-"
"621",1693,3194,6702,1307,5563,3189,6209,6179,1801,1274,"CD8+CD4-"
"623",2772,4865,2109,4235,5540,5382,3274,5393,3100,4080,"Monocytes"
"626",2689,4467,2572,4656,5599,5317,2277,5165,2997,3074,"Monocytes"
"628",2688,3660,7106,1791,5849,2485,5818,6271,1914,1360,"CD8+CD4-"
"629",2538,4292,2726,4075,5331,5174,2506,5091,2618,4516,"Monocytes"
"634",3239,3630,6860,3121,5814,1435,6352,6314,1749,1168,"CD8+CD4-"
"637",2343,4875,6946,5966,5355,2350,5881,2578,1598,749,"CD4+CD8-"
"646",2435,1489,7079,1642,5721,1436,5743,6414,2264,1179,"CD8+CD4-"
"647",6306,4987,610,6925,5510,3862,4128,6416,1670,1023,"Mature SIg Lambda"
"654",1957,2620,3521,4199,5560,3787,3738,3930,4511,6635,"Eosinophils"
"665",942,4192,7295,5869,5380,1580,6113,1749,1500,800,"CD4+CD8-"
"668",2967,2725,6945,5801,5299,1456,5768,2294,1434,732,"CD4+CD8-"
"673",6144,4794,2238,6868,5483,4120,4224,6286,1687,789,"Mature SIg Lambda"
"674",2353,5005,1853,4950,5710,5517,2258,5367,2518,3834,"Monocytes"
"677",2134,6167,0,1936,5648,5352,2714,5457,1771,1567,"CD56dim"
"691",6274,4167,3205,7020,5609,4193,2489,6447,1712,1168,"Mature SIg Lambda"
"693",2401,5160,1544,4278,5567,5248,1611,5176,2594,4022,"Monocytes"
"695",2615,4806,2465,4634,5653,5114,1750,5127,3218,3436,"Monocytes"
"700",2314,2581,6793,5534,5211,1197,5556,2206,2061,752,"CD4+CD8-"
"701",2005,4791,2201,4783,5673,5415,3243,5353,2961,3387,"Monocytes"
"707",2104,5821,327,1716,5545,5346,1018,5403,2079,1166,"CD56dim"
"708",969,2633,6969,5860,5614,1368,6385,2066,1613,863,"CD4+CD8-"
"709",1923,2673,3381,4302,5387,3300,3364,4160,4146,6926,"Eosinophils"
"713",1763,3066,7067,2086,5462,2525,5785,6077,1542,817,"CD8+CD4-"
"717",2527,4959,1233,4687,5597,5373,2098,5335,3911,4220,"Monocytes"
"719",1883,3446,7153,5971,5440,1697,6077,2298,1898,877,"CD4+CD8-"
"720",2377,5108,3177,4797,5715,5458,1633,5527,2830,2943,"Monocytes"
"722",3238,4810,2312,4846,5905,5465,1447,5423,5610,2736,"Monocytes"
"728",3446,3311,7074,5960,5539,2125,6208,2544,1917,1279,"CD4+CD8-"
"730",2513,4867,2499,4995,5488,5324,2647,5191,2787,3366,"Monocytes"
"732",2209,3377,7080,5956,5577,1910,6419,2874,1307,950,"CD4+CD8-"
"733",2682,2782,3557,4488,5804,4066,3771,4174,4849,7251,"Eosinophils"
"738",1507,4067,7198,5800,5294,1455,5976,2793,1236,763,"CD4+CD8-"
"745",2184,1820,6822,2052,5490,972,5969,6305,1555,939,"CD8+CD4-"
"746",1802,6420,466,1963,5359,5064,1710,5226,1748,1415,"CD56dim"
"747",6204,3346,1822,6439,4965,5058,2484,5303,1631,1064,"Mature SIg Kappa"
"752",1194,2702,6729,5763,5407,1006,6407,2261,1440,1039,"CD4+CD8-"
"754",6040,3621,2389,6248,5342,3300,3453,5225,1417,945,"Mature SIg Lambda"
"755",3237,3898,6889,5899,5374,1501,5753,2298,1408,598,"CD4+CD8-"
"756",1697,2631,6588,5604,5196,2110,6095,2436,1533,880,"CD4+CD8-"
"765",1378,3730,7012,5860,5444,1630,6055,1827,1424,654,"CD4+CD8-"
"766",2167,2392,3512,4046,5391,2735,3377,3644,3956,6398,"Eosinophils"
"775",736,3535,7114,5702,5346,2316,6103,2763,1494,775,"CD4+CD8-"
"777",2796,2448,6839,5340,5576,2011,5649,6306,2066,1075,"CD8+CD4-"
"789",6198,4394,1675,6738,5509,4067,3629,6245,1735,871,"Mature SIg Lambda"
"798",2835,3472,3703,4400,5678,3267,3627,4077,4271,6770,"Eosinophils"
"799",3181,4976,6774,5626,5270,2145,5647,2296,1350,665,"CD4+CD8-"
"803",3536,2975,3315,4547,5338,3596,3825,4236,5215,7495,"Eosinophils"
"808",2564,1802,6948,3639,5679,3572,5195,6143,1957,1274,"CD8+CD4-"
"812",2275,2250,3372,4154,5285,3285,3632,3951,3773,6509,"Eosinophils"
"817",5971,4253,1182,6735,5223,6261,1752,3764,1820,894,"Mature SIg Kappa"
"818",2418,6035,397,891,5401,5711,2506,5193,2389,1631,"CD56dim"
"819",2211,1241,6925,4217,5578,1833,5477,6143,1583,1097,"CD8+CD4-"
"831",2532,3623,7340,5973,5539,1864,5825,2380,1211,797,"CD4+CD8-"
"838",2105,4762,7128,5929,5431,1664,6093,2003,1457,939,"CD4+CD8-"
"839",2347,6145,1228,2205,5594,5512,1131,5319,2307,1407,"CD56dim"
"840",3033,5217,3561,4847,5641,5351,2861,5468,3264,5031,"Monocytes"
"841",2060,2913,7069,1463,5344,1725,5790,5982,1376,700,"CD8+CD4-"
"847",2874,4960,1903,5451,5675,5713,1273,5713,3746,4137,"Monocytes"
"852",6300,4261,1914,6639,5398,6558,3086,4989,1542,967,"Mature SIg Kappa"
"854",3241,3766,3348,4572,5532,3783,3539,4358,4227,7600,"Eosinophils"
"856",2887,2700,3480,4183,5378,3299,3566,3800,4035,6865,"Eosinophils"
"860",2081,2162,6273,2417,5623,1738,5660,6143,1897,1314,"CD8+CD4-"
"861",1912,1783,6830,954,5641,2681,6046,6220,1996,1247,"CD8+CD4-"
"863",5867,3913,1979,6572,5255,6036,2968,3774,1743,740,"Mature SIg Kappa"
"872",2559,2262,6639,4103,5664,2649,5469,5970,2026,1244,"CD8+CD4-"
"876",2448,1440,7079,2120,5984,2117,5468,5814,2166,1460,"CD8+CD4-"
"877",1890,3671,7088,5935,5672,2112,6224,2158,1462,942,"CD4+CD8-"
"878",6470,3175,2473,6831,5351,5699,2612,3840,1506,911,"Mature SIg Kappa"
"892",2233,4527,7087,5750,5476,1653,5612,854,1587,783,"CD4+CD8-"
"893",6148,3845,2178,6768,5234,6761,2354,4097,1868,832,"Mature SIg Kappa"
"899",3355,3540,7154,5672,5190,1944,5937,2028,1356,967,"CD4+CD8-"
"913",2805,4591,7219,5831,5597,1659,5804,2665,1563,914,"CD4+CD8-"
"914",2331,2526,6942,1622,5688,1599,5737,6374,2154,1282,"CD8+CD4-"
"915",5895,3450,2177,6526,5260,2894,1771,5401,1428,905,"Mature SIg Lambda"
"917",2632,796,7345,5857,5450,1871,5330,1994,1659,840,"CD4+CD8-"
"925",2901,4836,7053,5899,5408,2364,5906,2411,1452,817,"CD4+CD8-"
"931",1322,3825,7312,5677,5259,2510,6119,2894,1366,668,"CD4+CD8-"
"935",1883,4838,1547,4597,5501,5375,2836,5359,3006,3643,"Monocytes"
"937",1264,3038,7067,5252,5517,1905,5771,5868,2044,894,"CD8+CD4-"
"940",2263,2448,3614,4474,5400,3407,3842,3868,3931,7709,"Eosinophils"
"942",2581,2396,3460,4433,5767,3965,3524,4122,4535,6964,"Eosinophils"
"949",1377,3646,6909,5653,5230,3724,6135,3187,1485,1961,"CD4+CD8-"
"951",1431,2679,6694,5928,5685,2107,6504,2807,1545,1144,"CD4+CD8-"
"957",2432,6328,1018,1353,5397,5098,1866,5429,2195,1252,"CD56dim"
"960",2455,4486,3418,4781,5376,4834,3078,5000,2960,3957,"Monocytes"
"968",2797,4653,3590,4800,5738,5367,1994,5296,2535,3824,"Monocytes"
"969",6452,4031,2367,6626,5534,3403,3252,6182,1595,939,"Mature SIg Lambda"
"971",1743,2811,6544,2544,5766,2166,6023,6145,1975,1525,"CD8+CD4-"
"972",1551,3945,6826,2136,5516,3342,6015,6165,1828,1031,"CD8+CD4-"
"974",1260,3319,6673,1542,5350,1461,5810,6303,1474,891,"CD8+CD4-"
"983",1137,3772,7097,5793,5333,1147,5709,2344,1323,737,"CD4+CD8-"
"986",2279,2439,6909,5678,5318,1720,6782,2088,1547,975,"CD4+CD8-"
"989",2868,2447,7006,5949,5514,3881,5804,3324,2445,2569,"CD4+CD8-"
"997",2795,2155,3369,4203,5392,3693,4013,4065,3805,7036,"Eosinophils"
"1000",3046,2768,3188,4128,5401,3688,2833,3979,3844,6321,"Eosinophils"
"1004",2312,3209,6958,2647,5861,518,5760,6290,2006,1103,"CD8+CD4-"
"1011",2289,2642,3349,4374,5457,3244,3716,4028,3828,6985,"Eosinophils"
"1015",2014,3400,6941,1593,5898,2521,6287,6512,1945,1325,"CD8+CD4-"
"1016",3175,1860,7363,6086,5518,2069,6113,2688,1401,877,"CD4+CD8-"
"1017",1771,2534,3034,4457,5424,3694,3599,4141,4363,7078,"Eosinophils"
"1022",2602,3355,3583,4681,5472,3726,3794,4286,4181,7439,"Eosinophils"
"1024",1533,3193,6609,2487,5848,2467,6303,6349,1937,1274,"CD8+CD4-"
"1027",2243,2737,3606,4126,5494,3238,3538,3906,4072,6568,"Eosinophils"
"1029",5915,3332,2388,6377,5326,6201,2290,3494,1724,880,"Mature SIg Kappa"
"1032",2007,548,7199,5901,5407,1768,5903,2523,1758,964,"CD4+CD8-"
"1036",2398,4946,2834,4663,5578,5136,3181,5098,2805,4746,"Monocytes"
"1037",6034,5004,2906,6741,5733,4064,4075,6981,1521,914,"Mature SIg Lambda"
"1039",1369,1864,6587,5726,5621,2763,6525,3186,1881,1094,"CD4+CD8-"
"1041",3131,5205,2089,4804,5619,5649,1715,5509,3616,4061,"Monocytes"
"1042",2354,2790,2639,4221,5619,3589,3257,3722,4324,6985,"Eosinophils"
"1048",2589,4836,1814,4692,5822,5284,3458,5279,5443,2660,"Monocytes"
"1057",1627,3254,6815,5717,5333,1277,5491,2264,1625,843,"CD4+CD8-"
"1058",6157,3279,2543,6459,5294,6430,2103,3835,1531,711,"Mature SIg Kappa"
"1064",2492,3425,7168,5849,5572,1779,6435,2027,2007,854,"CD4+CD8-"
"1065",1467,4236,7308,5774,5446,1788,6080,3118,1482,1352,"CD4+CD8-"
"1079",2973,2360,3511,4376,5489,3541,3463,4083,3828,7076,"Eosinophils"
"1082",1913,1324,7034,5610,4959,1632,5207,1914,1356,616,"CD4+CD8-"
"1084",6193,4315,1928,6462,5575,3850,2093,6494,1416,1048,"Mature SIg Lambda"
"1099",2365,3459,6911,5598,5309,1653,5161,2442,1376,546,"CD4+CD8-"
"1102",2072,2341,3339,4540,5324,3585,3942,4141,4228,7143,"Eosinophils"
"1105",2912,2072,6909,2112,5357,2713,5977,6010,1543,697,"CD8+CD4-"
"1112",1231,3358,6885,2176,5867,2718,5935,6436,1903,1373,"CD8+CD4-"
"1118",2911,5035,3169,4246,5561,5512,1668,5544,3255,3919,"Monocytes"
"1120",2138,4852,6993,5874,5655,1913,6506,2741,1569,1320,"CD4+CD8-"
"1123",1518,3646,7005,2186,5718,1502,5526,6262,2027,1239,"CD8+CD4-"
"1128",2671,928,6996,930,5746,1627,6112,6393,1990,1255,"CD8+CD4-"
"1140",2798,2132,7639,6064,5545,1335,5948,1524,1312,849,"CD4+CD8-"
"1141",1996,3411,7016,5827,5393,1502,6254,3061,1623,834,"CD4+CD8-"
"1145",1981,3140,6862,2646,5829,323,5232,6376,2244,1174,"CD8+CD4-"
"1147",2347,3115,6964,5776,5321,1523,5790,2017,1120,624,"CD4+CD8-"
"1149",2437,4295,6987,5713,5331,1055,5610,2454,1248,551,"CD4+CD8-"
"1154",2598,2756,6683,1575,5831,2329,6020,6324,1792,1346,"CD8+CD4-"
"1160",2084,4451,7071,1843,5448,601,5770,6372,1436,820,"CD8+CD4-"
"1166",1041,3119,6759,2194,5603,1593,6037,6446,1962,1378,"CD8+CD4-"
"1176",6291,4049,2145,6535,5300,4132,3259,6131,1617,772,"Mature SIg Lambda"
"1177",2136,5733,704,2293,5637,5156,1003,5743,1996,1728,"CD56dim"
"1178",1185,3278,6602,5877,5524,2483,6313,2747,1360,1017,"CD4+CD8-"
"1185",2215,5319,2209,4701,5422,5380,2775,5407,3060,3654,"Monocytes"
"1186",2663,2402,2892,4290,5381,3333,3405,3803,3510,6764,"Eosinophils"
"1191",2428,4876,2769,4569,5673,4759,2480,4923,3582,3611,"Monocytes"
"1193",6478,1325,2328,6596,5544,6603,2597,4569,2004,1418,"Mature SIg Kappa"
"1196",985,3468,7149,6033,5546,2238,6741,2689,1750,868,"CD4+CD8-"
"1198",2700,3762,6831,1768,5640,1424,5801,6235,2022,1290,"CD8+CD4-"
"1199",1773,5184,1727,2106,5411,6285,686,3550,1896,1386,"CD56bright"
"1201",3039,5272,1904,4207,5402,5305,1252,5405,3601,3490,"Monocytes"
"1204",2390,4847,2517,4954,5520,5182,1264,5048,3180,3349,"Monocytes"
"1208",3052,2582,2654,4225,5432,3438,3952,4125,4342,6981,"Eosinophils"
"1209",1998,2989,7229,5718,5453,1994,5882,2380,1617,964,"CD4+CD8-"
"1220",1797,2532,7302,5813,5446,2081,5664,2989,1588,1083,"CD4+CD8-"
"1224",1370,1657,7067,5677,5347,1341,6570,2565,1803,911,"CD4+CD8-"
"1228",1916,3187,2830,4460,5553,3359,4085,4082,4071,7056,"Eosinophils"
"1234",6242,2318,2550,6424,5329,6555,2109,4180,1846,973,"Mature SIg Kappa"
"1237",5427,5411,1719,6965,5618,7158,3581,3344,2130,1108,"Mature SIg Kappa"
"1239",2230,4914,2585,3947,5296,5091,2121,5060,2690,2334,"Monocytes"
"1240",6164,3857,1298,6456,5163,6377,336,4342,1706,880,"Mature SIg Kappa"
"1244",2313,5074,1735,4648,5575,5409,2402,5395,3163,3293,"Monocytes"
"1245",2488,2617,3056,4198,5308,3294,3200,3961,4102,6840,"Eosinophils"
"1247",2620,4712,2514,4665,5716,5675,2128,5580,2814,4373,"Monocytes"
"1248",2488,5464,2013,4245,5438,5505,1502,5451,3136,3914,"Monocytes"
"1250",2339,4814,7409,5886,5452,2358,5968,3076,1479,1402,"CD4+CD8-"
"1254",2384,3385,2838,4391,5501,3387,3774,4053,4386,7065,"Eosinophils"
"1255",2816,2292,6405,1754,5592,2509,6491,6282,1680,1025,"CD8+CD4-"
"1256",2554,3134,2936,4335,5765,3391,3445,3880,4357,6969,"Eosinophils"
"1257",1585,1469,6944,6004,5491,1445,6632,2527,2194,1064,"CD4+CD8-"
"1261",2347,4776,7188,5720,5272,1173,6119,1969,1226,760,"CD4+CD8-"
