"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"111",2832,3186,6909,1619,5353,2764,5498,6318,1614,990,"CD8+CD4-"
"114",1613,3723,6922,5725,5167,1424,5205,1515,1815,1117,"CD4+CD8-"
"115",3326,3159,3726,4658,5423,3724,4023,4611,4254,7063,"Eosinophils"
"116",2714,3542,7050,1126,5307,2014,5415,6244,1771,1150,"CD8+CD4-"
"118",2227,4822,1244,2641,5473,4569,2405,5538,2032,1580,"CD56dim"
"119",3273,5049,7014,5574,5207,983,5632,2294,1645,940,"CD4+CD8-"
"129",2237,2130,6880,3957,5587,3527,5271,6554,2018,1531,"CD8+CD4-"
"131",3167,3614,7202,5552,5245,1736,5759,1573,1435,1103,"CD4+CD8-"
"141",1973,3879,6732,1585,5240,177,6079,5940,1289,883,"CD8+CD4-"
"146",1686,3206,6879,1954,5499,1929,5903,6374,1856,1250,"CD8+CD4-"
"151",2204,3960,2975,5041,5088,4763,2084,4557,2838,3403,"Monocytes"
"159",1997,3151,6972,5462,5394,964,5661,2130,1460,801,"CD4+CD8-"
"167",2605,3260,6705,706,5751,2137,5435,6455,2361,1440,"CD8+CD4-"
"168",5781,2809,2371,6025,5119,6780,3566,2986,1694,835,"Mature SIg Kappa"
"175",2891,2882,6757,5517,5108,1202,5280,2638,2127,968,"CD4+CD8-"
"178",3902,3749,3893,4798,5397,3962,3843,4601,3377,8191,"Eosinophils"
"181",1120,3708,7080,5716,5387,1388,5798,2944,1538,1032,"CD4+CD8-"
"183",1946,3067,6694,5684,5187,1025,6308,2479,1624,895,"CD4+CD8-"
"191",2333,4030,2053,2388,5184,6069,770,2415,2089,1531,"CD56bright"
"192",2616,2537,3772,4167,5052,3485,2945,4009,4942,6624,"Eosinophils"
"194",2174,2456,6911,1488,5463,1699,5916,6295,1726,1445,"CD8+CD4-"
"198",1925,4834,6941,5735,5233,1441,5742,2331,1611,951,"CD4+CD8-"
"199",2063,1819,6670,5748,5301,2173,5635,2689,1547,1001,"CD4+CD8-"
"205",1000,3684,6831,6001,5568,1980,6190,2376,2029,1277,"CD4+CD8-"
"207",2033,4315,2616,4581,4884,2778,3116,2754,2644,1935,"Monocytes"
"208",2100,2414,6417,5621,5336,1778,5493,2901,1625,920,"CD4+CD8-"
"212",1888,2009,1839,2206,5472,5096,2150,4558,1971,1489,"CD56dim"
"213",2173,4054,2697,4475,4499,4781,2007,4583,3104,3060,"Monocytes"
"217",2179,2137,6860,1873,5363,1456,5068,5604,2034,1296,"CD8+CD4-"
"220",3422,3816,6871,5915,5447,1495,6226,2041,1952,1381,"CD4+CD8-"
"221",1815,3683,1942,5112,4830,4912,1643,4594,3288,2546,"Monocytes"
"229",3610,3843,6649,5697,5446,1184,5942,2518,1732,1142,"CD4+CD8-"
"230",1701,3674,6451,5494,5328,1259,5105,1897,1835,1070,"CD4+CD8-"
"233",2144,4158,2060,3998,4728,4538,1718,4424,3140,2660,"Monocytes"
"241",6112,3773,2281,6493,5222,2566,1295,5922,1667,1098,"Mature SIg Lambda"
"251",2498,2529,3443,4132,5200,3348,3371,4308,3636,6560,"Eosinophils"
"257",1767,4335,3026,4291,4695,4547,2515,4449,2991,3233,"Monocytes"
"258",3413,3389,7005,2518,5368,2356,5561,6308,1697,1136,"CD8+CD4-"
"263",4618,3600,4681,4999,5359,3960,4301,4888,4440,7111,"Eosinophils"
"268",2158,4773,7188,5738,5275,2130,5580,2126,1201,701,"CD4+CD8-"
"269",2188,2372,3930,4327,5323,3566,3876,4117,4222,7626,"Eosinophils"
"272",2053,4668,3120,3370,4206,2631,2577,4202,4227,2904,"Monocytes"
"275",2360,4085,3509,4129,4667,4282,1930,4146,3292,2790,"Monocytes"
"279",2240,3169,6630,1855,5443,1043,5291,5783,1839,1312,"CD8+CD4-"
"283",2587,2410,7036,5780,5403,1545,5740,2808,2067,1315,"CD4+CD8-"
"293",1551,4807,1638,2514,5259,5406,2925,5064,2116,1371,"CD56dim"
"294",6371,2158,2345,6655,5231,2027,1414,6182,2018,1315,"Mature SIg Lambda"
"298",3268,4609,6737,1121,5331,1532,5604,6216,1741,1065,"CD8+CD4-"
"308",2083,4007,1768,3855,4595,4582,2483,4429,2876,3651,"Monocytes"
"313",5930,3218,1799,6110,5326,1312,1888,6536,1872,1120,"Mature SIg Lambda"
"314",6306,4801,1452,6616,5209,6513,3471,2771,1640,1045,"Mature SIg Kappa"
"315",794,3275,7015,5827,5373,999,5779,2570,1820,1248,"CD4+CD8-"
"320",2876,3276,6812,5747,5413,1589,5918,2758,1684,1248,"CD4+CD8-"
"322",1808,1487,6790,3114,5623,1628,4486,6271,1936,1397,"CD8+CD4-"
"331",2106,4616,1697,4268,4805,4575,2199,4407,3078,2775,"Monocytes"
"338",1684,4104,6704,5678,5369,1908,5552,2336,1660,940,"CD4+CD8-"
"349",1596,4143,1817,1259,5450,5313,2426,4811,2248,1601,"CD56dim"
"350",2292,4394,1537,4566,4740,4982,2372,4898,3413,3048,"Monocytes"
"352",2148,4287,2546,4726,4838,4369,2258,4352,3590,3228,"Monocytes"
"354",1611,3904,7016,5841,5385,1796,5614,2586,1740,920,"CD4+CD8-"
"355",5819,2749,1091,6304,5248,6494,1873,2748,2006,1191,"Mature SIg Kappa"
"356",2329,3421,3065,4292,4567,3830,1878,3841,2979,3158,"Monocytes"
"362",2371,4281,7323,5874,5494,1637,5642,2418,1556,1012,"CD4+CD8-"
"369",3003,3100,6650,1560,5642,2014,5686,6092,1634,1250,"CD8+CD4-"
"372",1525,4715,2118,2603,5541,5656,2934,3561,2013,1804,"CD56dim"
"375",1991,2445,6455,5751,5457,1659,5677,2430,1676,1023,"CD4+CD8-"
"376",2271,3945,2059,4392,4718,4519,1431,4353,2888,2813,"Monocytes"
"382",1727,4499,2036,2162,5268,5366,2294,4336,2047,1296,"CD56dim"
"389",2179,1262,7020,1591,5471,1147,5637,6176,1573,1191,"CD8+CD4-"
"391",2008,3787,6872,5727,5470,1544,6312,1839,1529,1158,"CD4+CD8-"
"393",2337,4178,1853,4018,4471,4662,2487,4566,3058,2300,"Monocytes"
"400",2107,4766,1487,2388,5425,5636,2000,3138,2305,1831,"CD56dim"
"404",2831,3075,7031,1244,5489,2007,5805,6423,1464,951,"CD8+CD4-"
"408",6003,4012,2559,6506,5522,1559,2544,6378,1732,1112,"Mature SIg Lambda"
"414",2346,3214,6603,5437,5267,1750,5550,2258,1389,1034,"CD4+CD8-"
"418",1689,3243,6709,852,5503,1290,6196,6401,2115,1293,"CD8+CD4-"
"421",1086,4285,7197,5776,5301,1201,5791,2170,1651,945,"CD4+CD8-"
"422",1843,5271,1994,883,5194,5260,2104,4889,2186,1432,"CD56dim"
"425",2321,4559,7078,5836,5293,1571,5418,2326,1370,818,"CD4+CD8-"
"426",5845,2599,3647,5648,4971,6011,826,3102,1704,832,"Mature SIg Kappa"
"428",1367,3631,6472,5706,5329,1852,6370,2271,1747,1043,"CD4+CD8-"
"429",2096,2736,7160,5853,5324,1366,5620,2256,1452,1009,"CD4+CD8-"
"430",5563,3628,2013,6077,5347,5429,3870,2788,1871,1384,"Mature SIg Kappa"
"431",783,3409,6750,5753,5349,919,5991,2484,1656,866,"CD4+CD8-"
"432",2499,2535,6756,1630,5249,1051,5579,6184,1491,1009,"CD8+CD4-"
"433",2076,1951,6624,1177,5237,944,4468,5666,1930,1261,"CD8+CD4-"
"441",1744,3903,6969,5529,5249,1500,5827,2840,1534,1065,"CD4+CD8-"
"442",6269,3519,1815,6346,5208,6828,1973,2601,1622,1106,"Mature SIg Kappa"
"444",2216,5061,778,2065,5468,4435,2977,3439,2170,1489,"CD56dim"
"459",2456,2345,6408,780,5479,1767,5110,6309,2025,1245,"CD8+CD4-"
"460",1669,4041,2958,4049,4751,4789,2889,4664,3520,2474,"Monocytes"
"463",2440,2394,7053,5947,5579,1558,5123,2538,1953,1296,"CD4+CD8-"
"468",2153,4051,2383,4392,4501,4100,2289,3863,3008,2779,"Monocytes"
"474",4040,2818,3753,4658,5361,3812,4031,4380,5263,7618,"Eosinophils"
"475",6034,3349,2123,6243,5329,2383,2072,6551,1950,1307,"Mature SIg Lambda"
"477",2002,2316,6897,1025,5366,1080,5649,6301,1438,1114,"CD8+CD4-"
"486",1841,2604,6895,5880,5130,1899,5568,2264,1550,880,"CD4+CD8-"
"493",2221,3128,4259,4558,5400,3591,4270,4606,4281,7267,"Eosinophils"
"499",2768,2015,6367,2610,5634,2165,5636,5883,1827,1245,"CD8+CD4-"
"503",2459,4047,7130,5820,5279,1289,5572,2826,1641,1040,"CD4+CD8-"
"516",2276,3201,6724,2468,5313,1846,5485,6228,1557,1084,"CD8+CD4-"
"517",2143,5370,6995,5690,5267,1578,5820,2559,1769,1004,"CD4+CD8-"
"529",2985,4381,7187,5822,5409,1889,5738,2700,1561,982,"CD4+CD8-"
"533",2614,2375,4066,4172,5094,3044,3491,4083,4539,6676,"Eosinophils"
"539",2799,3018,6616,3904,5261,154,4232,6020,1847,1092,"CD8+CD4-"
"541",2518,3767,3267,3404,4105,2278,2092,3944,2981,3546,"Monocytes"
"543",2027,4459,2689,3604,4980,4898,1871,4717,3034,2954,"Monocytes"
"544",2319,1582,6134,1413,5557,2138,5605,6194,2011,1310,"CD8+CD4-"
"551",2127,3106,6929,1585,5576,1580,5088,6489,1949,1256,"CD8+CD4-"
"554",1870,3199,2341,4735,4729,1865,2249,2521,3336,1947,"Monocytes"
"556",1994,4232,2058,4411,4752,4749,1823,4683,3221,2621,"Monocytes"
"558",2153,2818,7002,5611,5290,1784,5381,1917,1656,954,"CD4+CD8-"
"560",2292,2966,2778,3325,3859,2709,2570,3783,3498,3160,"Monocytes"
"570",2352,2683,6730,1276,5557,1929,5603,2353,1656,1221,"TCRgd-"
"572",2085,2391,6642,933,5196,1399,5445,6101,1630,1114,"CD8+CD4-"
"574",2465,3833,1421,2394,5037,6464,3087,5334,2312,1657,"CD56bright"
"581",5754,3686,2639,5933,5113,6333,3583,2842,1595,1269,"Mature SIg Kappa"
"586",2019,4880,2567,2705,5447,5192,2916,3543,2164,1560,"CD56dim"
"599",2590,2244,6565,3334,5362,1165,4332,3966,1959,956,"TCRgd-"
"609",2856,3314,6846,1528,5428,999,5431,6194,1337,990,"CD8+CD4-"
"612",1848,2519,6593,1887,5508,1873,5185,6123,2103,1381,"CD8+CD4-"
"618",2556,2102,3998,4236,5245,3143,3955,3958,5197,7619,"Eosinophils"
"625",1933,3829,1336,4810,4650,4562,2799,4293,3091,2935,"Monocytes"
"627",1222,2993,7038,672,5402,1142,5907,6255,1548,1175,"CD8+CD4-"
"644",1613,4818,7073,5823,5469,2182,5799,3042,1559,1347,"CD4+CD8-"
"645",1887,3805,3073,2315,4561,4094,1931,4040,2707,2727,"Monocytes"
"662",2180,4207,1887,1620,5575,5158,2617,4891,2229,1484,"CD56dim"
"665",1928,3727,1513,4458,4574,3490,2388,3584,3010,2853,"Monocytes"
"668",2163,1566,6572,1849,5573,2267,4817,4427,1918,1453,"TCRgd-"
"669",3150,2669,6566,5695,5303,1708,6098,2440,1633,1043,"CD4+CD8-"
"673",3150,3740,7398,5738,5408,1187,5927,2123,1794,1134,"CD4+CD8-"
"675",2646,2665,3768,4344,5230,3391,3518,4194,3813,7755,"Eosinophils"
"683",1962,5351,2202,2349,5608,5216,2750,3452,2260,1652,"CD56dim"
"684",3221,2847,6879,2042,5493,1346,5683,6476,1246,1023,"CD8+CD4-"
"688",2423,3891,7131,977,5511,1348,5930,6376,1733,1413,"CD8+CD4-"
"690",2078,3781,1242,4613,4566,3875,2024,3950,2852,2826,"Monocytes"
"699",2352,4380,2246,3082,4564,4703,1974,4472,2841,3412,"Monocytes"
"703",2075,5371,1046,2139,5398,4565,1658,3405,2145,1544,"CD56dim"
"708",4189,3930,4604,5029,5490,4124,4371,4988,4197,8191,"Eosinophils"
"716",3630,3857,4266,4884,5437,3983,4426,4949,3313,7518,"Eosinophils"
"724",2075,2143,6662,2167,5587,1955,4770,6505,2024,1534,"CD8+CD4-"
"726",2106,4045,2321,4369,4704,4266,1808,4107,2747,2710,"Monocytes"
"730",2496,5410,3252,1257,5554,5193,1113,3208,2169,1854,"CD56dim"
"734",2610,4870,2241,2159,5327,5095,1563,5159,1891,1434,"CD56dim"
"735",2201,3104,2063,4764,4871,4655,1668,4400,3114,2918,"Monocytes"
"740",2147,1072,6967,1648,5490,1459,5862,6295,1872,1368,"CD8+CD4-"
"747",1567,3326,6428,2205,5142,1982,5208,6204,1958,1134,"CD8+CD4-"
"749",1564,4205,2678,4530,4741,4731,2640,4317,3458,2792,"Monocytes"
"750",2301,3837,2549,4544,4464,4297,1744,4232,3692,3064,"Monocytes"
"754",1956,3866,6331,1291,5280,1607,4636,3424,1765,1326,"TCRgd-"
"756",2209,4388,1472,3905,4182,4550,1975,4460,2614,3218,"Monocytes"
"758",1764,2566,6537,2275,5552,2073,5018,5909,2028,1291,"CD8+CD4-"
"761",2416,4831,2188,1245,5310,5095,2184,5272,2358,1453,"CD56dim"
"762",2900,2382,6702,1526,5329,1833,5653,6208,1262,1054,"CD8+CD4-"
"763",1899,4473,1650,3290,4545,4310,2046,4330,2416,2740,"Monocytes"
"766",5956,3031,2928,5428,4926,6047,2313,3169,1854,767,"Mature SIg Kappa"
"772",1825,4507,2629,4189,4799,4879,2489,4725,3429,3284,"Monocytes"
"780",1614,4786,2701,4072,4784,5015,2291,4881,3086,2563,"Monocytes"
"784",2713,4531,7218,5810,5520,2213,5794,3066,1384,1207,"CD4+CD8-"
"785",3485,3945,7086,5726,5350,1338,6202,2876,1730,1098,"CD4+CD8-"
"786",1753,2880,6776,866,5462,2499,5047,6259,1780,1221,"CD8+CD4-"
"788",3322,3672,7171,2047,5498,945,5997,6303,1587,1123,"CD8+CD4-"
"789",2200,2405,6952,2046,5542,2274,5305,6128,1717,1180,"CD8+CD4-"
"792",1771,3733,1833,4937,5433,5002,2678,4724,3405,3259,"Monocytes"
"793",2428,5148,2149,1862,5365,4767,2132,3823,1863,1474,"CD56dim"
"795",6376,2020,1351,6210,5332,6497,2319,3342,1778,1048,"Mature SIg Kappa"
"799",1971,3546,1633,4688,4296,4439,2066,4373,2433,2505,"Monocytes"
"805",1640,3420,6973,5756,5268,1896,5410,2578,1495,1277,"CD4+CD8-"
"807",1627,4068,7338,5797,5464,1256,6150,2051,1524,1087,"CD4+CD8-"
"811",2331,4597,1769,4350,4654,4601,2649,4362,3177,2530,"Monocytes"
"812",1751,1973,7117,6012,5653,1483,5231,2588,1765,1180,"CD4+CD8-"
"815",2229,4019,6928,5828,5335,1233,6158,1752,2094,948,"CD4+CD8-"
"818",1034,2069,6647,5875,5454,1480,5974,1811,2007,1180,"CD4+CD8-"
"820",2399,4858,1462,2285,5277,5191,2657,2768,1980,1731,"CD56dim"
"828",1967,4401,1605,4179,4648,4994,2626,4823,2424,3158,"Monocytes"
"836",1539,4056,3008,4312,4534,4108,2671,4051,2476,3422,"Monocytes"
"838",2703,2771,6571,5834,5431,1349,5845,2406,1748,1161,"CD4+CD8-"
"852",2927,3407,6975,5892,5343,896,5821,2784,1880,1245,"CD4+CD8-"
"866",1679,2113,1810,1660,5288,4886,2319,3283,2036,1445,"CD56dim"
"867",1290,3657,6533,5750,5426,1017,6365,1420,1823,1285,"CD4+CD8-"
"878",2302,3948,7196,5703,5381,1819,5623,2163,1688,889,"CD4+CD8-"
"882",1685,3375,6882,5779,5532,1790,6242,2475,1383,1242,"CD4+CD8-"
"889",1788,2092,6740,2226,5580,1254,4639,5644,1782,990,"CD8+CD4-"
"891",2063,1962,2033,1402,5523,5228,3141,3358,2160,1570,"CD56dim"
"893",1975,5260,1183,1165,5343,4938,1421,3627,2054,1521,"CD56dim"
"900",1917,3995,1516,4552,4506,4554,1496,4388,2955,2682,"Monocytes"
"904",1915,4082,2025,5081,5261,2567,2288,3460,3421,2581,"Monocytes"
"907",1701,3909,6785,2483,5598,1080,5823,6448,1852,1288,"CD8+CD4-"
"919",2097,4598,1560,4487,4910,5145,2368,4974,3925,3401,"Monocytes"
"920",2196,3843,1798,4418,4961,4804,1863,4591,3220,2597,"Monocytes"
"923",1956,2516,6559,1607,5526,2029,4789,6215,2127,1554,"CD8+CD4-"
"926",2462,3182,6794,3105,5619,1617,4746,2782,2308,1283,"TCRgd-"
"927",2157,5685,2156,1981,5445,5693,2023,3939,2405,1906,"CD56dim"
"930",2067,5043,3253,1722,5492,4202,2057,4256,2170,1683,"CD56dim"
"943",2347,1605,6663,5477,5210,2133,5739,3082,1243,878,"CD4+CD8-"
"947",2314,3397,6436,5985,5548,1566,5246,2975,1830,1259,"CD4+CD8-"
"950",1989,2222,7055,5762,5471,2346,5612,2087,1613,990,"CD4+CD8-"
"954",979,3200,7166,5833,5407,1799,5787,2016,1754,1360,"CD4+CD8-"
"955",2322,2557,2071,1752,5535,4941,1394,3344,1932,1573,"CD56dim"
"960",2265,4388,2172,4543,4730,4842,1932,4572,3373,3311,"Monocytes"
"963",2185,2188,6718,5913,5544,1128,5482,2744,1975,1429,"CD4+CD8-"
"972",2475,4243,6973,5899,5531,1413,6138,2638,1754,1037,"CD4+CD8-"
"974",3643,2542,4027,4568,5322,3626,3993,4429,3851,7237,"Eosinophils"
"979",5842,4151,2885,6544,5432,7009,3862,3020,1714,903,"Mature SIg Kappa"
"981",2019,3426,2230,4637,5106,4045,2528,3863,3252,2758,"Monocytes"
"982",2071,4283,1644,4007,4748,3627,2821,3766,2964,3351,"Monocytes"
"985",2765,5488,7048,5495,5241,1553,5864,2540,1660,1098,"CD4+CD8-"
"991",2646,2350,6842,5501,5307,2614,5050,1958,1075,611,"CD4+CD8-"
"997",2135,2416,6621,5435,5189,1076,5229,2476,1680,954,"CD4+CD8-"
"999",1899,2873,2060,4610,5548,4299,2654,4422,4136,2893,"Monocytes"
"1010",2713,3182,3834,4455,5511,3824,3841,4371,3739,7085,"Eosinophils"
"1011",5906,2940,1742,5683,5202,6639,2571,2827,1601,937,"Mature SIg Kappa"
"1013",6003,4147,2012,6443,5273,2624,2694,5638,1422,1021,"Mature SIg Lambda"
"1019",2414,2037,6466,2252,5548,1130,5056,6149,2038,1103,"CD8+CD4-"
"1022",2548,1526,7027,1590,5437,1363,5189,6050,1839,959,"CD8+CD4-"
"1023",6061,2651,2000,6245,5327,6414,1645,3446,1192,844,"Mature SIg Kappa"
"1029",3590,2307,6960,5650,5324,1446,5767,2846,1883,1095,"CD4+CD8-"
"1038",2315,3168,6847,3157,5620,2497,4955,6428,1897,1256,"CD8+CD4-"
"1039",2281,4481,6585,1034,5705,1544,4642,5454,1998,1484,"TCRgd-"
"1043",1405,3846,6806,2423,5368,1967,6049,5763,1646,1079,"CD8+CD4-"
"1051",1680,2804,6845,1344,5431,1047,5770,6251,1764,982,"CD8+CD4-"
"1054",2131,2756,6927,2767,5512,713,6064,6379,2081,1389,"CD8+CD4-"
"1057",2190,3027,3738,4379,5337,3724,3934,4071,4011,7990,"Eosinophils"
"1062",1775,929,6465,1190,5254,1715,4244,4201,1913,1081,"TCRgd-"
"1063",1926,5690,2636,2290,5266,5360,2258,3812,2131,1950,"CD56dim"
"1064",2053,4205,6973,5872,5424,1977,5705,2579,1423,1103,"CD4+CD8-"
"1067",2288,5686,2212,2050,5441,4620,1620,3419,2126,1307,"CD56dim"
"1068",5646,4641,2016,6369,5354,1891,3175,5568,1640,973,"Mature SIg Lambda"
"1074",2619,1653,6844,5863,5431,1491,5968,2807,1949,1232,"CD4+CD8-"
"1075",2259,2715,6700,5626,5419,1883,6107,1774,1948,1153,"CD4+CD8-"
"1076",1589,1365,6779,5895,5571,2133,5525,2725,1961,1384,"CD4+CD8-"
"1079",1964,2804,2715,4597,5546,3417,2488,3785,3395,2792,"Monocytes"
"1081",6008,3035,1237,6212,5384,3550,1821,6549,1769,1400,"Mature SIg Lambda"
"1085",2064,4590,1424,3983,4777,4802,1957,4555,2979,2743,"Monocytes"
"1092",1953,3383,3350,4494,5244,3592,3982,4614,4788,6615,"Eosinophils"
"1094",5537,4494,2115,6922,5396,6512,1288,3363,2125,1007,"Mature SIg Kappa"
"1105",2197,3752,2960,3245,3951,1896,2172,3729,3365,3086,"Monocytes"
"1107",2147,4567,1941,4539,4878,5239,2312,4890,3550,3182,"Monocytes"
"1108",2561,3168,7139,3769,5522,2592,5539,6171,1962,1355,"CD8+CD4-"
"1113",1893,3848,2840,4745,4793,4433,2213,4335,2480,3664,"Monocytes"
"1120",5793,3513,1034,6453,5393,6857,3665,2738,1794,1015,"Mature SIg Kappa"
"1124",1920,4368,918,4077,4448,4796,1952,4671,2840,2937,"Monocytes"
"1126",1887,3021,6694,1514,5487,1508,5490,6228,1887,1368,"CD8+CD4-"
"1133",2151,4464,2231,4504,4537,4202,2396,4140,3563,3108,"Monocytes"
"1134",2165,4266,2292,2564,5391,5031,1624,4029,2274,1736,"CD56dim"
"1154",1777,2107,6862,2100,5585,2499,4956,5976,2005,1253,"CD8+CD4-"
"1161",1986,4128,1641,4484,5034,3358,2301,3490,3975,2822,"Monocytes"
"1172",1793,2903,2408,4360,4651,4504,2516,4232,3023,2651,"Monocytes"
"1173",2183,3038,1651,1569,5055,4249,2195,3371,1712,1131,"CD56dim"
"1178",2550,1538,6259,1337,5548,1442,5300,6235,2440,1447,"CD8+CD4-"
"1184",1857,2719,7158,5929,5506,2130,4969,2811,2143,1336,"CD4+CD8-"
"1190",2598,1872,6173,3808,5246,1590,5011,5481,1960,1259,"TCRgd-"
"1197",5716,3849,3133,6498,5030,6745,4068,3378,1523,1389,"Mature SIg Kappa"
"1199",1706,3027,6743,917,5480,1599,4723,6297,2064,1253,"CD8+CD4-"
"1207",2259,3712,1934,3935,4697,4407,2270,4318,3127,2385,"Monocytes"
"1213",2333,1750,6493,1682,5362,358,5392,6059,2115,1245,"CD8+CD4-"
"1223",6041,3735,1846,6385,5340,2306,2859,6341,1854,1015,"Mature SIg Lambda"
"1227",2294,4471,2291,4408,5137,3926,2501,4032,3726,2601,"Monocytes"
"1233",2136,1083,7050,1124,5353,946,5807,6249,1706,1150,"CD8+CD4-"
"1241",2632,2668,3832,4282,5381,3477,3892,4190,4879,7755,"Eosinophils"
"1242",6063,2161,3135,6430,4861,1864,2040,5650,1664,1150,"Mature SIg Lambda"
"1244",6002,3902,2185,6334,5216,6489,854,2649,1696,931,"Mature SIg Kappa"
"1246",2659,3158,6635,2029,5435,1456,5359,6165,2025,1242,"CD8+CD4-"
"1253",3631,3215,3337,4627,5395,3622,3747,4584,4070,6648,"Eosinophils"
"1258",1877,3820,1978,1903,5446,5048,2377,4280,2181,1637,"CD56dim"
"1261",3604,4058,4503,4781,5408,3944,3999,4835,4366,7318,"Eosinophils"
"1265",2407,3556,7014,3398,5443,2163,5199,5319,1995,1424,"TCRgd-"
"1277",1806,2945,6994,5915,5449,2192,6239,2308,1767,1253,"CD4+CD8-"
"1281",2941,4086,6955,5831,5395,1726,5561,1881,1605,1009,"CD4+CD8-"
"1283",2240,4263,1517,3365,4789,4548,2148,4423,3591,2916,"Monocytes"
"1284",1728,3530,2347,416,5643,5260,2607,5679,2371,1856,"CD56dim"
"1285",1372,3479,7023,5880,5416,1378,6000,2304,1629,914,"CD4+CD8-"
"1289",5607,2824,1619,5925,5113,6211,2966,2626,1593,846,"Mature SIg Kappa"
"1293",1935,4050,1779,4337,4607,4181,2889,4093,3386,2577,"Monocytes"
"1296",2344,5543,1743,1270,5386,5199,1872,3660,2111,1437,"CD56dim"
"1302",2162,2149,7063,5862,5316,1179,5531,2461,1784,1180,"CD4+CD8-"
"1314",3031,3057,3347,4464,5256,3739,4018,4019,5096,8191,"Eosinophils"
"1319",1933,3096,6782,5807,5329,1679,4818,2381,1914,1218,"CD4+CD8-"
"1322",2367,2238,7015,4023,5587,1257,5201,6527,1980,1497,"CD8+CD4-"
"1324",1902,2744,6729,1981,5583,1283,4691,6237,2021,1288,"CD8+CD4-"
"1336",2029,2806,6674,2892,5636,2092,5353,6507,2004,1226,"CD8+CD4-"
"1337",2264,5398,2844,2085,5441,5460,2515,4640,2380,1754,"CD56dim"
"1342",1669,4847,1703,1893,5592,5264,2336,3603,1990,1603,"CD56dim"
"1346",2052,2538,6858,5701,5464,2222,5912,2331,1867,1054,"CD4+CD8-"
"1349",6228,3158,1095,6304,5304,5920,2271,2873,1796,987,"Mature SIg Kappa"
"1352",3800,3095,4309,4674,5261,3670,3669,4459,4274,6936,"Eosinophils"
"1361",2314,2057,6801,1992,5368,1711,5197,5904,2136,1283,"CD8+CD4-"
"1365",2387,2881,6859,1530,5285,1701,5591,6234,1795,897,"CD8+CD4-"
"1367",2248,4722,1566,1873,5578,5181,3134,3533,2326,1683,"CD56dim"
