"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"83",6051,2627,1549,6291,5343,1434,1466,6208,2149,1049,"Mature SIg Lambda"
"84",1600,1654,6736,5914,5440,1187,5465,2944,2089,1246,"CD4+CD8-"
"88",886,1970,6887,5942,5528,2029,6244,2564,2263,1213,"CD4+CD8-"
"96",1696,4735,1797,2830,5152,5268,2523,5426,3950,3528,"Monocytes"
"97",3115,3385,6935,6048,5757,1745,6141,1721,2443,1167,"CD4+CD8-"
"101",2104,1471,7128,5472,5268,777,5776,2769,1825,938,"CD4+CD8-"
"107",2240,4879,1984,4210,5149,4985,1957,5117,4063,3046,"Monocytes"
"108",1834,2509,3339,3832,5078,2716,2962,4154,4038,6039,"Eosinophils"
"110",2050,4163,2483,4340,4965,4841,2543,4935,4060,2610,"Monocytes"
"112",1664,5004,2157,2306,5518,4973,2114,5194,2724,1350,"CD56dim"
"113",1919,4687,1682,1633,5415,4830,2210,3227,2537,1422,"CD56dim"
"114",2208,5649,2874,2524,5103,4787,1709,3622,2259,1453,"CD56dim"
"115",1249,3418,7163,5701,5299,1914,5886,1831,1742,727,"CD4+CD8-"
"118",774,1707,7193,5740,5461,1558,6036,2150,2001,1057,"CD4+CD8-"
"127",1530,1969,6767,1990,5500,1447,5371,6272,2332,1090,"CD8+CD4-"
"137",1531,1952,6658,3235,5552,1170,5881,6278,2455,1140,"CD8+CD4-"
"139",2615,2672,3917,4394,5282,3491,3968,4298,3816,7098,"Eosinophils"
"145",2001,4449,2024,4864,4889,4374,2320,4595,4087,3275,"Monocytes"
"153",1794,1306,6871,5937,5635,1910,5077,2879,2615,1374,"CD4+CD8-"
"155",922,3011,6472,5737,5356,1485,6027,2638,2043,1055,"CD4+CD8-"
"156",2263,2975,7186,5634,5249,928,5459,2707,1804,912,"CD4+CD8-"
"159",1517,2313,6600,5576,5168,2050,6237,1765,2171,1071,"CD4+CD8-"
"163",1225,4702,6523,5597,5364,2034,5911,2026,2071,1079,"CD4+CD8-"
"169",2148,2267,7010,5990,5403,1130,5878,3105,2280,1356,"CD4+CD8-"
"170",1046,3351,6618,5448,5178,2169,6292,2262,2332,1164,"CD4+CD8-"
"179",2643,3236,4128,4170,5255,3060,3348,4283,3154,6528,"Eosinophils"
"190",2587,3535,3359,4067,5199,3222,3429,4327,4161,6680,"Eosinophils"
"197",2313,1973,6883,5745,5311,1712,5110,2808,2006,907,"CD4+CD8-"
"200",2375,2968,3781,4111,5220,3322,3543,4455,4023,6598,"Eosinophils"
"203",1928,2271,6995,5727,5600,2106,5444,2618,2366,1594,"CD4+CD8-"
"209",2358,1761,6622,5819,5401,1165,5104,2574,2411,1321,"CD4+CD8-"
"210",2552,5049,2664,1875,5536,4762,2327,2612,2583,1586,"CD56dim"
"212",2111,5680,2214,2160,5541,5468,2612,4951,2677,1635,"CD56dim"
"217",2427,3847,7117,1832,5653,1635,5393,6320,2404,1440,"CD8+CD4-"
"227",2650,2990,6889,2278,5729,454,5358,6343,2666,1427,"CD8+CD4-"
"241",1985,4573,1799,4908,5287,4270,1860,4585,3946,3135,"Monocytes"
"252",1847,3114,7159,5990,5527,1720,6057,2349,2325,1005,"CD4+CD8-"
"268",6304,3664,1817,6459,5227,496,5011,6386,2135,946,"Mature SIg Lambda"
"270",2373,3262,3784,4180,5230,3205,3840,4208,3664,6488,"Eosinophils"
"275",3499,3188,6754,1232,5487,1239,4818,6110,2570,1005,"CD8+CD4-"
"278",2688,3689,7107,5634,5225,1977,5838,2135,1830,884,"CD4+CD8-"
"282",2300,4706,1778,3570,4885,4677,2614,4821,4726,2124,"Monocytes"
"287",1083,2684,6264,1345,5260,1986,5290,5368,1840,816,"TCRgd-"
"298",1211,3618,6840,5645,5162,1535,5529,2088,2104,1137,"CD4+CD8-"
"299",6400,3669,2948,6257,5309,6478,4006,2875,2176,830,"Mature SIg Kappa"
"300",1444,1032,7016,5781,5464,1990,5128,2315,2500,1148,"CD4+CD8-"
"303",868,1192,6970,5988,5648,2369,6358,2428,2868,1521,"CD4+CD8-"
"306",1843,4772,2514,4204,5146,5012,2235,4975,2755,3044,"Monocytes"
"311",2284,4342,2697,4619,5440,4737,1514,4990,3888,3292,"Monocytes"
"312",3081,2385,6885,1849,5284,1841,5469,6224,1874,982,"CD8+CD4-"
"313",1498,2364,7302,5570,5289,1813,5798,2345,1723,867,"CD4+CD8-"
"314",2420,2645,7247,5566,5057,2202,5627,2971,2151,1077,"CD4+CD8-"
"321",1881,5196,3066,1698,5126,4778,2302,4289,2143,1461,"CD56dim"
"322",2224,2169,3442,4051,5131,3323,3521,3839,3485,6323,"Eosinophils"
"341",2166,2456,7193,5706,5315,1873,5675,2666,1941,788,"CD4+CD8-"
"345",1908,4017,2163,2193,4742,4491,2467,4592,3323,2443,"Monocytes"
"348",1717,2014,6809,2198,5329,2563,5758,6184,2069,1063,"CD8+CD4-"
"351",2353,3054,3586,4131,5357,3437,3534,4199,3925,6674,"Eosinophils"
"362",2286,5495,2523,1832,5457,5411,1104,3003,2787,1612,"CD56dim"
"364",2084,2709,6691,2537,5370,1716,5433,6305,1868,793,"CD8+CD4-"
"377",2161,2668,3488,4115,5109,3150,3396,4126,4402,6015,"Eosinophils"
"383",604,3317,6416,5854,5612,2513,6523,2476,2785,1414,"CD4+CD8-"
"384",1520,2995,6722,5835,5496,1543,5002,2647,2890,1227,"CD4+CD8-"
"385",1006,3903,7031,5774,5309,2185,5835,3021,2114,765,"CD4+CD8-"
"386",2221,3073,6841,2105,5330,1649,5231,6061,1783,802,"CD8+CD4-"
"391",2800,3109,7041,1679,5386,2503,5566,6369,1854,1038,"CD8+CD4-"
"393",3180,1128,7258,5702,5143,1367,5880,2735,1871,915,"CD4+CD8-"
"395",2622,2518,7028,5560,5046,1989,5747,2530,1855,971,"CD4+CD8-"
"396",2928,1547,7133,870,5426,1786,5785,6230,1995,999,"CD8+CD4-"
"397",2192,2601,7016,1796,5472,1617,6186,6191,1918,1192,"CD8+CD4-"
"403",1911,2946,3841,4231,5308,3339,2972,4324,4003,6828,"Eosinophils"
"404",2130,2525,3691,4113,5313,3078,3236,4000,4576,6836,"Eosinophils"
"407",3009,5472,3421,2350,5384,5547,713,5534,2749,1480,"CD56dim"
"411",2148,5490,1945,1927,5595,4114,1296,5064,2740,1589,"CD56dim"
"412",1561,2449,7086,966,5615,4410,5237,5739,2140,1414,"CD8+CD4-"
"414",2485,2574,3620,4228,5110,3398,3490,3897,4385,7436,"Eosinophils"
"415",2177,5583,2124,2034,5633,4085,2756,5279,2355,1744,"CD56dim"
"416",2000,4058,1804,3345,4654,4342,2498,4540,2447,2115,"Monocytes"
"419",1978,3177,3831,3966,5221,3008,3683,3954,4461,6777,"Eosinophils"
"421",1955,2906,3374,4178,5191,3159,3818,4266,3899,6470,"Eosinophils"
"425",6140,4930,1688,6299,5096,1221,2784,6346,2056,813,"Mature SIg Lambda"
"428",1775,2309,3729,4031,5260,3087,4067,4071,4221,6800,"Eosinophils"
"434",2650,1430,7204,1239,5562,2083,5837,6269,2053,1175,"CD8+CD4-"
"442",2396,2634,6209,2157,5415,2361,5384,2161,2239,943,"TCRgd-"
"447",1730,5159,6388,5761,5143,1589,6014,2177,2085,960,"CD4+CD8-"
"459",2187,3222,6972,5575,5249,1835,5835,2219,1976,862,"CD4+CD8-"
"460",1957,3587,2044,4868,5424,4723,2135,4711,4526,3141,"Monocytes"
"479",2665,2333,7188,5595,5296,1918,5836,2365,2001,929,"CD4+CD8-"
"495",1931,4006,7174,5678,5229,1693,5433,1579,1895,870,"CD4+CD8-"
"502",2720,4325,7048,5640,5296,1645,5771,2300,2056,935,"CD4+CD8-"
"503",2344,4036,2292,4367,4907,4384,1973,4510,3500,3203,"Monocytes"
"522",2414,3079,4107,4149,5292,3377,3142,3901,4045,7183,"Eosinophils"
"527",2535,3708,1334,4325,4786,4195,2272,4629,2788,2370,"Monocytes"
"528",1817,4415,7035,5736,5426,1540,6308,2264,2049,1148,"CD4+CD8-"
"531",3772,1889,6820,5797,5359,1208,6388,2652,2392,1090,"CD4+CD8-"
"532",1942,5549,2198,2166,5705,5612,1987,3764,2697,1448,"CD56dim"
"533",6382,3192,1720,6648,5423,6255,3209,3165,2426,1007,"Mature SIg Kappa"
"536",1674,2389,6893,1344,5533,2576,5799,6275,2358,1227,"CD8+CD4-"
"542",1384,2622,6770,5384,5110,1897,5846,2686,1457,573,"CD4+CD8-"
"547",2536,1656,6678,2646,5439,1603,4673,5588,1987,1013,"CD8+CD4-"
"552",1999,2573,3492,3785,5256,2991,3743,4205,4433,6127,"Eosinophils"
"556",1714,4491,1806,4662,5393,4941,2687,5076,3930,2915,"Monocytes"
"568",2292,4793,1716,3931,5154,4513,1801,4775,2996,3439,"Monocytes"
"570",2219,2718,3383,4065,5314,3292,3514,3980,3446,6730,"Eosinophils"
"579",2524,2733,6575,5813,5122,2020,5146,2450,2553,1046,"CD4+CD8-"
"586",3177,1062,6550,2180,5207,2105,5198,5964,1925,681,"CD8+CD4-"
"589",2151,4261,2233,4251,5085,4474,1884,4703,3490,2858,"Monocytes"
"592",1948,2831,3444,4050,5374,3163,3595,4095,4216,6731,"Eosinophils"
"602",2083,3129,2768,3861,5361,3092,3549,3854,3694,6724,"Eosinophils"
"607",2806,5280,7500,5890,5372,1407,5868,2241,1771,938,"CD4+CD8-"
"609",2102,2525,3765,4253,5360,2990,3562,4072,3511,6541,"Eosinophils"
"615",2243,2450,6654,5858,5375,2388,5887,2419,2261,1107,"CD4+CD8-"
"616",1968,4036,7387,5648,5424,1972,5728,2209,1872,825,"CD4+CD8-"
"624",1651,4431,2564,2764,5371,5303,2447,4243,2645,1550,"CD56dim"
"625",1359,1957,7048,5604,5356,1489,6194,2175,1872,957,"CD4+CD8-"
"626",3425,3472,3558,4439,5457,3472,3652,4621,4009,7064,"Eosinophils"
"628",1565,2455,6674,5780,5333,2117,6404,1796,2569,1129,"CD4+CD8-"
"634",1814,2258,6973,5687,5192,1839,4933,2792,1915,943,"CD4+CD8-"
"641",2423,4741,2031,4229,5337,4753,1846,4904,3532,3358,"Monocytes"
"644",2873,3733,3333,4131,5201,3560,3696,4290,4629,6899,"Eosinophils"
"645",1214,2503,7048,5833,5328,2515,5838,2086,2194,1112,"CD4+CD8-"
"648",2613,1971,3616,4241,5115,3429,3579,3958,4035,6906,"Eosinophils"
"656",6396,3735,2406,6401,5336,6833,4249,3295,2246,862,"Mature SIg Kappa"
"658",3456,1057,6540,5847,5457,1325,6409,2316,2706,1305,"CD4+CD8-"
"667",6352,5079,2742,6356,5483,2196,1814,6681,2698,1305,"Mature SIg Lambda"
"668",2144,2296,4027,4114,5289,3129,3561,3867,3312,6637,"Eosinophils"
"669",2075,3626,1102,2157,5597,5483,3225,3596,2869,1612,"CD56dim"
"670",1729,1569,6753,5627,5454,1353,6171,2112,2141,1110,"CD4+CD8-"
"675",3655,3559,3959,4442,5438,3645,3484,4398,3758,7476,"Eosinophils"
"682",2254,2473,7282,5787,5406,1718,5524,2805,2108,1110,"CD4+CD8-"
"686",2151,4625,1646,3583,4780,4314,2062,4587,3128,2820,"Monocytes"
"694",2291,2789,6855,5795,5535,1932,6333,2729,2388,1164,"CD4+CD8-"
"716",3045,1571,7053,5355,5103,1624,5211,2750,1736,887,"CD4+CD8-"
"717",1778,2167,7116,5852,5437,2175,5417,2497,2595,1366,"CD4+CD8-"
"721",1723,5405,1391,1908,5347,5229,2744,3927,2576,1620,"CD56dim"
"724",2383,4432,1822,4131,5115,4931,1753,5111,3745,3401,"Monocytes"
"726",2259,2696,6686,1638,5547,1966,5205,6373,2478,1173,"CD8+CD4-"
"727",2545,4433,4004,4407,5186,3405,3557,4774,3039,6915,"Eosinophils"
"730",6297,3247,1641,6202,5076,2173,2393,5356,1854,980,"Mature SIg Lambda"
"732",1094,1639,7056,2091,5399,2137,5751,6416,1994,971,"CD8+CD4-"
"734",1649,4310,2612,4123,5031,4510,2746,4736,3842,2814,"Monocytes"
"747",1459,3045,6753,2255,5525,1526,5721,6392,2110,1208,"CD8+CD4-"
"749",2336,2925,7023,1299,5319,1818,5557,6243,1947,1151,"CD8+CD4-"
"757",1557,2155,7034,5836,5461,1978,5649,2288,2084,1057,"CD4+CD8-"
"759",1125,3069,7004,4121,5442,554,5531,6303,1706,779,"CD8+CD4-"
"763",1393,2405,7232,5821,5478,1437,5967,2338,2401,1121,"CD4+CD8-"
"766",2220,1297,6922,2163,5478,1568,5749,6320,2133,1267,"CD8+CD4-"
"768",1861,3904,6542,2451,5413,988,5005,6371,2726,1393,"CD8+CD4-"
"774",2160,3295,7023,5848,5259,1472,6285,2719,2152,1232,"CD4+CD8-"
"776",2438,1342,6597,2367,5579,816,5006,6328,2270,1324,"CD8+CD4-"
"778",2156,3775,2296,3642,4450,4498,2608,4671,3541,3413,"Monocytes"
"779",2762,2185,7124,2078,5566,5340,4665,5953,2462,1480,"CD8+CD4-"
"788",1750,1832,7246,5550,5229,1851,5606,2028,2219,1074,"CD4+CD8-"
"789",1818,2659,6832,5517,5328,3263,5398,2065,2481,1148,"CD4+CD8-"
"790",2216,2358,6947,1772,5683,2579,5110,6153,2512,1493,"CD8+CD4-"
"797",1726,3476,6814,5521,5312,1498,5836,1947,1995,966,"CD4+CD8-"
"809",2701,3746,3811,4172,5365,3232,3213,4558,3947,6665,"Eosinophils"
"814",1980,856,6742,5980,5440,1223,5140,2082,2780,1249,"CD4+CD8-"
"816",2675,3930,7191,5698,5366,1713,6215,2854,2361,1101,"CD4+CD8-"
"823",1804,1461,6630,1650,5315,1697,4757,5239,2254,924,"TCRgd-"
"825",1954,2555,4061,4208,5314,3318,4170,4230,3499,6741,"Eosinophils"
"835",2727,2868,3138,4227,5392,3389,3536,4137,4371,6725,"Eosinophils"
"837",2795,2506,3654,4069,5169,3331,3511,4200,4141,6431,"Eosinophils"
"839",2173,2577,6882,5681,5503,4118,5168,2285,2596,1213,"CD4+CD8-"
"846",6117,1937,1213,6388,5199,5419,2518,2662,2101,960,"Mature SIg Kappa"
"859",1835,4025,7506,5921,5435,1949,6192,1892,2374,1041,"CD4+CD8-"
"860",1433,2017,6925,5582,5281,1747,5987,2383,1766,853,"CD4+CD8-"
"862",2788,4300,7079,5527,5226,2086,5134,2025,1609,684,"CD4+CD8-"
"863",6155,2119,1569,6041,4841,6165,762,3205,1821,1002,"Mature SIg Kappa"
"867",2431,2143,6942,3878,5585,959,4970,6345,2507,1235,"CD8+CD4-"
"871",1997,4147,982,4341,5229,4507,2479,4723,3452,2560,"Monocytes"
"875",2606,5333,1836,3052,5267,5181,2169,3196,2459,1230,"CD56dim"
"887",1883,4749,2036,4210,5366,5117,2866,5181,3324,3169,"Monocytes"
"888",2265,3424,6986,1331,5287,1468,5452,6067,1595,681,"CD8+CD4-"
"901",3015,3353,6923,5592,5223,2124,5408,1713,1942,890,"CD4+CD8-"
"902",2925,1658,7358,5724,5274,1961,5892,2733,2168,1085,"CD4+CD8-"
"909",1931,3408,6881,5495,5537,2989,5355,2996,2745,1581,"CD4+CD8-"
"910",2323,2170,6757,301,5586,1785,4910,6168,2398,1032,"CD8+CD4-"
"913",2386,2692,2672,4564,5179,3148,3132,4213,4323,6052,"Eosinophils"
"915",2086,4375,2383,2754,5434,5372,1313,5627,2769,1597,"CD56dim"
"918",2000,2592,4060,4280,5442,3512,3769,4189,3418,7380,"Eosinophils"
"919",2042,1901,6967,2026,5316,2382,5705,5500,2108,1129,"TCRgd-"
"920",2022,3031,6621,5863,5383,1080,6567,2972,2030,884,"CD4+CD8-"
"923",2399,5010,1775,4254,5157,4767,2900,5136,2926,3290,"Monocytes"
"928",2318,4527,2335,3883,5121,4774,2251,4902,3445,3612,"Monocytes"
"929",6061,3326,1701,5984,5184,6036,3453,2752,1725,594,"Mature SIg Kappa"
"930",1096,1503,6849,5904,5608,1762,5919,2439,1656,1308,"CD4+CD8-"
"933",2522,1422,6817,5770,5254,1634,6101,2162,2240,1112,"CD4+CD8-"
"937",1959,5179,2356,3974,5296,4846,2786,5286,4637,2717,"Monocytes"
"938",2300,1176,6916,2180,5428,1642,5441,6218,2053,1071,"CD8+CD4-"
"941",1983,1983,6753,4437,5606,1735,5422,5692,2365,1213,"CD8+CD4-"
"943",1866,4193,1686,4219,5061,4662,2466,4889,3862,3159,"Monocytes"
"946",2621,2824,3826,4331,5222,3497,3850,4284,4272,6861,"Eosinophils"
"948",1475,2277,7103,5759,5493,1437,5431,2064,1972,1032,"CD4+CD8-"
"950",2791,2807,6808,1712,5397,1410,6012,6157,2057,980,"CD8+CD4-"
"954",2321,5685,6218,4668,5128,2222,5671,4106,1992,935,"TCRgd-"
"956",980,3787,7105,5737,5349,1726,5853,2005,1815,1077,"CD4+CD8-"
"957",2043,4775,1699,4402,5304,4768,2962,4970,4363,2758,"Monocytes"
"961",2065,4660,2853,4652,5026,4955,2040,5169,4031,3259,"Monocytes"
"973",2153,3367,3109,4054,5214,3181,3240,3853,3861,6573,"Eosinophils"
"977",2442,1137,6985,5894,5436,2283,4961,786,2416,1203,"CD4+CD8-"
"987",6064,4016,1438,6295,5285,2602,2306,6606,1991,963,"Mature SIg Lambda"
"993",2383,4466,6572,5575,5456,1742,5083,2011,2563,1240,"CD4+CD8-"
"999",6254,3528,1760,6150,5220,2864,1807,5366,1985,870,"Mature SIg Lambda"
"1000",2240,2573,6744,5741,5338,2205,6048,2934,1950,890,"CD4+CD8-"
"1008",2057,3000,6905,2439,5279,1253,5823,6168,2000,1140,"CD8+CD4-"
"1009",1882,3051,3918,3977,5218,2981,3330,4097,4133,6526,"Eosinophils"
"1022",1245,4287,6871,5665,5181,1623,5826,2582,1891,782,"CD4+CD8-"
"1023",1836,2397,7011,5630,5202,1839,5083,1694,2328,1021,"CD4+CD8-"
"1027",2925,3388,7027,2010,5401,1646,5607,5735,2159,1194,"CD8+CD4-"
"1031",2173,6271,1264,2293,5426,4806,1723,5527,3073,1578,"CD56dim"
"1032",1957,3280,1158,1294,5615,5289,2379,5002,2961,1717,"CD56dim"
"1033",2099,1256,6807,5536,5449,3528,5454,2746,2355,1318,"CD4+CD8-"
"1035",6074,1711,1846,6766,5369,6752,3954,2574,2337,1044,"Mature SIg Kappa"
"1038",2697,5680,6873,5441,5151,1117,6129,1722,1862,847,"CD4+CD8-"
"1040",1804,1806,6657,5479,5064,1858,5599,1703,1728,623,"CD4+CD8-"
"1041",2624,3900,7218,5710,5310,1472,5873,2603,1915,1068,"CD4+CD8-"
"1044",2614,2020,7056,5620,5594,1786,5673,2905,2189,1227,"CD4+CD8-"
"1045",2429,5147,1434,2518,5303,5358,1509,4962,2543,1467,"CD56dim"
"1047",548,2915,6690,5812,5262,1852,6443,2217,2427,1021,"CD4+CD8-"
"1055",1846,4303,6884,5739,5404,1708,5821,2110,2110,1077,"CD4+CD8-"
"1057",2049,1996,6124,2567,5565,2040,4743,6470,2637,1395,"CD8+CD4-"
"1062",1520,3588,6845,5522,5162,1045,5152,2825,1544,687,"CD4+CD8-"
"1064",6481,3652,2511,6397,5271,6096,3057,641,2118,1079,"Mature SIg Kappa"
"1070",2108,3491,3837,4175,5145,3437,3309,3999,3723,7043,"Eosinophils"
"1071",2692,3027,3442,4273,5296,3287,3506,4190,4079,6861,"Eosinophils"
"1077",2072,2526,6909,5688,5376,1314,6156,2648,2027,1115,"CD4+CD8-"
"1079",5666,4553,1320,6386,5048,6207,2052,2944,2322,1310,"Mature SIg Kappa"
"1080",2707,1861,6965,5706,5394,2017,4837,2892,2295,957,"CD4+CD8-"
"1082",1797,3537,3638,4115,5355,3420,3692,4044,4640,7342,"Eosinophils"
"1085",2182,4907,2015,4276,5492,5015,1536,5055,3626,3465,"Monocytes"
"1086",1818,4858,2154,4053,4887,4685,3078,5038,4091,3612,"Monocytes"
"1087",1512,3295,7148,5821,5394,992,5686,2292,2289,1275,"CD4+CD8-"
"1088",2495,3064,3568,4088,5142,3010,3272,3998,4417,6735,"Eosinophils"
"1089",2868,3878,7017,5645,5280,1151,5537,2317,1901,1032,"CD4+CD8-"
"1091",1486,925,7216,5746,5198,2056,5733,2724,2014,952,"CD4+CD8-"
"1092",6099,3496,3245,6352,5223,5947,2508,2838,2002,907,"Mature SIg Kappa"
"1093",2431,1681,6883,5857,5328,1505,5841,2308,2395,1093,"CD4+CD8-"
"1094",3150,1327,7306,5728,5242,1762,5893,1928,1884,870,"CD4+CD8-"
"1096",1781,5055,7077,5709,5140,1850,6167,2476,2246,1046,"CD4+CD8-"
"1097",922,1647,7156,5866,5225,1328,5976,2106,1883,994,"CD4+CD8-"
"1098",2096,1144,6879,5566,5371,1271,5485,3031,2517,1448,"CD4+CD8-"
"1099",1889,5311,6969,5641,5202,1716,5768,2786,2221,996,"CD4+CD8-"
"1105",1488,799,7053,1011,5530,1065,5878,6350,2024,1132,"CD8+CD4-"
"1119",2580,2419,7169,2294,5375,1896,4814,1940,2196,1129,"TCRgd-"
"1121",2311,4712,1810,3421,5109,4938,1978,4994,3790,3281,"Monocytes"
"1122",2273,3995,2282,4002,5312,4499,2444,4744,3100,3057,"Monocytes"
"1131",1682,5956,2857,1784,5228,4956,3028,3189,2815,1482,"CD56dim"
"1135",2589,2196,3980,4334,5335,3397,3735,4217,4382,6874,"Eosinophils"
"1138",2393,5817,1063,1868,5283,5003,2455,4520,2384,1369,"CD56dim"
"1140",2145,5804,2429,2617,5570,5520,1264,3933,2968,1653,"CD56dim"
"1143",2870,3228,7144,5848,5332,2162,5245,2320,1694,796,"CD4+CD8-"
"1148",2329,4647,2508,3647,5177,4824,1769,4935,3415,2822,"Monocytes"
"1155",2128,4659,2265,4940,5129,5087,2759,5170,3544,2875,"Monocytes"
"1158",6024,3253,1721,5954,5010,4660,1597,2685,1945,562,"Mature SIg Kappa"
"1164",1821,3244,6777,5618,5234,1021,5884,2465,1871,968,"CD4+CD8-"
"1165",1746,1928,6852,5590,5144,2333,5094,1140,2360,1068,"CD4+CD8-"
"1167",2622,5457,1740,1644,5388,5360,2204,5447,2414,1281,"CD56dim"
"1171",2094,1665,6985,5834,5489,1612,5154,1429,2216,1178,"CD4+CD8-"
"1174",1961,5144,1866,4355,5314,5204,2589,5309,3776,3738,"Monocytes"
"1177",1938,2113,6901,1854,5755,5292,3821,6603,2685,1627,"CD8+CD4-"
"1182",6239,2662,1690,6007,5001,6243,1252,2966,2041,839,"Mature SIg Kappa"
"1184",2706,2730,3759,4096,5250,3267,3480,4370,3867,6648,"Eosinophils"
"1192",1662,3771,7005,5702,5149,1407,5754,2450,1887,813,"CD4+CD8-"
"1194",2233,2694,6403,5931,5467,2146,4872,2410,2599,1192,"CD4+CD8-"
"1196",1213,1286,6897,5841,5514,1460,6248,2784,2374,1213,"CD4+CD8-"
"1200",1442,2487,6734,1786,5672,897,5493,6215,2301,1115,"CD8+CD4-"
"1202",1759,1279,6730,5640,5314,4577,5318,2490,2703,1192,"CD4+CD8-"
"1203",2195,2610,3388,4131,5186,2423,3233,4260,4897,6443,"Eosinophils"
"1204",1206,3755,7056,5730,5235,2336,5898,1100,2022,982,"CD4+CD8-"
"1206",3777,3082,3883,4591,5296,3569,3520,4620,3800,6990,"Eosinophils"
"1208",2326,4581,2914,3191,4627,4745,2250,4876,3659,3224,"Monocytes"
"1211",2637,734,6270,5519,5377,1774,6490,2088,2120,960,"CD4+CD8-"
"1216",1822,3375,6589,2492,5583,660,3759,5918,2538,1506,"CD8+CD4-"
"1221",3639,1762,6994,3226,5572,4989,5253,6271,2404,1175,"CD8+CD4-"
"1222",2305,4599,7227,5634,5162,1970,5492,1971,1875,733,"CD4+CD8-"
"1226",1356,3827,7087,1869,5515,2081,5945,6324,2228,1251,"CD8+CD4-"
"1227",2433,3134,3404,4204,5255,3096,3275,4262,4380,6245,"Eosinophils"
"1228",1848,1774,6665,1593,5446,1976,4842,6061,2199,873,"CD8+CD4-"
"1231",2137,4986,2219,1709,5688,5818,3054,3489,3040,1737,"CD56dim"
"1232",1999,4441,2120,2814,5176,4597,2294,4711,2638,3443,"Monocytes"
"1234",2227,4477,7154,5617,5144,1318,5325,3033,1685,655,"CD4+CD8-"
"1244",2582,4989,6906,5676,5401,1404,6350,1553,2265,1230,"CD4+CD8-"
"1250",6213,3203,3068,6334,5208,6091,799,3027,1763,884,"Mature SIg Kappa"
"1252",1722,2609,3424,4322,5389,3651,3454,4027,3511,6921,"Eosinophils"
"1253",3016,4614,7100,5729,5266,778,5736,2589,2131,1068,"CD4+CD8-"
"1254",1394,2490,6731,5584,5427,1698,5612,2538,1956,1035,"CD4+CD8-"
"1259",1936,1556,6998,1736,5302,2338,5550,6248,1860,952,"CD8+CD4-"
"1283",609,3694,7057,5625,5333,1219,5670,2230,2012,1068,"CD4+CD8-"
"1292",2382,1532,6880,2347,5540,2332,5745,6305,2086,1143,"CD8+CD4-"
"1296",1443,4765,2597,4485,5187,5122,2119,5327,3869,3283,"Monocytes"
"1301",2018,4717,2675,4248,5018,4874,2414,5114,3604,3628,"Monocytes"
"1304",3258,2441,6814,5921,5423,1090,5864,2495,2578,1474,"CD4+CD8-"
"1308",1946,3236,3849,4153,5316,3038,3234,4023,2999,6801,"Eosinophils"
"1310",2262,4528,6789,5766,5269,2115,5582,853,2021,982,"CD4+CD8-"
"1318",1979,2451,6439,1130,5529,1686,4715,2118,2568,1013,"TCRgd-"
