"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"121",2943,1345,6678,2006,5598,1334,5699,6414,2376,1631,"CD8+CD4-"
"123",1988,3469,7322,5726,5352,2500,6635,129,1799,1186,"CD4+CD8-"
"125",2375,2184,2339,1455,5099,3589,1322,4802,1924,1181,"CD56dim"
"126",6081,4760,1394,6296,5277,5563,3922,3395,1819,858,"Mature SIg Kappa"
"134",2415,3468,6623,1586,5344,1324,5817,6300,1543,915,"CD8+CD4-"
"135",2167,3856,6621,1022,5722,2404,6312,6414,2004,1359,"CD8+CD4-"
"138",2827,4232,6738,1599,5613,3069,5325,6514,2246,1378,"CD8+CD4-"
"140",2484,3691,2954,4269,5193,3336,3402,4515,2569,3670,"Monocytes"
"143",2423,2199,6841,5458,5106,1457,6673,2557,1773,953,"CD4+CD8-"
"146",2217,4910,2375,4314,5284,3951,2757,4868,2825,3294,"Monocytes"
"150",2098,5627,2128,1693,5091,4954,2906,4160,2061,1359,"CD56dim"
"152",3096,3636,3777,4429,5433,3536,3533,4114,5019,7497,"Eosinophils"
"153",2232,3433,6830,110,5670,813,5319,6372,1910,1629,"CD8+CD4-"
"154",2572,4042,7251,5691,5307,1815,6265,2634,1547,984,"CD4+CD8-"
"158",2041,4369,6992,2447,5376,2370,6146,6008,1617,1010,"CD8+CD4-"
"164",3080,4640,2786,4813,5005,4155,1792,4841,2771,2598,"Monocytes"
"165",5778,4151,2471,5617,5070,2293,1801,6158,1404,826,"Mature SIg Lambda"
"180",1930,1588,6516,5347,5188,1939,6297,2873,1890,1184,"CD4+CD8-"
"184",1953,3169,3529,4311,5182,2900,4237,4588,4742,6880,"Eosinophils"
"188",2207,3992,6879,5716,5702,1423,6559,1420,1234,1161,"CD4+CD8-"
"193",1062,4343,7188,5627,5430,2159,5933,1689,1272,944,"CD4+CD8-"
"194",2680,2148,6718,5774,5515,2160,6067,1911,1437,1075,"CD4+CD8-"
"200",1790,3046,6581,1144,5656,1330,6229,6406,2013,1247,"CD8+CD4-"
"201",2380,1542,7032,5231,5193,1555,5921,1560,1802,953,"CD4+CD8-"
"203",2453,3383,6746,2382,5731,2538,6223,6462,2240,1397,"CD8+CD4-"
"207",1975,2707,6966,5699,5412,2157,5980,3373,2077,1684,"CD4+CD8-"
"209",2634,3708,6489,5084,5043,1629,6609,1253,1311,777,"CD4+CD8-"
"215",5438,2981,996,5782,4812,1570,1039,5576,2377,961,"Mature SIg Lambda"
"216",2100,4407,6507,2153,5635,4527,4439,6392,2024,1658,"CD8+CD4-"
"222",2293,3706,6754,2794,5328,1688,1885,2076,1771,1108,"TCRgd-"
"224",2853,4964,7211,5636,5440,2194,6243,2454,1686,1400,"CD4+CD8-"
"226",2444,3794,6588,5241,5045,1261,6043,2569,1506,869,"CD4+CD8-"
"228",2374,4736,2990,3817,5267,3037,1377,4265,2619,2553,"Monocytes"
"233",1679,3531,7018,5721,5395,1655,6099,2696,1573,1209,"CD4+CD8-"
"234",2947,4045,6847,915,5593,484,6431,6515,1710,1283,"CD8+CD4-"
"237",2109,3220,6628,5819,5416,1684,6648,2528,2137,1343,"CD4+CD8-"
"238",2534,5188,2644,3594,5154,4107,2195,5130,3066,2841,"Monocytes"
"246",2228,4184,7118,5732,5334,2040,6175,2227,1384,901,"CD4+CD8-"
"248",3194,2030,6789,895,5349,1920,6619,5897,1966,1324,"CD8+CD4-"
"256",2141,831,6844,1350,5570,920,5346,6455,1997,1305,"CD8+CD4-"
"265",1847,3483,7397,5696,5409,1964,6560,1008,1317,1001,"CD4+CD8-"
"267",2842,3392,6872,5602,5232,1981,6072,353,1438,884,"CD4+CD8-"
"269",5961,1857,3103,6336,5047,4199,3346,1663,2152,1408,"Mature SIg Kappa"
"271",2331,3694,7154,5800,5316,2189,6532,1522,1539,1258,"CD4+CD8-"
"273",1638,3834,7179,5611,5137,1942,5834,2217,1319,797,"CD4+CD8-"
"274",1849,2981,4026,4225,5237,2987,3964,3990,5496,7089,"Eosinophils"
"275",5578,4756,2466,6281,5351,4942,1030,2696,1558,1255,"Mature SIg Kappa"
"278",5918,2963,3296,5599,4929,4546,2122,3045,1056,1024,"Mature SIg Kappa"
"282",2258,3025,6964,950,5769,1518,4718,6623,2812,1448,"CD8+CD4-"
"285",2517,2174,6673,5520,5131,2292,6275,3244,1738,1478,"CD4+CD8-"
"286",2539,3605,1476,3032,5163,2180,1681,3865,3295,3278,"Monocytes"
"287",1747,3085,7326,5678,5584,1701,6242,2111,1487,1010,"CD4+CD8-"
"288",2319,2633,3534,4376,5330,3244,3874,4707,5188,7005,"Eosinophils"
"293",2251,1872,6252,2130,4568,2528,5425,5691,1426,603,"CD8+CD4-"
"294",1937,1627,6700,5574,5303,940,5716,1878,1723,1142,"CD4+CD8-"
"299",1858,2922,6924,1837,5113,2570,5731,6164,1333,1153,"CD8+CD4-"
"303",2276,4075,2877,4426,5393,3671,2856,4635,2951,2980,"Monocytes"
"305",1642,3772,6762,1897,5695,3663,6183,6596,2252,1491,"CD8+CD4-"
"306",3015,4333,2983,4202,5406,2545,2494,4094,2333,3381,"Monocytes"
"309",3664,3501,3838,4450,5210,3626,2938,4446,2105,3904,"Monocytes"
"310",2008,3823,6966,5297,5013,2412,5888,2471,1072,944,"CD4+CD8-"
"315",2662,4676,2464,4514,5231,3938,2291,4610,2325,2880,"Monocytes"
"319",6210,3854,1391,6315,5252,5301,2522,2106,1838,1170,"Mature SIg Kappa"
"321",2470,4701,2937,4327,5506,3757,2650,4561,2724,3180,"Monocytes"
"330",2089,2497,6655,5448,5408,1891,5942,664,1830,1046,"CD4+CD8-"
"335",2414,2511,5938,4119,4322,1533,4485,1871,1722,695,"CD4+CD8-"
"338",6328,4748,2659,6436,5410,5831,3729,1300,1678,1049,"Mature SIg Kappa"
"339",2506,3966,3884,4256,5220,3008,3734,4628,4692,7003,"Eosinophils"
"349",3960,4454,6493,2207,5326,1364,6213,6290,2004,1147,"CD8+CD4-"
"350",2034,4913,7025,5755,5807,1923,5913,574,1721,1481,"CD4+CD8-"
"358",2394,3560,2046,1555,5291,4222,2468,3842,1932,1250,"CD56dim"
"366",5521,4411,1072,5897,4867,4870,1763,2035,1332,759,"Mature SIg Kappa"
"369",1507,2512,7100,5416,5334,2038,6315,2936,1547,950,"CD4+CD8-"
"372",2024,4312,3477,4324,5300,3400,3434,4625,4816,6855,"Eosinophils"
"374",1596,4016,6686,1776,5673,3216,6437,6546,1914,1242,"CD8+CD4-"
"384",1343,4711,6991,5591,5105,1439,6380,1159,1566,930,"CD4+CD8-"
"392",2888,4910,6740,5654,5172,1449,6323,1673,1493,1094,"CD4+CD8-"
"393",2703,2579,6766,2566,5608,2966,5807,6360,2041,1408,"CD8+CD4-"
"395",2179,4463,6730,1672,5210,1043,6243,6090,1539,884,"CD8+CD4-"
"396",2142,4828,3911,4175,4795,3113,2316,4226,2655,2405,"Monocytes"
"400",1319,4109,7405,5598,5447,1970,6435,2078,1811,1186,"CD4+CD8-"
"402",5643,3084,958,6215,5395,1795,4170,6563,2158,950,"Mature SIg Lambda"
"403",2950,3395,6744,2019,5461,2518,5744,6296,1910,1286,"CD8+CD4-"
"409",2794,3850,6766,4984,4825,1842,5925,2594,1408,806,"CD4+CD8-"
"411",2634,3227,6632,3649,5464,3232,5446,6096,2809,1843,"CD8+CD4-"
"415",2441,3186,2574,3006,4621,1999,2111,3124,1882,2955,"Monocytes"
"418",1545,960,7170,5416,5131,1797,6115,3212,1961,950,"CD4+CD8-"
"420",2065,4737,6865,5433,5241,1694,5794,2327,2161,901,"CD4+CD8-"
"421",2138,3205,2944,4320,5167,3174,3458,4391,4893,6814,"Eosinophils"
"423",1973,2274,6790,2031,5772,1729,5928,6366,2096,1486,"CD8+CD4-"
"424",2127,5889,3201,1614,5759,4936,1769,4767,2172,1932,"CD56dim"
"427",2783,2660,7139,5454,5160,1696,5825,2085,1817,513,"CD4+CD8-"
"429",3327,4442,6249,4965,4902,1899,5722,2517,1207,665,"CD4+CD8-"
"430",1053,4064,7070,5648,5241,1744,6207,2820,1623,1021,"CD4+CD8-"
"434",757,3996,6798,5520,5361,1954,6283,2707,1327,981,"CD4+CD8-"
"442",5917,4149,2062,6225,5441,1337,3458,6285,1664,1012,"Mature SIg Lambda"
"443",1771,4695,6742,5472,5217,1939,5641,1600,1582,835,"CD4+CD8-"
"445",5165,3841,2813,5544,4744,4469,2798,2947,1035,771,"Mature SIg Kappa"
"448",1424,2615,6940,650,5597,2908,5231,6309,2592,1147,"CD8+CD4-"
"455",2432,4144,2436,3422,5011,3072,2409,4219,1804,2308,"Monocytes"
"458",2135,4685,2368,2614,5358,4024,3044,5988,1980,1269,"CD56dim"
"462",1722,2720,6922,5517,5211,1963,6055,1685,1438,715,"CD4+CD8-"
"464",1821,1465,6529,5351,5036,2414,6489,3296,1795,910,"CD4+CD8-"
"465",2305,3378,3751,4559,4897,2458,3121,4117,3815,2768,"Monocytes"
"466",2092,2848,7120,5411,5246,3141,6150,2395,1347,2113,"CD4+CD8-"
"467",1862,1576,6996,5677,5365,1636,6347,2803,1687,1080,"CD4+CD8-"
"468",2336,4461,7171,5636,5460,1637,6793,2800,1704,1497,"CD4+CD8-"
"470",2550,1495,6780,794,5572,280,5532,6612,1853,1167,"CD8+CD4-"
"474",2103,685,6791,1697,5726,1084,3789,6567,2703,910,"CD8+CD4-"
"475",2604,5254,1763,4411,5343,4424,1044,5270,2991,3432,"Monocytes"
"487",2923,3318,6917,5640,5373,2213,6948,1975,1796,1189,"CD4+CD8-"
"489",2043,3934,6696,1678,5181,1522,6323,6021,1603,653,"CD8+CD4-"
"495",2982,3141,6944,792,5234,1179,6134,5242,1794,1211,"CD8+CD4-"
"496",1529,3472,7187,5752,5615,1782,6407,2143,1530,1253,"CD4+CD8-"
"500",939,3118,6746,5533,5351,2192,6488,2714,1423,1012,"CD4+CD8-"
"507",2325,2957,6850,3496,5574,2361,1313,6406,1633,1105,"CD8+CD4-"
"509",2270,1103,7081,2584,5643,965,5388,6484,2173,1600,"CD8+CD4-"
"510",3397,1196,6545,1860,5333,976,5740,6110,2088,1236,"CD8+CD4-"
"514",2764,4083,6664,1478,5332,2600,6159,6164,1624,852,"CD8+CD4-"
"521",2603,3094,2943,3473,4601,2604,1581,3381,2638,2999,"Monocytes"
"522",2592,2838,2869,3956,5079,3491,3189,4883,2849,3090,"Monocytes"
"525",3343,4079,3621,4730,5306,3392,3586,4554,4608,7500,"Eosinophils"
"531",1425,4272,7267,5563,5153,2143,6104,2325,1559,782,"CD4+CD8-"
"533",2832,1804,5988,4662,4177,1585,5629,1942,1620,774,"CD4+CD8-"
"534",2665,4041,2011,4141,5231,3474,3188,4220,2726,3102,"Monocytes"
"549",1108,1661,6449,5870,5525,1509,6948,3142,2597,1318,"CD4+CD8-"
"550",2522,2571,7015,5689,5546,1343,6306,1672,1546,1125,"CD4+CD8-"
"553",2707,4255,3806,4608,5421,3018,3818,4652,4460,7116,"Eosinophils"
"556",2127,1158,6920,3662,5682,3127,2220,6402,2016,1537,"CD8+CD4-"
"560",2896,3828,6743,1097,5616,1606,5826,6285,2024,1225,"CD8+CD4-"
"563",1952,1266,6427,5580,5424,2049,6931,1949,2112,1321,"CD4+CD8-"
"566",1792,3937,6819,2390,5407,2071,6256,6151,2005,1041,"CD8+CD4-"
"570",2128,4338,6598,1538,5358,2169,6266,6334,1775,915,"CD8+CD4-"
"577",2298,2553,6606,1057,5143,2102,5956,6192,1543,753,"CD8+CD4-"
"583",1803,3648,6969,5552,5114,1644,6875,3002,1773,1094,"CD4+CD8-"
"584",2281,3915,3419,4177,5334,3304,3487,4073,4555,6753,"Eosinophils"
"587",2326,3544,6386,3380,5185,1796,6405,5995,1782,1032,"CD8+CD4-"
"588",2678,3746,4069,4603,5331,3279,3326,4887,4536,7027,"Eosinophils"
"595",2832,1541,7049,5682,5389,2137,6317,1359,1694,1139,"CD4+CD8-"
"596",1725,2059,7090,1945,5290,1189,6673,6043,1871,1228,"CD8+CD4-"
"601",2495,4623,1744,3743,5436,3288,2414,4471,2844,3148,"Monocytes"
"609",2843,1480,7098,5478,5209,1766,5840,2004,1232,935,"CD4+CD8-"
"611",3625,4882,4247,5014,5274,4146,3608,4933,3819,3744,"Monocytes"
"616",3170,1427,7192,1514,5701,2564,5677,6549,2329,1610,"CD8+CD4-"
"618",2479,2231,1884,2475,5560,4080,2342,5188,2075,1499,"CD56dim"
"619",2964,5698,1580,2142,5379,4668,2017,5461,1289,1156,"CD56dim"
"620",2377,5368,2704,1803,5318,4351,1838,5879,2251,1639,"CD56dim"
"634",2294,4734,1571,4645,5129,3580,1651,4327,3120,3067,"Monocytes"
"635",2389,4750,6782,1226,5530,2406,5922,6433,1846,1153,"CD8+CD4-"
"636",1992,2360,6569,2188,5287,2873,5992,6098,1346,840,"CD8+CD4-"
"638",2240,2711,7166,5719,5517,2147,5770,2705,1282,1357,"CD4+CD8-"
"644",2511,3087,6626,5333,5037,1739,6003,2075,1936,901,"CD4+CD8-"
"645",2124,1436,6768,5568,5497,2087,6657,1557,2068,995,"CD4+CD8-"
"647",2410,3839,3946,4509,5350,3102,3864,4726,5426,7466,"Eosinophils"
"648",1468,3096,6935,5683,5260,1572,6241,3002,1693,1261,"CD4+CD8-"
"650",2397,3284,1801,3777,4776,2919,2637,4161,1718,1660,"Monocytes"
"651",2433,5163,2584,4507,5171,3892,1329,4836,2948,3466,"Monocytes"
"653",1507,3331,6837,2109,5385,892,6153,6431,1589,1046,"CD8+CD4-"
"654",1963,3288,6813,5599,5324,2092,6970,1884,2095,1467,"CD4+CD8-"
"658",2565,3563,6520,5527,5270,1816,7099,1448,1876,1072,"CD4+CD8-"
"670",2111,4386,6810,2404,5393,3636,6393,6138,1896,1142,"CD8+CD4-"
"674",3116,1177,6838,5473,5205,1986,5604,2098,1655,1063,"CD4+CD8-"
"678",2190,4129,6585,2624,5211,2062,5684,5934,1150,791,"CD8+CD4-"
"695",6305,4173,1479,6247,5220,5052,1352,2465,1602,878,"Mature SIg Kappa"
"708",2319,3501,7140,5469,5269,1715,6042,2395,1364,861,"CD4+CD8-"
"712",2556,1778,6688,1613,5687,5734,5271,6606,2383,1723,"CD8+CD4-"
"713",2627,3074,6896,5325,5188,2152,6211,3116,1328,635,"CD4+CD8-"
"715",2295,4628,1357,4530,5392,3255,2349,4664,3051,3607,"Monocytes"
"725",2147,2555,3312,4199,5420,2920,4080,3895,4498,6839,"Eosinophils"
"735",2354,3695,3307,4287,5366,3490,4209,4131,4817,7148,"Eosinophils"
"744",1290,3148,7122,5536,5293,1949,6364,3159,1482,970,"CD4+CD8-"
"748",2978,3705,3366,4430,5324,3089,3690,4731,4161,6733,"Eosinophils"
"752",1092,3911,7172,5594,5442,1839,6805,2861,1781,1288,"CD4+CD8-"
"756",5668,3680,1578,5931,5216,2884,1658,6159,1726,1072,"Mature SIg Lambda"
"758",2773,1146,6844,2011,5632,2130,5393,6393,2103,1483,"CD8+CD4-"
"766",746,2754,6896,5545,5237,1074,6430,2628,1783,1175,"CD4+CD8-"
"769",3288,5233,2716,4365,5239,3808,2004,4856,3246,3141,"Monocytes"
"770",2456,3163,7036,5874,5575,1481,6745,2726,2286,1456,"CD4+CD8-"
"772",2367,4608,1991,4288,5413,3210,2165,4547,2266,2788,"Monocytes"
"774",2164,2549,6727,5072,4894,1789,5790,1189,964,659,"CD4+CD8-"
"776",2523,1998,3903,4426,5222,3335,3098,3733,5176,7769,"Eosinophils"
"777",2425,4647,2770,4015,5228,3195,1207,4504,2744,3139,"Monocytes"
"782",2562,3989,1677,4093,5166,3617,1131,4626,2465,2601,"Monocytes"
"793",2541,4126,7092,5665,5370,1553,6380,1956,1803,1136,"CD4+CD8-"
"795",2119,4505,3003,1518,5459,4912,2704,5583,1822,1277,"CD56dim"
"813",1188,2919,6953,5525,5221,2264,6065,1953,1229,895,"CD4+CD8-"
"814",2202,2118,6711,2441,5597,2601,5319,6015,1893,927,"CD8+CD4-"
"816",2298,3130,7010,5509,5126,1729,5657,1937,1479,800,"CD4+CD8-"
"820",2805,4011,6781,5001,4901,1632,5629,2223,1189,597,"CD4+CD8-"
"821",2174,5498,2078,1606,5390,5617,1619,4873,1960,1792,"CD56dim"
"824",2764,5240,6728,5510,5226,2603,6025,2662,923,1044,"CD4+CD8-"
"841",2060,5890,989,569,4982,3869,1957,4905,1751,1145,"CD56dim"
"842",5345,3093,2023,5308,4698,4253,1240,2797,1518,782,"Mature SIg Kappa"
"843",6241,4405,872,6752,5404,5946,2637,2874,2424,1454,"Mature SIg Kappa"
"847",3168,2662,6814,3025,5398,1891,5348,6504,2012,1222,"CD8+CD4-"
"849",6369,2348,2501,6650,5096,6394,3689,4739,1996,1515,"Mature SIg Kappa"
"854",2823,800,6662,2436,5206,1597,5758,6080,1954,1321,"CD8+CD4-"
"859",2875,2992,6492,5561,5480,1746,6798,1093,1584,1209,"CD4+CD8-"
"861",2710,4580,7004,5537,5359,2515,5832,1995,1020,829,"CD4+CD8-"
"862",5963,3551,991,6354,5359,4335,3869,2917,1377,973,"Mature SIg Kappa"
"867",2210,1747,6777,1395,5471,2576,2625,6302,2083,1189,"CD8+CD4-"
"868",5260,2074,2570,5654,4332,2728,2790,3268,924,650,"Mature SIg Lambda"
"869",2892,2883,7039,5593,5324,1988,6136,1835,1266,823,"CD4+CD8-"
"873",2281,3348,6975,2603,5261,2574,6138,6166,1611,797,"CD8+CD4-"
"882",791,3627,6420,5254,5047,1734,6536,2791,1651,918,"CD4+CD8-"
"883",2622,5183,2910,4463,5192,3911,2987,4867,3030,4206,"Monocytes"
"886",1372,4148,7125,5685,5239,2253,6427,2874,1669,846,"CD4+CD8-"
"888",959,3930,7374,5866,5579,3511,6618,3251,1885,1836,"CD4+CD8-"
"891",854,3856,7040,5643,5458,2271,7006,1992,2020,1435,"CD4+CD8-"
"894",2374,4339,1164,4602,5461,3474,3097,4529,1645,2346,"Monocytes"
"899",3405,4298,3596,4628,5118,4601,2847,5548,2717,3876,"Monocytes"
"903",2075,3565,6766,5565,5055,2760,5682,1897,1393,597,"CD4+CD8-"
"906",3427,3381,6490,3334,5610,3421,5741,6237,2246,1658,"CD8+CD4-"
"909",2362,2947,6762,5702,5392,1558,6446,3310,1283,1255,"CD4+CD8-"
"916",2557,3841,3760,3771,5197,2637,2812,4251,2846,3513,"Monocytes"
"917",2973,3543,3751,4592,5399,3068,1995,4530,4621,7966,"Eosinophils"
"918",2184,3594,4111,4559,5535,3238,3919,4449,5220,7447,"Eosinophils"
"926",2318,2181,6943,1644,5731,1059,5299,6629,2213,1650,"CD8+CD4-"
"929",5493,4395,1741,6187,5009,5018,4123,2094,1399,913,"Mature SIg Kappa"
"930",1739,801,6905,2900,5450,2209,5117,5856,1637,907,"CD8+CD4-"
"933",5688,5590,2834,6594,5553,5371,3198,747,1620,872,"Mature SIg Kappa"
"942",1544,612,6942,5809,5438,1546,6345,1507,1815,1164,"CD4+CD8-"
"943",2492,4503,2401,3874,5316,3931,3067,4717,2937,3310,"Monocytes"
"945",1972,3582,6654,1845,5379,2906,6196,6364,1467,1044,"CD8+CD4-"
"952",2960,4404,2090,4377,5463,3538,1418,4579,2817,2970,"Monocytes"
"953",2413,3860,7109,5503,5230,2388,6567,2840,1653,823,"CD4+CD8-"
"954",2662,1318,6415,1895,4662,2537,5308,5743,1593,644,"CD8+CD4-"
"960",3286,4264,3449,4712,5122,3356,3133,4896,2643,4157,"Monocytes"
"964",3310,2685,7103,5552,5296,1408,6476,2316,1657,1161,"CD4+CD8-"
"966",6242,4355,1715,6478,5598,5982,3251,2541,1819,1125,"Mature SIg Kappa"
"968",3240,3917,6751,5397,5436,2147,6759,1645,1790,1072,"CD4+CD8-"
"975",2780,1750,6450,4845,4411,1777,5495,2567,1342,650,"CD4+CD8-"
"979",2376,1877,1635,1851,5251,5110,3010,4115,1822,1321,"CD56dim"
"981",3342,3722,3373,4717,4833,2775,1334,3649,2095,1658,"Monocytes"
"982",1756,2027,6595,1889,5603,2226,5845,6576,2268,1416,"CD8+CD4-"
"983",3135,4002,7202,5541,5237,2371,6354,3403,1521,935,"CD4+CD8-"
"985",2002,5310,1475,1202,5557,4923,2740,3683,2528,1712,"CD56dim"
"986",1374,4981,7232,5706,5345,1822,6256,2226,1874,1231,"CD4+CD8-"
"988",2528,4899,3455,4555,5282,3562,2458,4767,2979,3269,"Monocytes"
"989",2090,3280,3415,4087,5248,2152,3407,3995,3966,6726,"Eosinophils"
"992",2083,2072,3653,4225,4819,2979,3238,3864,4320,6871,"Eosinophils"
"996",2688,5291,1877,4399,5148,3911,1795,4878,2999,3511,"Monocytes"
"1002",2352,3421,6866,2758,5322,2076,5807,6058,2295,739,"CD8+CD4-"
"1003",1763,1508,6911,5852,5607,2028,6113,2679,2066,1526,"CD4+CD8-"
"1004",2429,5241,3177,4475,5331,4050,2361,4737,2563,2635,"Monocytes"
"1005",1393,3313,6943,2442,5808,378,6315,6524,2232,1631,"CD8+CD4-"
"1010",2128,2425,5328,1175,4333,2344,4633,2834,967,407,"TCRgd-"
"1012",795,3413,6997,715,5450,1490,6095,6278,1697,1200,"CD8+CD4-"
"1015",2958,4513,2341,4604,5200,4093,2707,5007,3215,3543,"Monocytes"
"1016",2143,4501,1634,4345,5328,3802,2377,4606,2967,2957,"Monocytes"
"1017",2422,4496,3222,4478,5316,3488,2357,4577,2749,3203,"Monocytes"
"1022",2789,2461,7227,5671,5271,2117,6313,2531,1697,1122,"CD4+CD8-"
"1026",3299,2324,6860,5536,5446,1449,5879,1589,1357,1086,"CD4+CD8-"
"1028",2094,3386,3693,4381,5441,3146,4158,3957,5096,8191,"Eosinophils"
"1030",1872,3547,6843,5567,5376,1927,6463,2730,1906,1338,"CD4+CD8-"
"1031",2407,5084,1351,4566,5160,4063,2031,5126,3114,3088,"Monocytes"
"1033",5961,4856,1405,6234,5259,5407,2117,2159,1487,1069,"Mature SIg Kappa"
"1036",1313,4860,7338,5477,5290,1791,6282,3210,2126,1294,"CD4+CD8-"
"1039",2355,3847,6766,2482,5764,2779,6438,6507,2074,1288,"CD8+CD4-"
"1041",1341,1975,6913,5477,4886,2116,6411,2358,1077,744,"CD4+CD8-"
"1043",2970,5012,2427,4475,5337,4181,944,4827,3006,3223,"Monocytes"
"1045",2385,2985,6683,5173,4908,1804,5337,1822,943,585,"CD4+CD8-"
"1047",2438,4116,6664,5311,5429,2029,6945,3447,2252,1769,"CD4+CD8-"
"1051",3218,4240,7179,5523,5421,1707,6040,2662,1545,1024,"CD4+CD8-"
"1053",2181,3925,3958,4500,5316,3008,3144,4412,3844,7201,"Eosinophils"
"1055",1825,3675,6639,5300,5226,1876,5321,1827,961,692,"CD4+CD8-"
"1060",1461,1980,6981,5791,5479,1227,6352,2658,2119,1465,"CD4+CD8-"
"1070",2233,2858,6867,5219,5125,1600,5633,2380,1811,706,"CD4+CD8-"
"1079",6569,1492,2791,6763,5341,5849,3120,3973,2236,1456,"Mature SIg Kappa"
"1083",2471,3508,3540,4625,5387,2794,3737,4601,4725,7684,"Eosinophils"
"1086",1942,4068,6882,5598,5629,1862,6091,1549,1910,1405,"CD4+CD8-"
"1089",4839,2930,3277,5014,4687,4615,2851,3168,1341,809,"Mature SIg Kappa"
"1097",2935,3361,3450,4501,5439,3224,4323,4618,4237,6966,"Eosinophils"
