"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"77",2037,5104,7158,5519,5543,1799,6027,2777,1597,1530,"CD4+CD8-"
"78",3491,5599,2607,1567,5578,6314,1986,5907,1886,1745,"CD56dim"
"83",1880,2019,6798,1401,5521,2419,5657,6483,1836,1422,"CD8+CD4-"
"90",1855,2563,6891,3939,5766,1988,6066,6414,1896,1735,"CD8+CD4-"
"93",2383,3585,7468,1183,5801,5140,6057,6633,2097,1885,"CD8+CD4-"
"96",2338,4676,2809,4441,4886,5533,2973,4829,2993,3142,"Monocytes"
"98",2195,2282,2485,1289,5557,5135,4189,5731,1721,1618,"CD56dim"
"99",2751,3351,6726,5844,5213,2449,6481,3412,1899,1540,"CD4+CD8-"
"102",1815,3500,6617,1956,5457,3057,5878,6226,1589,1351,"CD8+CD4-"
"104",968,2277,6272,5633,5554,1779,6598,2186,1904,1496,"CD4+CD8-"
"114",3138,2757,3778,4588,5148,3412,3842,4125,3844,6033,"Eosinophils"
"115",1765,2985,6807,5616,5590,2054,6494,2709,2175,1545,"CD4+CD8-"
"117",5989,3597,1721,6355,5434,3701,2478,6487,1506,1088,"Mature SIg Lambda"
"123",5940,1291,2598,6755,5386,7048,5117,3436,1765,1444,"Mature SIg Kappa"
"126",2469,5111,3099,4027,4948,6209,2307,5489,3054,3107,"Monocytes"
"133",6298,3923,1620,6315,5371,6727,4047,2854,1542,1241,"Mature SIg Kappa"
"134",2814,2888,4147,4333,5302,3519,3483,3909,3454,6646,"Eosinophils"
"137",2918,5817,3265,917,5538,5770,2939,5758,1796,1865,"CD56dim"
"138",2598,3868,7419,1656,5489,3885,5969,6335,1755,1441,"CD8+CD4-"
"140",2829,2888,3156,4086,5090,2779,2988,3766,3224,5864,"Eosinophils"
"141",2394,4709,2819,4459,4791,5446,2788,4847,2594,3302,"Monocytes"
"144",1872,2561,6789,5843,5755,4189,6597,2981,2452,2058,"CD4+CD8-"
"148",5621,1663,1847,6611,5270,7441,5035,3835,1736,1441,"Mature SIg Kappa"
"154",2425,4429,2982,4301,4698,5097,2241,4447,2534,3314,"Monocytes"
"157",2303,4866,2336,4650,4794,5647,3030,5006,3159,3819,"Monocytes"
"158",2294,5370,2612,1776,5369,5827,2624,5466,1567,1483,"CD56dim"
"159",2034,3151,7019,2642,5630,2224,5959,6217,1674,1356,"CD8+CD4-"
"161",2199,3417,6696,1846,5546,3841,5221,6448,1916,1532,"CD8+CD4-"
"162",2919,3922,6810,5627,5548,2177,6611,2353,1616,1222,"CD4+CD8-"
"163",1495,3301,6899,1443,5526,3051,4636,5933,1416,1260,"CD8+CD4-"
"164",2107,3458,6729,5701,5692,1829,6276,2743,1590,1478,"CD4+CD8-"
"165",863,4868,6978,5506,5307,1705,6267,1972,1343,690,"CD4+CD8-"
"167",2267,5310,2752,2469,5254,6283,2111,5761,1999,1612,"CD56dim"
"171",6430,3244,2385,6749,5565,7289,4675,3441,1978,1553,"Mature SIg Kappa"
"173",2525,4681,3012,4663,5326,6123,3909,5442,3430,3010,"Monocytes"
"176",1697,4947,2473,928,5318,5868,3165,5474,2237,2142,"CD56dim"
"184",2366,4488,2074,4119,4654,5067,1873,4475,2634,3482,"Monocytes"
"188",2571,3994,6604,1721,5378,2534,5881,6246,1218,1036,"CD8+CD4-"
"189",1727,4053,6960,1170,5540,2387,5721,6067,1693,1233,"CD8+CD4-"
"191",3034,5254,2899,937,5406,6088,1397,5841,1887,1525,"CD56dim"
"195",2226,3221,6949,5378,5554,1272,5933,2591,1902,1292,"CD4+CD8-"
"197",2232,5189,2699,2409,5457,6121,3369,5723,1777,1454,"CD56dim"
"204",6022,2391,2694,6503,5435,3683,1935,6380,1387,1211,"Mature SIg Lambda"
"208",2768,2961,3876,4205,5248,3338,3485,3933,3398,6275,"Eosinophils"
"209",2453,4440,2957,4683,4845,5574,1782,4863,2738,3716,"Monocytes"
"210",2507,3771,6929,5601,5449,2280,6904,2523,1508,1097,"CD4+CD8-"
"212",1781,4537,6882,5454,5468,2021,6380,2456,1325,865,"CD4+CD8-"
"214",3257,2822,4314,4591,5195,3422,3609,4331,3836,6044,"Eosinophils"
"215",843,4090,7224,1129,5648,2402,5862,6220,1833,1553,"CD8+CD4-"
"217",1645,3639,6778,5744,5608,2701,6309,2799,1493,1168,"CD4+CD8-"
"219",2500,4707,2476,3898,4888,5660,3189,4916,2813,3497,"Monocytes"
"220",2934,3260,3910,4484,5128,3565,3542,4121,3568,6792,"Eosinophils"
"224",2268,3459,6483,1409,5581,2566,5870,6409,1719,1446,"CD8+CD4-"
"225",6351,3301,2100,6656,5585,3968,1880,6519,2061,1623,"Mature SIg Lambda"
"226",1813,4046,7102,5716,5470,2048,6058,2511,1728,1425,"CD4+CD8-"
"227",2409,4631,6961,5636,5430,1870,5886,2570,1480,1300,"CD4+CD8-"
"230",1494,3572,7152,5748,5652,2509,6228,3022,1667,1316,"CD4+CD8-"
"233",2543,2593,1792,1209,5540,5640,1536,5668,1617,1412,"CD56dim"
"237",3019,5131,3014,4237,4737,5957,1518,5344,3035,4182,"Monocytes"
"241",5996,1874,2319,6449,5346,7292,5030,3637,1840,1551,"Mature SIg Kappa"
"244",2303,3145,6812,5748,5195,2268,5713,3107,1965,1556,"CD4+CD8-"
"246",3216,2866,4028,4454,5321,3504,3723,4223,4919,6773,"Eosinophils"
"248",1023,5113,6728,5430,5222,2206,5874,2589,1418,1083,"CD4+CD8-"
"251",1630,2498,6665,2347,5510,2006,5411,5867,1620,1438,"CD8+CD4-"
"252",1858,4073,6804,5552,5369,1989,6129,1861,1290,1086,"CD4+CD8-"
"255",2290,5372,3182,4097,4863,6019,2907,5374,3408,4292,"Monocytes"
"260",2441,2714,6838,3607,5883,2164,6098,6301,1949,1607,"CD8+CD4-"
"265",2835,4606,2657,4713,4886,5231,1777,4543,2359,3095,"Monocytes"
"266",2345,5670,6536,5558,5511,2158,6792,2028,1445,1556,"CD4+CD8-"
"267",2745,5239,3006,907,5393,5915,1741,6376,1950,1852,"CD56dim"
"268",2453,4684,3005,4237,4897,5897,3808,5223,3180,3719,"Monocytes"
"269",2452,4247,7037,1966,5703,1250,5259,6491,1950,1488,"CD8+CD4-"
"270",2822,4729,1945,1795,5362,6004,2646,3116,1818,1422,"CD56dim"
"271",2395,4906,2881,4462,4982,5799,2744,5097,3367,3825,"Monocytes"
"275",1996,4921,2136,4722,5298,5684,2680,5046,1795,2549,"Monocytes"
"276",5591,1401,2297,6035,4785,6704,4692,2787,1359,1088,"Mature SIg Kappa"
"278",2108,5113,3247,4939,4948,5731,2589,5002,3224,3436,"Monocytes"
"281",2002,5272,2613,1023,5344,5681,2256,5670,2006,1895,"CD56dim"
"282",2825,4767,3228,4320,4574,5814,2534,5070,2695,3147,"Monocytes"
"283",2070,3642,6948,1552,5474,2279,4654,6362,1745,1409,"CD8+CD4-"
"287",2459,5208,3050,3552,4770,6008,1965,5280,3017,3479,"Monocytes"
"289",2041,6004,7344,5525,5517,2010,6695,2452,1864,1372,"CD4+CD8-"
"290",2228,3728,2200,4725,5072,5432,3563,4681,2752,3055,"Monocytes"
"292",2245,3410,6642,1154,5410,1636,5869,6403,1194,1116,"CD8+CD4-"
"293",3647,3936,7232,4497,5804,5141,7186,6311,2608,1236,"CD8+CD4-"
"300",841,4147,7083,5595,5660,2233,6383,2566,1845,1692,"CD4+CD8-"
"305",1977,4693,3237,4521,4712,5397,2395,4696,2680,3779,"Monocytes"
"315",2178,2671,6521,1627,5665,2518,5160,6473,1755,1356,"CD8+CD4-"
"319",2200,2315,6922,5854,5501,2130,6113,2782,1503,1383,"CD4+CD8-"
"322",2314,2128,1749,1512,4850,5506,3254,4919,1873,1149,"CD56dim"
"324",1983,4168,6941,1769,5735,1714,5690,6397,1896,1563,"CD8+CD4-"
"331",2438,5264,3119,4269,5006,5630,2932,4971,3264,3800,"Monocytes"
"335",2909,2145,1697,1242,5726,6098,4447,6284,2002,1865,"CD56dim"
"337",2114,5091,2684,1266,5603,5961,3455,5748,1922,1636,"CD56dim"
"340",2301,2521,7076,1796,5457,2364,5963,6344,1499,1105,"CD8+CD4-"
"345",2187,2738,7223,1721,5623,4163,4688,6474,1943,1563,"CD8+CD4-"
"347",2053,4650,2784,4259,4693,5556,3452,4793,2767,3822,"Monocytes"
"354",2236,4117,7234,1678,5585,2617,5948,6421,1959,1656,"CD8+CD4-"
"358",2459,4453,2983,4760,5066,5668,2477,4974,2740,3375,"Monocytes"
"360",2917,4737,7147,5570,5418,2141,6035,2327,1384,1160,"CD4+CD8-"
"362",6318,3588,1425,6525,5288,6688,4009,3269,1429,991,"Mature SIg Kappa"
"363",1673,3472,6825,981,5693,3446,5136,6457,1738,1664,"CD8+CD4-"
"368",2240,2691,6472,2004,5592,2482,5725,6266,1866,1348,"CD8+CD4-"
"369",533,6443,7148,5802,5500,2366,6605,2632,1707,1273,"CD4+CD8-"
"370",1753,2946,7005,3814,5734,2386,6574,6258,1859,1618,"CD8+CD4-"
"371",1969,3271,7141,5794,5786,2069,6443,2391,2008,1594,"CD4+CD8-"
"374",2463,5476,2070,1849,5473,6045,2934,5456,1831,1732,"CD56dim"
"377",2290,3410,6818,2847,5695,3026,5245,6405,1627,1514,"CD8+CD4-"
"378",1629,3421,6901,1978,5641,2540,5840,6518,1947,1618,"CD8+CD4-"
"380",3364,2925,3898,4533,5369,3738,4166,4116,3381,6829,"Eosinophils"
"381",3693,4184,7398,2114,5519,4281,5814,6483,1993,1944,"CD8+CD4-"
"382",3365,3294,7056,6040,5879,2301,6235,2179,3395,1343,"CD4+CD8-"
"383",1307,2601,6331,5682,5511,1985,6123,2059,1560,1292,"CD4+CD8-"
"387",442,3806,6867,1574,5679,2618,6374,6333,1863,1116,"CD8+CD4-"
"390",2984,5692,3260,1621,4995,6321,3878,5658,1841,1491,"CD56dim"
"391",1756,3572,6846,1072,5523,2007,6184,6447,1374,1088,"CD8+CD4-"
"392",2987,3311,3911,4608,5300,3664,4128,4161,3193,6616,"Eosinophils"
"393",2852,3857,6211,1902,5363,2269,5922,6048,1261,1176,"CD8+CD4-"
"396",3181,4015,6699,5497,5323,2140,6147,1756,1329,1127,"CD4+CD8-"
"397",1237,3546,6751,607,5734,1937,5945,6249,1540,1587,"CD8+CD4-"
"398",6005,5396,3053,6760,5293,6423,4309,3393,1509,1260,"Mature SIg Kappa"
"400",2804,2622,3890,4556,5261,3779,3929,4222,3402,6829,"Eosinophils"
"402",2159,2976,6708,2556,5641,3539,5425,6438,1769,1641,"CD8+CD4-"
"407",2118,3443,6779,905,5748,2638,5737,6423,1973,1775,"CD8+CD4-"
"417",3114,3902,7033,5839,5584,1912,5879,2122,1782,1409,"CD4+CD8-"
"420",2204,3728,6783,5586,5524,1477,6174,1942,1120,1407,"CD4+CD8-"
"437",2014,2876,6269,5891,5800,2456,5478,2639,1673,1499,"CD4+CD8-"
"441",2359,3889,2165,1955,5637,5828,2987,5507,1810,1540,"CD56dim"
"443",2091,4843,2371,1348,5491,5975,1737,5494,1732,1527,"CD56dim"
"445",1996,4689,6691,5721,5632,2186,5617,1983,1279,1372,"CD4+CD8-"
"446",3392,4339,2807,4867,5319,5960,2491,5615,3109,2733,"Monocytes"
"447",1651,2057,1798,1094,5610,5624,5092,6036,1850,1717,"CD56dim"
"455",3222,5317,3068,1168,5657,6051,2088,5826,1778,1813,"CD56dim"
"456",2135,2297,6768,1507,5521,2363,4930,5786,1789,1244,"CD8+CD4-"
"458",2648,2401,3652,4254,5247,3546,3900,4087,3388,6337,"Eosinophils"
"459",2333,3889,1910,1839,4773,6735,3172,3441,1936,1730,"CD56bright"
"461",2318,1628,6998,656,5536,2640,5550,6498,1906,1553,"CD8+CD4-"
"462",2005,3216,6645,5652,5555,2123,6063,1974,1367,1181,"CD4+CD8-"
"463",1830,3792,6965,702,5443,2282,5724,6366,1784,1480,"CD8+CD4-"
"467",2182,2999,6887,1416,5539,4203,3177,6447,1669,1367,"CD8+CD4-"
"471",2139,2073,2122,1474,5576,5194,1733,5396,1872,1436,"CD56dim"
"473",2802,5146,2952,4442,5081,5917,1437,5108,3109,3516,"Monocytes"
"474",1868,3087,3225,4038,4986,2729,3609,3814,3316,6276,"Eosinophils"
"478",2254,2728,6671,2286,5581,3776,4169,6110,1723,1501,"CD8+CD4-"
"481",3157,2793,6711,5658,5654,1418,6311,2197,1834,1594,"CD4+CD8-"
"483",2251,5333,2447,2164,5463,6184,3645,5293,1852,1651,"CD56dim"
"485",2072,4846,3028,4345,4976,5720,2878,5052,2885,3740,"Monocytes"
"488",3060,2963,3605,4396,5189,3345,3563,4039,3535,6027,"Eosinophils"
"493",1590,3834,7053,5652,5718,1890,6335,2792,1392,1322,"CD4+CD8-"
"495",2461,2765,3639,4325,5078,3360,3503,3887,3919,6474,"Eosinophils"
"496",2178,5208,2982,4375,4941,5700,3596,5044,3400,3735,"Monocytes"
"498",2165,3257,6415,5800,5566,2428,6820,1934,1807,1483,"CD4+CD8-"
"499",2221,2374,1946,1656,5156,5657,2147,5286,1508,1019,"CD56dim"
"502",2955,5094,2781,3342,4869,5623,3134,4912,2458,3477,"Monocytes"
"503",2421,4344,2703,4362,4777,5471,2432,4796,2698,3664,"Monocytes"
"513",1152,3155,7020,5552,5262,2806,6230,1964,1341,1061,"CD4+CD8-"
"514",2279,3048,6584,1146,5590,4112,3027,6358,1732,1420,"CD8+CD4-"
"522",2386,4739,2298,4453,4853,5619,2347,4997,2986,4344,"Monocytes"
"531",1961,4768,3124,1737,5314,5593,2517,5532,2030,1725,"CD56dim"
"532",2865,2448,7205,1841,5536,1559,5683,6205,1442,1356,"CD8+CD4-"
"536",2060,3061,6951,2581,5559,4823,5274,5389,1657,1287,"CD8+CD4-"
"541",2103,2608,7073,1956,5649,3793,5515,6363,1846,1742,"CD8+CD4-"
"542",1504,2439,6650,1507,5499,1309,5138,6126,1778,1465,"CD8+CD4-"
"548",3063,3153,3564,4370,5270,3551,3690,4018,3634,6190,"Eosinophils"
"549",2529,3813,6572,791,5438,2741,6160,6477,1676,1412,"CD8+CD4-"
"552",2034,5004,2965,4357,4829,5794,2152,5038,3149,3580,"Monocytes"
"553",1835,3668,2110,1463,5231,5599,2412,5210,1507,1132,"CD56dim"
"554",3426,4069,3186,4932,4734,5846,3569,5127,2381,3562,"Monocytes"
"556",2048,4938,6991,5734,5674,2636,6508,2042,1960,1757,"CD4+CD8-"
"557",2131,4504,2556,4687,5128,5741,3589,4931,3455,3527,"Monocytes"
"559",1162,3714,7066,5610,5716,2488,6182,2265,1970,1478,"CD4+CD8-"
"560",529,3330,6845,5322,5603,2400,6428,3130,1948,1551,"CD4+CD8-"
"566",5915,5058,2277,6702,5295,6470,5600,3047,1441,1016,"Mature SIg Kappa"
"568",2232,3480,6876,1713,5393,2571,5024,6303,1815,1022,"CD8+CD4-"
"569",2226,3318,6688,1638,5707,1969,5757,6559,1759,1574,"CD8+CD4-"
"570",6197,2617,990,6504,5542,6663,4081,3391,3631,1671,"Mature SIg Kappa"
"575",2937,4410,2799,4732,4681,5444,1365,4724,2330,4197,"Monocytes"
"579",2446,4531,2918,4738,4977,5535,3041,4929,3358,3716,"Monocytes"
"580",467,4748,6357,5595,5409,2313,6395,1891,1638,1391,"CD4+CD8-"
"581",2232,4907,2889,4144,4959,5573,2580,4927,3193,3954,"Monocytes"
"582",2043,3418,6904,2052,5291,4008,4296,6327,2383,1543,"CD8+CD4-"
"583",5865,3228,1659,5916,5043,6235,2729,3042,1227,800,"Mature SIg Kappa"
"586",1964,4495,2773,4107,4601,5463,2818,4796,2624,3854,"Monocytes"
"589",1966,5688,7277,5551,5403,1774,5878,1800,1391,1088,"CD4+CD8-"
"592",2844,5089,2968,2374,5436,6038,2108,5613,1867,1535,"CD56dim"
"594",6338,2222,1577,6408,5462,6855,3969,2902,1578,1295,"Mature SIg Kappa"
"595",1606,4964,7059,5565,5459,1944,5952,1398,1415,1124,"CD4+CD8-"
"598",2789,2635,3453,4292,5164,3461,3757,3956,3074,5851,"Eosinophils"
"599",1621,4225,6902,1835,5682,2448,6674,6241,1944,1532,"CD8+CD4-"
"604",2427,5938,7232,5626,5469,1847,6196,2420,1589,1308,"CD4+CD8-"
"608",2663,2909,3925,4410,5263,3563,3694,4100,3516,6764,"Eosinophils"
"611",2795,5207,2994,758,5459,6204,3042,5698,1825,1618,"CD56dim"
"613",2909,5340,2734,1779,5657,6535,2146,5889,1822,1720,"CD56dim"
"614",3321,5930,3427,1208,5510,6292,2833,5774,2031,2139,"CD56dim"
"617",2007,4879,6969,5516,5495,1666,6060,2345,1142,924,"CD4+CD8-"
"620",2126,3162,7161,891,5919,2816,6059,6524,2018,1860,"CD8+CD4-"
"621",1922,4153,7177,5619,5205,1562,5811,1709,1161,904,"CD4+CD8-"
"622",2599,4204,6977,5590,5464,2148,6254,2514,1284,1192,"CD4+CD8-"
"624",2439,2831,6614,921,5691,1933,5874,6467,2040,1752,"CD8+CD4-"
"625",2155,5080,2885,1623,5696,5938,3786,6186,1901,2031,"CD56dim"
"626",2275,4998,1906,1593,5461,6042,3719,5740,1900,1697,"CD56dim"
"637",2957,2821,3620,4188,5140,3215,3774,3855,2942,6058,"Eosinophils"
"639",3125,5101,2617,4831,5129,6051,3145,5268,3362,3270,"Monocytes"
"645",2919,2658,7038,1839,5616,1654,5973,6299,1651,1574,"CD8+CD4-"
"656",5106,6148,2971,6840,5353,7498,5403,3621,1469,1113,"Mature SIg Kappa"
"660",6218,2387,2333,7151,5384,4353,2880,6180,1893,1535,"Mature SIg Lambda"
"661",2370,4070,2767,1216,5504,6127,2514,5316,1950,1694,"CD56dim"
"668",2194,5180,2770,1085,5630,6068,2618,5853,2026,2041,"CD56dim"
"670",6294,3521,2278,6389,5454,6376,3461,3255,1622,1260,"Mature SIg Kappa"
"671",3347,3866,7037,1365,5495,1691,5326,6411,1744,1674,"CD8+CD4-"
"676",2635,4427,2628,4675,4837,5802,3180,5087,3140,3630,"Monocytes"
"680",1839,4906,1891,4173,4762,5705,3770,5047,2143,3709,"Monocytes"
"681",1816,3465,6898,2295,5608,2067,5467,6151,1840,2053,"CD8+CD4-"
"687",3608,3632,3955,4680,5171,3755,3782,4228,3327,6607,"Eosinophils"
"688",2440,2594,3646,4302,5159,3180,3664,3870,3581,6252,"Eosinophils"
"691",2344,4808,2644,4367,4861,5763,2543,4991,2758,3456,"Monocytes"
"693",2214,3460,6960,4410,5740,2648,5508,6178,1752,1457,"CD8+CD4-"
"694",2257,3207,1680,1707,5535,5925,3623,5485,1920,1512,"CD56dim"
"698",2199,3260,2376,2059,5671,5691,5432,5996,1712,1257,"CD56dim"
"702",2206,2468,3437,4343,5194,3520,3620,3854,3373,6742,"Eosinophils"
"706",2567,2745,6552,5734,5661,1782,6281,2834,1784,1592,"CD4+CD8-"
"710",2192,2159,2004,1878,5429,5470,3209,5171,1606,1449,"CD56dim"
"716",2721,4617,2514,4421,5011,5894,2392,5207,2945,4011,"Monocytes"
"719",6128,4114,1687,6537,5397,6850,3705,3303,1485,1162,"Mature SIg Kappa"
"722",1891,3389,6858,781,5408,2320,5342,6069,1762,1236,"CD8+CD4-"
"724",3102,4511,2142,4762,4764,5716,2756,4995,3029,3505,"Monocytes"
"725",2273,4104,2938,4545,4738,5733,3326,5019,3177,3663,"Monocytes"
"727",1491,3201,6627,5733,5583,2053,6713,2517,1380,1233,"CD4+CD8-"
"730",2154,2891,7020,5047,5870,2056,5851,6658,2019,1689,"CD8+CD4-"
"731",961,2373,6556,5719,5338,2052,6083,2672,1952,1499,"CD4+CD8-"
"732",2819,5377,3024,853,5405,6144,1901,5770,1856,1600,"CD56dim"
"734",2072,4473,2217,2703,5142,5759,3268,5109,1506,1184,"CD56dim"
"735",3014,2934,6410,5313,5253,1233,6198,1970,1646,1072,"CD4+CD8-"
"737",2481,3606,6904,5722,5301,2031,5816,2356,1496,1238,"CD4+CD8-"
"739",3170,2638,6766,5535,5544,1582,6800,2141,2830,1203,"CD4+CD8-"
"740",2412,5113,3383,4244,4769,5432,2428,4860,2846,3541,"Monocytes"
"741",2546,5138,2699,4560,5112,6091,2902,5349,3110,3475,"Monocytes"
"742",2570,3959,6952,5510,5563,2140,5803,2751,1471,1306,"CD4+CD8-"
"745",1935,2784,2054,1116,5750,5567,2970,5321,2044,1762,"CD56dim"
"750",1780,4489,2852,4710,4822,5593,3356,4946,2567,3326,"Monocytes"
"756",2140,2965,6976,5592,5467,2307,6442,2761,1542,1501,"CD4+CD8-"
"763",1807,2882,6780,1623,5483,3130,5722,6155,1674,1254,"CD8+CD4-"
"764",1329,3033,6884,5659,5495,2178,5993,2869,1750,1287,"CD4+CD8-"
"765",2433,3310,6904,1441,5489,1707,4972,6135,1506,1132,"CD8+CD4-"
"769",2369,5234,2558,703,5435,6404,4069,5827,1686,1543,"CD56dim"
"771",2324,3506,6710,1503,5518,1894,6084,6280,1517,1522,"CD8+CD4-"
"774",1417,5995,6990,5985,5760,2541,6293,2758,2096,1828,"CD4+CD8-"
"775",2535,4421,6730,5525,5374,2055,6364,2109,1516,1047,"CD4+CD8-"
"777",2091,4985,2950,4367,4875,6026,3821,5278,3206,3725,"Monocytes"
"782",1475,4308,6943,5607,5503,3151,5919,2734,1357,1605,"CD4+CD8-"
"783",1762,3615,7070,900,5647,1695,4437,6403,1796,1254,"CD8+CD4-"
"786",2303,2398,3491,4170,5280,3633,3856,3913,2985,6131,"Eosinophils"
"787",2509,5005,2305,4415,5212,5752,3082,5073,3388,3664,"Monocytes"
"794",2803,5816,6934,5484,5603,2698,6194,2457,1210,1217,"CD4+CD8-"
"795",2293,3312,6514,5761,5552,2263,6263,3028,1772,1351,"CD4+CD8-"
"796",2099,2571,6332,5590,5572,1585,6478,2271,1908,1605,"CD4+CD8-"
"797",2318,3555,6930,5764,5576,2326,5978,1342,1397,1198,"CD4+CD8-"
"798",6468,2699,1366,6611,5404,4105,1614,6385,1828,1618,"Mature SIg Lambda"
"799",1791,4848,2473,4310,4895,5652,3377,4909,2941,2948,"Monocytes"
"802",880,3680,7050,5698,5711,3713,6403,3344,1574,1475,"CD4+CD8-"
"803",2319,2919,3746,4435,5210,3263,3482,4043,3150,6190,"Eosinophils"
"805",2148,3491,2206,1041,5564,5989,3526,5765,1874,1712,"CD56dim"
"819",6419,4847,2749,6938,5652,7380,5417,4346,1554,1257,"Mature SIg Kappa"
"826",1368,2638,6746,5618,5618,2274,6559,2455,1295,1359,"CD4+CD8-"
"831",3143,4823,2662,4933,5558,6286,3952,5722,3256,3310,"Monocytes"
"833",5586,5642,2852,6305,4916,6915,4437,3232,1339,782,"Mature SIg Kappa"
"834",2042,1656,6625,2106,5860,3175,5940,6603,2024,1623,"CD8+CD4-"
"841",2300,3893,7029,2101,5711,2981,5806,6334,1835,1750,"CD8+CD4-"
"843",3252,2330,3895,4604,5325,3798,4136,4158,3195,6644,"Eosinophils"
"847",2964,3349,6686,1645,5732,2240,5943,6754,1869,1671,"CD8+CD4-"
"848",1872,2691,6957,1729,5543,2124,5144,6097,1851,1462,"CD8+CD4-"
"849",2427,4892,2887,4590,4818,5367,2140,4767,2790,3153,"Monocytes"
"851",1658,4397,6107,1000,5565,1962,5312,3504,1725,1314,"TCRgd-"
"859",1721,3000,7176,5513,5408,2212,5752,2530,1534,1025,"CD4+CD8-"
"860",1816,4744,2395,4190,4818,5455,3093,4752,2872,2690,"Monocytes"
"865",519,4301,6947,5623,5502,3412,6713,2680,1663,1246,"CD4+CD8-"
"869",3329,2262,6791,2487,5468,2154,5932,6033,1444,1370,"CD8+CD4-"
"875",2935,2745,3673,4250,5094,2995,3668,3877,3581,6476,"Eosinophils"
"876",2884,2940,4075,4453,5193,3269,2970,4142,3513,6800,"Eosinophils"
"879",6061,2707,1767,6466,5263,6423,3428,2760,1599,1230,"Mature SIg Kappa"
"880",6260,1941,1844,6596,5281,6492,1958,3261,1500,1281,"Mature SIg Kappa"
"882",220,4689,7320,2568,5863,2365,6868,6553,1852,1687,"CD8+CD4-"
"883",2212,3688,6380,5600,5454,1978,6323,2730,1703,1362,"CD4+CD8-"
"890",2412,5159,3227,1889,4848,6993,3949,3814,1962,1699,"CD56bright"
"893",2508,3852,7056,1766,5448,2555,6336,6273,1720,1548,"CD8+CD4-"
"895",1719,2882,7039,5697,5550,1828,6421,2212,1569,1401,"CD4+CD8-"
"898",1979,3779,7032,1607,5552,3881,5588,6398,1811,1470,"CD8+CD4-"
"900",5863,3480,2437,6139,5336,5928,2814,3019,1442,1066,"Mature SIg Kappa"
"905",2943,4809,2946,4463,5163,6010,2921,5322,3479,2698,"Monocytes"
"907",2636,3819,7270,2350,5619,4096,5631,6275,1704,1612,"CD8+CD4-"
"910",2189,4284,7165,1705,5719,3889,5881,6518,2032,1689,"CD8+CD4-"
"914",2675,5244,2980,1458,5349,6164,2684,5844,1749,1594,"CD56dim"
"919",3238,4600,3065,4883,4761,5501,2158,4845,2662,4078,"Monocytes"
