"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"176",1705,3523,6522,1793,5503,2228,5957,6320,1797,989,"CD8+CD4-"
"177",2184,3232,6970,5786,5334,1666,6091,2791,1893,1144,"CD4+CD8-"
"191",2136,3617,3188,4028,5342,3592,3608,4046,4264,7186,"Eosinophils"
"193",5048,2562,2879,5806,5008,5892,3478,5153,1342,908,"Mature SIg Kappa"
"208",2387,2825,6798,5476,5383,1642,5818,1740,1268,665,"CD4+CD8-"
"217",3341,4874,6700,1494,5572,2556,6089,6333,2078,1108,"CD8+CD4-"
"224",5977,2355,3408,6381,5413,4658,3268,5959,1839,1020,"Mature SIg Lambda"
"227",2329,4049,7232,6031,5834,1841,6508,2967,2316,1362,"CD4+CD8-"
"237",5842,2742,3254,6190,5209,5619,1417,4623,1212,575,"Mature SIg Kappa"
"253",1271,3879,6536,1031,5764,4812,6399,6460,2302,1476,"CD8+CD4-"
"268",3044,2771,6789,1746,5394,2226,5976,6110,1731,964,"CD8+CD4-"
"270",5849,2862,1982,6403,5251,6808,1464,3468,2154,1034,"Mature SIg Kappa"
"286",3180,2265,6222,5695,5457,2635,6276,2908,1772,1116,"CD4+CD8-"
"291",5799,2993,2571,5937,4879,5416,2803,4398,1877,837,"Mature SIg Kappa"
"295",2035,2055,6621,1841,5548,3056,6196,6351,1719,1141,"CD8+CD4-"
"298",2348,4652,7283,5830,5523,2272,6230,824,2205,1103,"CD4+CD8-"
"307",1946,5622,6732,5779,5522,1710,6485,2873,1686,902,"CD4+CD8-"
"309",1526,4092,6845,1396,5564,1588,6055,6175,1528,930,"CD8+CD4-"
"310",1231,4363,6976,2460,5650,2613,6209,6179,1597,905,"CD8+CD4-"
"311",2141,2381,6593,5723,5604,2155,6000,3161,1730,1119,"CD4+CD8-"
"325",976,2708,6529,5840,5560,1588,6181,3167,2475,1125,"CD4+CD8-"
"327",6271,1876,2935,6706,4964,6413,2924,4369,3943,891,"Mature SIg Kappa"
"334",1640,0,7153,5811,5579,2944,6192,3108,2242,871,"CD4+CD8-"
"336",2990,3987,3334,3969,5292,4664,2476,4801,3757,3410,"Monocytes"
"337",2523,4545,6872,5814,5393,1683,6033,2376,1734,792,"CD4+CD8-"
"342",2057,2192,6473,5950,5635,1222,6525,3104,2033,975,"CD4+CD8-"
"378",2363,4155,7288,5704,5230,2125,5568,2536,1356,1279,"CD4+CD8-"
"383",2437,2187,7165,5649,5328,2210,5930,1843,2079,734,"CD4+CD8-"
"405",5630,3419,2917,5916,5115,5718,2367,4181,1208,495,"Mature SIg Kappa"
"407",2564,2543,3266,4396,5294,3123,3396,3799,4650,6957,"Eosinophils"
"408",2537,4427,3186,4513,5463,5206,2392,5207,3092,1768,"Monocytes"
"412",2271,3593,6214,5808,5297,2098,5840,1580,1511,731,"CD4+CD8-"
"429",4735,2938,3417,5544,4651,4529,2585,5130,1458,1171,"Mature SIg Lambda"
"433",2201,4081,6564,1499,5554,1594,5945,6118,1633,783,"CD8+CD4-"
"439",2078,4344,7104,5836,5312,2250,5712,1605,1636,846,"CD4+CD8-"
"442",2850,1667,6720,5502,5328,2468,4903,2900,1827,902,"CD4+CD8-"
"453",5610,4044,2988,5974,5364,5293,3142,4585,1409,551,"Mature SIg Kappa"
"460",3085,2682,6827,1760,5593,686,5821,6060,2379,1036,"CD8+CD4-"
"471",3900,3181,3471,5144,5493,3800,3966,4391,4352,8191,"Eosinophils"
"476",2846,3749,7018,5651,5360,812,5992,2418,2013,734,"CD4+CD8-"
"479",4521,5243,3745,6456,5182,5047,3946,6398,1024,877,"Mature SIg Lambda"
"486",1998,4138,6912,5836,5370,1264,5628,2354,1737,621,"CD4+CD8-"
"498",1716,2416,7057,6008,5669,1029,5772,2820,2442,986,"CD4+CD8-"
"521",2402,3796,6852,5575,5334,1959,6232,3137,1711,714,"CD4+CD8-"
"526",2199,2053,6932,2199,5936,3790,6124,6494,2238,1325,"CD8+CD4-"
"545",3008,3098,6980,5958,5421,1667,6285,2691,1589,981,"CD4+CD8-"
"546",2695,2193,6761,5888,5637,2291,6604,3318,2337,1168,"CD4+CD8-"
"547",5738,2662,3207,6398,5346,4982,2083,6540,1436,694,"Mature SIg Lambda"
"551",2982,4674,2926,3861,5256,5180,2029,5193,3318,3492,"Monocytes"
"554",2287,2610,3291,4483,5390,3509,3365,3871,4188,7394,"Eosinophils"
"584",2072,1063,7243,5994,5539,2402,4522,2952,2316,1086,"CD4+CD8-"
"587",2905,2801,6297,1856,5871,0,6472,6399,2266,1351,"CD8+CD4-"
"599",1786,3046,6624,2856,5310,3366,6116,5889,1945,1507,"CD8+CD4-"
"613",2480,2459,3402,4808,5477,3291,3809,3883,4363,7697,"Eosinophils"
"618",1719,4200,6963,5826,5521,2149,6309,2816,2081,656,"CD4+CD8-"
"633",4625,5536,3010,6510,5189,4276,3389,5676,1342,662,"Mature SIg Lambda"
"642",2467,2914,3422,4846,5380,3307,3423,3788,3801,7106,"Eosinophils"
"643",2432,2781,6672,1945,5523,1749,5735,6264,1509,731,"CD8+CD4-"
"646",2738,2546,3257,4486,5246,3428,3226,3789,4135,7382,"Eosinophils"
"647",1898,2344,6600,2579,5805,2405,6193,6328,2593,1260,"CD8+CD4-"
"653",5533,3015,3326,6225,5373,6249,3875,4855,1246,694,"Mature SIg Kappa"
"655",2516,2771,6759,5834,5512,2141,6052,3045,1908,944,"CD4+CD8-"
"658",2444,4251,6613,2315,5476,2047,6059,6273,1907,1036,"CD8+CD4-"
"673",1959,1226,6987,5919,5626,2410,6478,2898,2820,1239,"CD4+CD8-"
"698",6577,2487,3127,6516,5356,4316,2358,5086,1552,651,"Mature SIg Lambda"
"706",2127,3999,6985,5699,5566,2039,5841,3248,1788,723,"CD4+CD8-"
"707",1796,2410,6904,5787,5479,964,5946,2565,2443,894,"CD4+CD8-"
"714",1484,1648,6546,1456,5869,2554,6513,6263,2208,1174,"CD8+CD4-"
"741",2285,4680,2390,3777,5548,5444,2753,5310,4545,2778,"Monocytes"
"747",2356,2446,6910,1107,5310,2421,5713,6132,1636,914,"CD8+CD4-"
"765",1894,5010,3075,4055,5798,5359,3189,5616,4811,3017,"Monocytes"
"792",2487,4064,7081,5798,5461,2440,5907,2144,1866,880,"CD4+CD8-"
"796",2368,4480,2607,2502,5350,5215,2292,5220,2984,2729,"Monocytes"
"809",2649,2331,3575,4653,5446,3471,4061,4182,4564,7129,"Eosinophils"
"814",2473,2517,6759,5693,5405,2414,5659,2949,2443,1190,"CD4+CD8-"
"817",2756,3695,6760,2029,5481,2028,6067,6133,1728,1042,"CD8+CD4-"
"820",1604,3252,6747,1624,5572,2877,6089,6213,1820,1190,"CD8+CD4-"
"824",2915,3807,7016,5854,5504,2191,6138,2705,1480,888,"CD4+CD8-"
"838",1806,1083,7008,5935,5658,1761,5316,2615,2403,1330,"CD4+CD8-"
"841",4069,2431,3285,5063,4529,3223,2305,3106,1362,656,"Mature SIg Lambda"
"846",427,2791,7028,1984,5488,2969,6059,6164,1601,958,"CD8+CD4-"
"859",1826,3722,5956,3230,5165,2036,5345,5481,956,659,"CD8+CD4-"
"861",2927,4328,3339,3630,5355,5220,2560,5190,3093,3814,"Monocytes"
"869",1192,3018,7020,5782,5341,2583,6006,2655,1659,911,"CD4+CD8-"
"877",3351,4241,6305,3686,4929,5207,5402,5670,893,1641,"CD8+CD4-"
"881",2773,2617,7059,5970,5604,1682,5980,2239,1635,970,"CD4+CD8-"
"895",4113,5045,3917,4296,5689,5270,2802,5279,3526,4482,"Monocytes"
"898",3029,2864,6763,1805,5590,2368,6766,5864,2572,1047,"CD8+CD4-"
"905",483,2714,6629,5859,5416,1121,6588,2700,2652,737,"CD4+CD8-"
"920",3643,1089,6810,5802,5528,1861,6246,2708,2012,1045,"CD4+CD8-"
"925",2152,4417,6677,5538,5189,1386,6139,1278,1659,685,"CD4+CD8-"
"927",2048,2789,6483,2114,5489,1372,5993,6222,1599,897,"CD8+CD4-"
"932",1861,1348,7162,5954,5567,1063,5835,2462,1941,703,"CD4+CD8-"
"937",1373,2783,6586,5730,5418,2487,6474,2421,2284,1000,"CD4+CD8-"
"938",4222,4401,3622,4252,5581,5106,1712,5152,3213,3410,"Monocytes"
"951",2673,2300,3574,4409,5381,3422,3445,3735,4216,7060,"Eosinophils"
"956",1387,1081,6713,5769,5568,2000,6568,2859,2211,1204,"CD4+CD8-"
"958",3968,2944,4064,4898,5267,3774,4083,4439,2947,7079,"Eosinophils"
"959",2458,2046,3360,4654,5220,3450,3726,3947,4431,7055,"Eosinophils"
"965",1984,3672,7142,5848,5300,1626,5755,2715,1384,737,"CD4+CD8-"
"966",1911,2571,6842,5797,5591,1754,6565,2119,1787,1028,"CD4+CD8-"
"981",5817,3637,2407,6507,5491,4077,3904,6446,1321,633,"Mature SIg Lambda"
"1007",2267,1663,7233,5796,5359,1760,5827,2590,1408,633,"CD4+CD8-"
"1012",2594,3927,6435,3037,5784,3429,6274,6367,2337,2147,"CD8+CD4-"
"1014",2608,3226,6903,5843,5611,1170,6299,2744,1543,754,"CD4+CD8-"
"1025",2440,5156,1700,3417,5641,5332,2461,5316,5636,2466,"Monocytes"
"1037",2093,2929,7074,6011,5647,1626,5753,2892,2139,1341,"CD4+CD8-"
"1061",1926,2675,6983,5865,5538,2046,6272,1638,2329,1114,"CD4+CD8-"
"1065",1515,1366,6742,5778,5434,2058,5509,2394,1576,740,"CD4+CD8-"
"1085",3049,3067,7156,5866,5677,2007,5854,2515,2131,1309,"CD4+CD8-"
"1092",1944,2247,7070,1013,5910,4076,6076,6498,2020,1441,"CD8+CD4-"
"1099",3557,4101,3418,3932,5419,5112,2077,5136,3819,3098,"Monocytes"
"1105",5642,2370,3468,5919,5250,3770,2759,5043,1425,997,"Mature SIg Lambda"
"1108",840,4012,6594,5594,5401,2177,5642,2670,2090,967,"CD4+CD8-"
"1116",2276,2900,5290,1713,4359,2960,4691,3806,957,837,"TCRgd-"
"1124",3970,3128,3519,5542,4813,3984,2507,4883,1350,986,"Mature SIg Lambda"
"1139",1114,4403,6763,2407,5441,2863,5952,6083,1873,1020,"CD8+CD4-"
"1149",2104,4710,7181,5961,5519,2213,6014,1448,1758,763,"CD4+CD8-"
"1158",2097,1848,6731,4162,5515,174,5807,5946,1744,737,"CD8+CD4-"
"1160",2887,2536,7167,5833,5394,1779,6442,2790,1871,975,"CD4+CD8-"
"1164",2942,4287,3175,3886,5503,5506,2358,5420,3921,3609,"Monocytes"
"1165",2444,3073,3420,4667,5475,3970,4457,4210,4320,7238,"Eosinophils"
"1169",1963,2630,6392,5745,5501,1636,6508,2207,2016,1233,"CD4+CD8-"
"1177",2498,4579,6795,5882,5453,3291,6179,3259,1409,1075,"CD4+CD8-"
"1179",1365,1180,6831,6003,5638,1265,5957,3005,2068,916,"CD4+CD8-"
"1187",2846,1961,6470,2209,5304,1580,5827,6033,1771,659,"CD8+CD4-"
"1189",2449,2739,6954,5925,5494,2532,6343,1617,1895,849,"CD4+CD8-"
"1198",2375,2765,6325,5863,5475,2298,5432,2432,2187,1290,"CD4+CD8-"
"1202",2057,3053,3229,4330,5271,2915,3446,3770,4125,6932,"Eosinophils"
"1207",2142,1992,7021,5657,5493,1582,5570,2419,1446,760,"CD4+CD8-"
"1210",2261,2296,3447,4362,5291,3174,3374,3890,4249,6991,"Eosinophils"
"1215",5615,3763,2514,6427,5284,4226,2574,6159,1388,749,"Mature SIg Lambda"
"1244",1364,1644,6416,2314,5730,527,6342,6269,2068,1293,"CD8+CD4-"
"1251",4796,2570,2547,5637,4728,3851,2665,2616,1340,1094,"Mature SIg Kappa"
"1252",4627,4404,2788,5781,5208,5611,3710,5454,1522,662,"Mature SIg Kappa"
"1255",1966,1459,6492,5783,5577,2965,6553,2135,2153,860,"CD4+CD8-"
"1258",2752,4132,2764,3612,5510,5352,3157,5595,5048,2748,"Monocytes"
"1260",2072,3414,6785,2418,5519,1265,6080,6209,1878,992,"CD8+CD4-"
"1262",3168,4323,7164,5870,5458,1862,6005,2399,2150,863,"CD4+CD8-"
"1266",2561,3435,6733,1957,5451,2419,5926,6044,1456,731,"CD8+CD4-"
"1284",3118,1119,6860,5934,5668,2181,6315,3022,1682,863,"CD4+CD8-"
"1290",3705,1283,6615,6070,5784,2065,6900,1977,2412,1525,"CD4+CD8-"
"1303",5184,1770,2531,5960,4783,5821,2566,3397,3124,769,"Mature SIg Kappa"
"1308",2175,2504,6421,5802,5705,2010,6609,2578,2267,914,"CD4+CD8-"
"1316",1778,1470,7105,5896,5486,1497,6620,3081,2400,1155,"CD4+CD8-"
"1336",2827,3881,7034,5916,5674,1812,5937,3007,1795,1190,"CD4+CD8-"
"1343",1639,4812,7001,5730,5371,1880,6088,1512,1555,554,"CD4+CD8-"
"1344",2167,2868,6621,1995,5597,2762,6038,6282,1895,911,"CD8+CD4-"
"1345",3105,2861,3891,4783,5393,3906,4230,4233,3504,7983,"Eosinophils"
"1357",4339,3081,3642,4844,5402,3798,4037,4175,4518,7353,"Eosinophils"
"1360",5859,2727,2517,5925,5441,5603,3597,4106,1968,894,"Mature SIg Kappa"
"1367",1919,4993,2132,3808,5470,5189,3406,5032,2784,2657,"Monocytes"
"1375",2050,3597,6915,5710,5328,1898,5948,2359,2050,659,"CD4+CD8-"
"1380",2866,4599,6887,5923,5434,1942,5852,2826,1766,800,"CD4+CD8-"
"1390",2087,4700,7246,5843,5393,1809,5922,2937,1985,774,"CD4+CD8-"
"1391",3342,4937,3298,4862,5732,5372,2915,5688,5097,2591,"Monocytes"
"1396",1864,4723,7351,5902,5423,2083,5719,2644,1341,863,"CD4+CD8-"
"1397",3059,2560,6764,5869,5473,936,6386,2775,2340,774,"CD4+CD8-"
"1404",3067,4823,3240,4089,5785,5238,2263,5419,4949,3041,"Monocytes"
"1415",2781,4180,6781,5874,5392,1956,5979,2525,1463,656,"CD4+CD8-"
"1422",1632,4650,7300,5819,5343,2564,5537,2071,1511,677,"CD4+CD8-"
"1424",1799,3586,6895,629,5505,2014,6091,6267,1628,888,"CD8+CD4-"
"1425",2503,3957,6740,5635,5291,2377,5878,1933,1443,925,"CD4+CD8-"
"1429",3605,1128,6967,5896,5616,1983,6565,2781,1556,1020,"CD4+CD8-"
"1431",1220,3176,6800,5814,5479,1813,6464,2651,1976,1047,"CD4+CD8-"
"1433",3628,4306,2684,4755,5457,4987,3202,5504,3565,3507,"Monocytes"
"1436",1706,1761,6906,5888,5640,1818,6173,2672,2275,1014,"CD4+CD8-"
"1449",5422,3426,2975,6043,4591,5612,3576,4375,1364,1176,"Mature SIg Kappa"
"1453",2778,4234,2832,3470,5268,5391,3356,5374,3766,4049,"Monocytes"
"1456",6009,3865,3165,6660,4799,6445,4293,6058,1019,1231,"Mature SIg Kappa"
"1465",3286,2633,6746,2143,5770,1584,6275,6253,2162,1412,"CD8+CD4-"
"1478",1887,1813,7149,5828,5524,2129,5647,2344,2185,866,"CD4+CD8-"
"1483",5641,2481,3198,6284,4856,3544,2981,5913,1709,981,"Mature SIg Lambda"
"1486",2516,4431,2931,3933,5412,5447,3014,5237,3676,3415,"Monocytes"
"1500",2752,2640,3520,4859,5536,3603,3965,4254,4237,8074,"Eosinophils"
"1501",3658,1543,6809,5863,5385,2087,6316,1603,1976,757,"CD4+CD8-"
"1524",1247,3514,6518,5866,5493,1907,6586,1948,1871,1217,"CD4+CD8-"
"1534",5761,4304,2541,6423,5122,4316,5014,5689,1416,604,"Mature SIg Lambda"
"1538",5490,3040,2738,6063,5257,4593,2610,5089,1530,569,"Mature SIg Lambda"
"1545",1753,2697,6623,4601,5513,2701,6069,6346,2562,1410,"CD8+CD4-"
"1552",5084,2795,2560,5650,5059,5403,1720,4859,1241,442,"Mature SIg Kappa"
"1584",1690,2776,6944,5533,5331,1716,5594,2945,1439,685,"CD4+CD8-"
"1599",1224,3474,6674,5786,5606,1769,6479,2396,1811,1097,"CD4+CD8-"
"1602",2198,2352,6737,5741,5383,2034,6394,2461,3415,789,"CD4+CD8-"
"1603",2908,4718,2506,3488,5495,5367,2535,5314,5107,3262,"Monocytes"
"1612",2380,2466,6931,5879,5557,1416,5874,2371,2168,1105,"CD4+CD8-"
"1623",6330,2945,3000,6878,5611,6054,1368,4233,2468,1341,"Mature SIg Kappa"
"1626",2238,4251,2896,3805,5729,5440,3406,5543,2852,3642,"Monocytes"
"1641",1890,3792,7065,6018,5730,1579,6173,2753,1620,834,"CD4+CD8-"
"1642",2537,3552,6522,2858,5113,3795,5524,5034,1781,1520,"CD8+CD4-"
"1647",2466,1030,7080,5671,5464,744,5591,3079,2461,1130,"CD4+CD8-"
"1649",1700,1903,7080,5985,5653,2678,5412,2865,1789,1346,"CD4+CD8-"
"1657",1716,2770,6800,1382,5492,2746,6204,5960,2301,1011,"CD8+CD4-"
"1677",1802,4079,7175,5806,5460,524,6036,2560,1413,653,"CD4+CD8-"
"1682",2668,4953,2001,3463,5302,5561,3540,5627,3566,3776,"Monocytes"
"1693",3158,1442,6973,5840,5527,1586,6110,2151,1674,1064,"CD4+CD8-"
"1713",1306,4263,7331,5954,5442,2585,6199,2518,1563,891,"CD4+CD8-"
"1723",5593,2961,2909,5670,5225,5819,3464,3844,1830,774,"Mature SIg Kappa"
"1737",2404,2658,3708,4905,5538,3862,4279,4023,4343,8018,"Eosinophils"
"1758",1588,1230,7128,5885,5499,927,5547,3564,2222,1193,"CD4+CD8-"
"1761",2354,5565,6072,1864,4786,3871,5180,3980,1815,1549,"TCRgd-"
"1764",2952,3879,6974,5847,5359,1476,5675,2373,1536,475,"CD4+CD8-"
"1766",1885,4378,3456,4926,5663,5484,3209,5509,4150,4203,"Monocytes"
"1772",2604,3346,7091,5799,5446,2343,6131,838,1866,651,"CD4+CD8-"
"1776",2861,3798,6889,5826,5500,1870,5815,3086,1786,1042,"CD4+CD8-"
"1793",2465,3489,3731,4958,5611,3963,4484,4272,3674,8191,"Eosinophils"
"1820",1857,924,7096,5566,5112,2433,5212,2714,1208,589,"CD4+CD8-"
"1825",1435,3602,6841,1825,5704,1278,6070,6377,1943,1116,"CD8+CD4-"
"1833",2122,2932,3238,4638,5329,3306,3812,4136,3994,6684,"Eosinophils"
"1834",1654,1761,6889,6030,5632,2730,6280,4006,2195,1225,"CD4+CD8-"
"1835",5548,2423,2681,5634,4902,5788,1148,5019,1297,528,"Mature SIg Kappa"
"1836",801,3754,6526,5859,5655,2179,7071,2795,2403,1138,"CD4+CD8-"
"1839",1836,2556,6656,5910,5533,2326,6204,2235,1563,1127,"CD4+CD8-"
"1845",2316,4460,7372,5989,5599,1704,6021,2851,1831,1020,"CD4+CD8-"
"1849",2193,3206,6644,5849,5397,1879,6179,3371,1631,894,"CD4+CD8-"
"1851",1547,3784,6892,5867,5450,2020,6103,2200,1562,677,"CD4+CD8-"
"1859",1024,2605,6689,1669,5899,675,5567,6303,2150,1130,"CD8+CD4-"
"1860",1543,2453,6479,5719,5313,3272,6555,3785,2045,1220,"CD4+CD8-"
"1863",2529,2572,2639,4350,5328,3528,3817,3939,4191,7204,"Eosinophils"
"1880",3141,2800,6896,1737,5504,2214,5981,5786,1899,947,"CD8+CD4-"
"1881",1517,4228,6354,5980,5531,2087,5949,2546,1463,697,"CD4+CD8-"
"1894",2025,3400,6767,2617,5855,2311,5614,6269,1971,1386,"CD8+CD4-"
"1905",2439,4319,2488,4726,5490,5229,2866,5198,3190,3677,"Monocytes"
"1912",749,2292,7006,2009,5560,1968,6357,6308,1917,1031,"CD8+CD4-"
"1923",1264,1724,6626,2111,5791,3425,6303,6459,2130,1290,"CD8+CD4-"
"1925",440,2799,6585,5751,5630,1368,6369,2704,2176,1252,"CD4+CD8-"
"1934",1551,1799,6884,5910,5666,1729,5811,2860,2030,1056,"CD4+CD8-"
"1945",1732,1218,7100,6041,5578,2735,5171,3083,2004,1325,"CD4+CD8-"
"1959",2317,1447,7122,5862,5506,1597,5632,1868,2185,774,"CD4+CD8-"
"1961",2307,2243,3293,4779,5460,3777,4262,4249,4186,8191,"Eosinophils"
"1969",5818,3828,2779,6107,5206,3591,2001,4478,1051,554,"Mature SIg Lambda"
"1970",3378,4499,3442,4527,5353,5163,2385,5156,3263,3981,"Monocytes"
"1974",4053,4530,4643,4156,4804,5248,4288,4148,1109,1473,"Mature SIg Kappa"
"1978",1963,4189,6757,1014,5522,2338,6245,6232,2040,874,"CD8+CD4-"
"1989",1437,2905,6638,1662,5529,1162,5692,6125,1787,789,"CD8+CD4-"
"1998",2161,2954,6822,754,5401,2143,6084,6127,1485,871,"CD8+CD4-"
"2001",2922,4163,3062,3733,5369,5290,3388,5339,3547,4763,"Monocytes"
"2012",3261,2990,6824,5857,5485,1896,6389,1747,2501,880,"CD4+CD8-"
"2051",1677,1731,6558,5594,5458,1122,6012,2889,1903,1031,"CD4+CD8-"
"2056",2743,2456,6817,5693,5447,1951,5939,2670,1393,662,"CD4+CD8-"
"2070",2889,2781,7263,2093,5664,1845,5943,6184,2261,1092,"CD8+CD4-"
"2071",3709,5317,7014,5733,5280,1706,6071,2031,1457,794,"CD4+CD8-"
"2074",2961,4476,6951,5849,5429,1442,6258,2133,1414,789,"CD4+CD8-"
"2083",677,340,6962,5824,5445,2635,6171,2481,2648,1130,"CD4+CD8-"
"2093",1694,3411,3382,4620,5485,3605,4094,3944,5258,8191,"Eosinophils"
"2101",2841,4307,2363,2842,5371,5385,1338,5235,5375,2451,"Monocytes"
"2129",3388,3380,3781,4787,5462,3845,4201,4395,3281,7072,"Eosinophils"
"2131",5721,4194,2694,6294,5431,7031,2838,6087,1650,708,"Mature SIg Kappa"
"2165",3405,1205,6792,5853,5613,2311,6512,2880,2057,1146,"CD4+CD8-"
"2170",1065,2759,6733,5804,5516,2343,5580,3071,2238,1179,"CD4+CD8-"
"2176",1543,2374,6888,5973,5604,2355,6193,2908,2473,1166,"CD4+CD8-"
"2177",2083,3776,7051,5866,5244,2188,6402,2866,2169,1567,"CD4+CD8-"
"2178",2550,2635,2206,4445,5279,3393,3579,3680,4097,6989,"Eosinophils"
"2189",1767,2593,3269,4482,5340,3463,3749,4046,4449,7347,"Eosinophils"
"2197",3175,2813,3809,4770,5485,3749,3462,4203,4271,7671,"Eosinophils"
"2237",5836,3145,2466,6219,4844,5686,2939,4298,1524,763,"Mature SIg Kappa"
"2239",1924,1090,6710,6023,5804,2189,6540,1733,2156,1187,"CD4+CD8-"
"2264",2294,1637,6777,629,5729,2839,5835,6224,2339,1092,"CD8+CD4-"
"2277",1325,3294,6713,2351,5391,951,5952,6176,1592,871,"CD8+CD4-"
"2278",1895,3205,6927,5869,5582,2111,6611,2785,2499,1127,"CD4+CD8-"
"2280",2378,2042,7121,5708,5373,1625,5332,3022,1827,760,"CD4+CD8-"
"2282",3187,3264,5119,4608,5529,5113,2969,5824,3255,3041,"Monocytes"
"2285",1154,4396,7187,5781,5339,2118,5933,2312,1834,972,"CD4+CD8-"
"2296",1596,1552,7018,5939,5541,1069,5988,2641,1563,950,"CD4+CD8-"
"2309",1990,2464,6550,5930,5747,1706,6676,3377,2097,1354,"CD4+CD8-"
"2330",2224,4121,7282,6088,5650,1590,5771,2459,1718,956,"CD4+CD8-"
"2335",3062,4791,3952,3523,5388,5389,1730,5557,5169,2382,"Monocytes"
"2338",6287,2483,3168,6667,5456,5945,3753,3398,1814,1327,"Mature SIg Kappa"
"2350",2074,2961,6601,1403,5419,2785,5877,6190,1513,754,"CD8+CD4-"
"2369",2575,975,6820,6092,5673,2188,6472,3027,2497,1196,"CD4+CD8-"
"2378",1329,3058,6974,6003,5687,2088,6275,2795,2137,1309,"CD4+CD8-"
"2388",2816,1098,7071,5996,5511,2709,6513,2860,1816,897,"CD4+CD8-"
"2391",1694,3468,6795,5751,5558,1494,6546,2471,2525,888,"CD4+CD8-"
"2395",2817,2593,6820,1698,5758,2963,5549,6302,2281,1407,"CD8+CD4-"
"2398",1473,1862,7098,5681,5294,2168,5666,1977,1658,734,"CD4+CD8-"
"2399",2111,3432,7052,6083,5809,2166,6350,3081,2225,1674,"CD4+CD8-"
"2402",2165,2165,3372,4898,5487,3759,3948,4062,4219,8191,"Eosinophils"
"2405",1051,2950,7082,6054,5629,2217,6471,2665,2172,1138,"CD4+CD8-"
"2406",1990,2225,6359,4104,5467,1807,5248,6110,1557,1083,"CD8+CD4-"
"2409",1848,2527,2727,4743,5425,3552,3917,3947,4027,6844,"Eosinophils"
"2417",1907,5768,7250,5496,5231,2303,6158,3049,1536,997,"CD4+CD8-"
"2418",1865,1950,6835,1842,5651,1931,5371,6409,2015,1530,"CD8+CD4-"
"2424",3343,1812,7348,5787,5394,2017,5582,1475,1540,645,"CD4+CD8-"
"2429",1292,2789,6972,5703,5372,2664,6004,2746,1698,829,"CD4+CD8-"
"2431",2136,5133,6908,5600,4982,1281,5900,2452,1160,659,"CD4+CD8-"
"2433",2213,3981,7179,5886,5647,2134,5624,2148,1540,726,"CD4+CD8-"
