"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"258",879,4109,7418,6030,5740,1470,6107,2471,1948,1098,"CD4+CD8-"
"261",2008,3631,7179,5747,5396,979,6050,838,1464,801,"CD4+CD8-"
"266",2474,4538,1858,4092,5005,3863,1636,4372,2370,2749,"Monocytes"
"267",2478,5063,1713,4254,5162,4427,2670,5040,2715,3324,"Monocytes"
"270",3022,5162,1538,3557,5050,4738,1224,5293,3098,2621,"Monocytes"
"271",628,2635,6751,5919,5548,965,6568,2489,1960,1089,"CD4+CD8-"
"273",2403,4506,1622,4211,4697,4335,1351,4914,2812,2505,"Monocytes"
"277",2595,4772,1274,3926,5135,4469,2053,5031,3562,2556,"Monocytes"
"280",1735,3727,7276,5943,5415,1352,5985,2741,1389,826,"CD4+CD8-"
"287",1894,2834,6780,5439,5241,1782,5153,2450,1093,631,"CD4+CD8-"
"291",2461,5256,734,4051,4959,4535,2635,5224,3006,2337,"Monocytes"
"292",2508,4490,3011,4301,5054,4134,1791,4819,2713,2616,"Monocytes"
"293",2509,5916,1158,1838,5498,4050,1854,3739,1968,1413,"CD56dim"
"295",1652,2819,6800,5899,5526,2212,6818,2747,1799,953,"CD4+CD8-"
"297",6118,4698,1465,6311,5402,5884,1711,5684,1512,894,"Mature SIg Kappa"
"298",2057,4478,2470,4842,4896,3975,2651,4272,2743,3220,"Monocytes"
"299",2113,2420,7221,5710,5447,1369,6405,2343,1199,925,"CD4+CD8-"
"300",2205,3913,1654,1970,5653,5112,1334,4177,1919,1122,"CD56dim"
"301",1518,839,6859,5886,5644,1866,6823,2543,2242,1234,"CD4+CD8-"
"302",986,3376,7064,4433,5758,1383,6087,6318,1682,1180,"CD8+CD4-"
"303",2789,4814,2527,3975,5004,4363,2133,4857,2645,3122,"Monocytes"
"307",1700,5048,6934,1870,5641,2420,5665,5985,1379,1098,"CD8+CD4-"
"308",1461,770,7234,936,5549,1641,6151,6299,1690,939,"CD8+CD4-"
"313",2217,827,7049,5743,5413,1077,6237,783,1737,683,"CD4+CD8-"
"320",3447,2234,6886,5989,5573,1524,6614,2390,1804,1188,"CD4+CD8-"
"323",1507,4684,3327,4365,5089,4737,2217,5220,3148,2458,"Monocytes"
"326",3246,2362,7039,400,5490,2579,6027,6365,1526,1017,"CD8+CD4-"
"328",5723,3799,2846,6492,5440,2553,2692,6030,1392,875,"Mature SIg Lambda"
"332",2305,4880,2031,3722,5062,4398,2154,4839,2846,3200,"Monocytes"
"333",3492,4076,7261,5928,5446,2233,6473,2328,1502,948,"CD4+CD8-"
"341",2083,2973,7451,5902,5607,1444,6130,2424,1438,651,"CD4+CD8-"
"343",2230,3807,3614,4375,5303,3443,3676,4153,3929,6844,"Eosinophils"
"348",1446,4647,7507,5660,5605,1385,5237,2770,1240,832,"CD4+CD8-"
"349",2088,4282,1432,4251,5185,4178,2480,4834,3338,3132,"Monocytes"
"356",1723,3900,1476,1233,4894,4091,1777,5161,1676,815,"CD56dim"
"359",2166,4950,1448,3842,5022,4449,1994,4978,3019,2697,"Monocytes"
"362",6275,3373,1902,6609,5531,5911,592,2413,1378,942,"Mature SIg Kappa"
"367",2416,3930,7286,5799,5248,1404,6046,995,1057,729,"CD4+CD8-"
"369",2277,865,7260,6060,5540,1651,6278,2447,1885,1161,"CD4+CD8-"
"370",2475,2921,2919,4448,5363,3460,3144,4107,4184,6271,"Eosinophils"
"375",2596,3932,3110,4380,5144,3315,3689,4288,4090,7058,"Eosinophils"
"383",1980,5019,1810,3598,5092,4153,2929,4777,2753,3266,"Monocytes"
"385",2024,3460,2176,3727,5509,3828,2489,4456,3215,2579,"Monocytes"
"388",1716,3552,7059,4506,5743,2206,5493,6420,1619,1185,"CD8+CD4-"
"391",5702,4226,684,6345,5164,5083,2135,2381,1512,1065,"Mature SIg Kappa"
"392",2137,3293,7224,5729,5392,1157,5788,2601,1775,889,"CD4+CD8-"
"399",847,3829,7288,5715,5399,1938,6120,2235,1451,981,"CD4+CD8-"
"400",2192,3564,7394,5788,5358,1021,5829,1854,1209,843,"CD4+CD8-"
"404",1633,2807,6591,2105,5490,2407,4766,5714,1509,1012,"CD8+CD4-"
"405",2073,3368,1900,4451,4756,3780,2479,4418,2986,2933,"Monocytes"
"406",5984,3507,2593,6842,5267,5847,2284,995,1458,772,"Mature SIg Kappa"
"408",2165,2514,6680,5799,5387,1340,5571,2325,1136,858,"CD4+CD8-"
"409",2583,5943,1288,2547,5453,5692,1870,1366,2004,1357,"CD56dim"
"414",435,2743,6995,5966,5694,1992,6565,1494,1521,925,"CD4+CD8-"
"421",1440,4006,6855,5949,5384,1551,6075,1787,1323,775,"CD4+CD8-"
"427",2604,5759,2178,2408,5618,5122,2116,5593,2080,1489,"CD56dim"
"429",2012,5246,1507,3380,4940,4187,2089,4997,2999,3416,"Monocytes"
"430",2528,4539,7284,5839,5347,1282,6091,1401,1355,860,"CD4+CD8-"
"432",2697,6043,1085,1899,5596,3476,1761,3434,1946,1588,"CD56dim"
"437",2245,3158,2829,4106,5192,3234,3155,3884,3738,6369,"Eosinophils"
"438",2602,3822,3311,4242,5237,3151,3283,3750,3662,5838,"Eosinophils"
"439",2670,2805,6946,5363,5112,2536,5664,2233,1019,625,"CD4+CD8-"
"441",1026,3787,6906,914,5375,1559,6129,6400,1209,951,"CD8+CD4-"
"448",2258,5105,1539,2601,5509,5264,2231,2883,1732,1040,"CD56dim"
"451",2044,4684,1848,4255,5277,4398,2837,5006,3360,2385,"Monocytes"
"453",953,4594,6860,5492,5134,2257,6187,2472,1137,619,"CD4+CD8-"
"454",5483,4096,1554,6605,5492,5778,1974,2793,1339,741,"Mature SIg Kappa"
"455",2570,5232,2230,1105,5536,4554,2696,2935,1806,1344,"CD56dim"
"458",2530,5480,631,3826,4843,4261,2207,4926,2744,3297,"Monocytes"
"460",2245,3228,6969,5920,5479,1978,6094,2328,1481,781,"CD4+CD8-"
"462",2914,2128,7161,1566,5561,1194,5647,5668,1562,903,"CD8+CD4-"
"464",2535,4709,7260,5776,5240,1468,5858,1528,1159,815,"CD4+CD8-"
"465",1952,2178,6801,1832,4817,4504,5152,6002,1492,1098,"CD8+CD4-"
"471",2227,4033,6893,5673,5491,1718,6463,2110,1322,829,"CD4+CD8-"
"484",2421,2489,6520,1857,5518,3663,4874,5953,1612,962,"CD8+CD4-"
"485",2533,4797,2649,4186,5175,4289,2354,4984,2662,3146,"Monocytes"
"487",2610,4245,6958,5594,5428,1461,6120,2058,1469,726,"CD4+CD8-"
"489",2383,4501,2284,3900,4952,4608,2321,5052,2865,2638,"Monocytes"
"494",2634,3913,3165,4499,5390,3504,3827,4319,4072,7105,"Eosinophils"
"502",2660,3409,1739,3762,5284,2928,2279,3868,2390,1856,"Monocytes"
"503",1700,3389,7036,5779,5321,1561,6186,2531,1374,795,"CD4+CD8-"
"505",2783,4579,7007,1980,5377,1319,5635,6149,1269,798,"CD8+CD4-"
"509",2640,3732,2620,4054,5024,4330,1830,4717,3056,2556,"Monocytes"
"510",2656,3695,6946,5671,5362,1619,6383,941,1252,786,"CD4+CD8-"
"513",2060,4263,2377,4028,4675,3927,2726,4587,2137,3216,"Monocytes"
"514",2511,3250,6708,1839,5274,2323,6128,5991,1711,894,"CD8+CD4-"
"516",1924,3138,2869,4382,5408,3132,3548,4145,4162,6320,"Eosinophils"
"517",1684,1907,7001,5810,5413,1437,5920,1978,1869,1117,"CD4+CD8-"
"529",1682,2544,7153,5902,5454,1263,6248,2203,1481,1048,"CD4+CD8-"
"531",2847,3713,3066,4295,5259,3281,3604,3725,3946,6529,"Eosinophils"
"534",2226,2667,2463,4110,5063,3124,3721,3992,3643,6689,"Eosinophils"
"537",2578,1630,7203,4905,5769,2409,5765,6148,2446,920,"CD8+CD4-"
"544",2135,4658,1926,2186,5513,5351,1449,4796,2076,1333,"CD56dim"
"548",2044,4593,1954,3953,5064,4218,2162,4661,2953,2849,"Monocytes"
"550",2135,4599,7344,5793,5241,1321,5932,1988,1460,942,"CD4+CD8-"
"551",2096,5128,1666,3393,4896,4375,2339,5023,2911,2556,"Monocytes"
"555",3338,3281,7099,6051,5705,1365,5464,2327,1829,1301,"CD4+CD8-"
"558",1812,4556,2406,3591,4909,4043,1974,4719,2707,3218,"Monocytes"
"560",2052,5088,6993,5785,5336,1149,6439,1914,1352,1114,"CD4+CD8-"
"562",5286,5990,1095,7096,6075,3812,4115,7302,1630,903,"Mature SIg Lambda"
"563",1672,5395,1902,2176,5599,5522,1769,3627,1934,1193,"CD56dim"
"573",1849,5942,1232,1566,5429,5257,1263,5208,1861,1365,"CD56dim"
"574",2307,2183,7035,5859,5480,2145,5394,2556,1370,883,"CD4+CD8-"
"575",1617,109,7260,5773,5590,1380,5575,1842,1872,1215,"CD4+CD8-"
"578",2713,3247,3418,4675,5488,3541,3980,4253,3613,7101,"Eosinophils"
"579",1210,4528,7111,5799,5325,1253,6011,2319,1398,778,"CD4+CD8-"
"584",2273,4528,2173,4432,5360,4818,2669,5098,3229,2693,"Monocytes"
"585",1069,3950,7399,5865,5425,814,5930,2203,1257,778,"CD4+CD8-"
"591",1965,5407,2911,1750,5622,5036,1308,2527,2101,1549,"CD56dim"
"595",2355,2327,1837,2219,5439,5023,1805,3686,1959,1144,"CD56dim"
"597",6089,6537,0,6877,5652,3090,6170,6687,1994,1804,"Mature SIg Lambda"
"601",3140,5904,1542,2479,5663,5435,1322,5094,2007,1588,"CD56dim"
"608",3097,3478,3211,4556,5300,3693,4150,4248,4035,6559,"Eosinophils"
"610",2195,5024,1422,4230,4753,3530,2528,4326,2692,2759,"Monocytes"
"614",2889,2159,7264,5849,5421,2121,5824,730,1386,863,"CD4+CD8-"
"619",1980,4693,1823,4097,5153,4550,1572,5172,3208,2471,"Monocytes"
"621",3240,3137,3713,4414,5111,3639,3554,4047,4666,7199,"Eosinophils"
"626",2010,4554,1699,4045,4921,4391,2870,4941,2719,2734,"Monocytes"
"629",882,3575,7356,5839,5377,1639,6532,2500,1778,1128,"CD4+CD8-"
"630",2278,5170,1861,4283,4961,4222,2426,4696,2542,2908,"Monocytes"
"633",1870,5259,1040,1622,5455,6123,2007,4816,2266,1389,"CD56bright"
"638",2281,4931,2922,3750,5119,4305,2330,4935,3235,2785,"Monocytes"
"639",1951,3617,3609,4075,5095,3108,3453,3787,3535,6012,"Eosinophils"
"640",2134,4457,2307,4047,5068,4420,2379,4795,2359,2859,"Monocytes"
"648",1958,4896,2266,4191,5000,3888,2175,4731,2589,3332,"Monocytes"
"653",1888,5726,446,2546,5423,5182,2156,3146,1852,1476,"CD56dim"
"657",2337,3643,6849,5791,5221,1623,5742,2036,1129,732,"CD4+CD8-"
"658",2352,4021,7133,1902,5483,1008,5839,6064,1470,835,"CD8+CD4-"
"663",2838,5293,1154,4078,4890,4671,1201,5156,2727,2727,"Monocytes"
"675",1996,4372,2195,3722,5506,4229,2391,4578,3125,2309,"Monocytes"
"678",1882,2548,6817,1687,5352,1708,5651,6310,1288,860,"CD8+CD4-"
"683",2310,4375,3049,3914,5037,4284,2000,4840,2738,2489,"Monocytes"
"684",5217,3544,1824,6374,5233,5583,2073,2663,1600,1218,"Mature SIg Kappa"
"685",6286,4977,1141,6661,5703,5134,4040,5616,1565,1062,"Mature SIg Kappa"
"686",2351,4644,3340,3432,4640,4698,2689,5144,2896,2671,"Monocytes"
"688",3208,2657,6879,5812,5665,1624,6729,1357,1324,1089,"CD4+CD8-"
"689",776,3134,6676,5647,5390,1974,6210,2607,1490,812,"CD4+CD8-"
"690",1295,4029,7126,5785,5138,1437,5726,2861,1316,838,"CD4+CD8-"
"692",2689,5303,1721,1938,5625,4154,1740,3593,1833,1264,"CD56dim"
"701",2597,3212,3297,4233,5279,3216,3290,3954,3440,6555,"Eosinophils"
"703",2590,2149,6702,1274,5696,4823,4615,6002,2231,1341,"CD8+CD4-"
"705",1714,2671,1731,2334,5620,5042,2626,3407,1763,1296,"CD56dim"
"716",479,1327,6884,6098,5631,1899,6760,2567,1890,1237,"CD4+CD8-"
"718",2121,4643,1764,1637,5584,4609,2222,2914,1803,1131,"CD56dim"
"719",1787,3510,2944,4219,5220,3294,3647,4020,4213,6275,"Eosinophils"
"720",896,3957,7179,5976,5721,1390,6514,2430,1812,1191,"CD4+CD8-"
"721",1079,1316,6852,4146,5592,2473,5912,6220,1438,973,"CD8+CD4-"
"725",2484,3018,3240,4219,5376,3072,3870,3999,4236,6108,"Eosinophils"
"726",2157,2464,7226,5718,5429,1130,6180,2709,1714,903,"CD4+CD8-"
"729",3141,4553,6876,1201,5251,1941,5935,6219,1109,671,"CD8+CD4-"
"731",6201,3744,1149,6767,5542,3955,1792,6749,1606,1087,"Mature SIg Lambda"
"732",3902,3407,3148,4730,5279,3611,4196,4293,3945,6821,"Eosinophils"
"733",2809,3535,3291,4556,5338,3425,3436,4358,3931,6777,"Eosinophils"
"735",2658,5568,1003,1000,5576,5253,1080,5080,2034,1331,"CD56dim"
"737",2839,3230,6758,5908,5528,1892,6501,2497,1531,1447,"CD4+CD8-"
"743",2105,2406,6597,2895,5490,2202,4994,6004,1453,1092,"CD8+CD4-"
"745",1831,2005,6449,3174,5573,4562,4970,5712,1512,1125,"CD8+CD4-"
"746",1893,3446,6730,5738,5373,1255,6789,303,1874,860,"CD4+CD8-"
"747",1961,4982,1636,1799,5558,5346,2384,3345,1984,1215,"CD56dim"
"750",2197,5796,983,2286,5329,4530,2172,3153,2022,1301,"CD56dim"
"752",2270,4094,7045,1659,5455,1818,5924,6288,1397,1076,"CD8+CD4-"
"753",2257,3091,1391,4449,4973,4573,1999,4936,2667,2826,"Monocytes"
"754",2433,5369,1074,2553,5461,5424,1763,5810,1864,1212,"CD56dim"
"755",2264,4531,1894,3658,5090,4216,2570,4898,2722,2176,"Monocytes"
"756",2258,4761,1537,4295,4852,3888,3020,4542,2418,3180,"Monocytes"
"758",2211,4868,2459,3195,4811,3974,2527,4549,1623,2426,"Monocytes"
"759",1774,4268,1536,1671,5541,5023,1766,2776,1906,1120,"CD56dim"
"760",3106,3402,6915,1515,5481,1610,5774,6381,1516,976,"CD8+CD4-"
"762",1654,4605,2159,3581,4718,3883,2454,4522,1987,3315,"Monocytes"
"765",1827,3523,7237,5857,5571,2178,6427,2090,1514,891,"CD4+CD8-"
"770",2297,4808,1045,3960,5079,4366,2583,4830,3079,2364,"Monocytes"
"775",2116,5112,1442,3872,4815,4516,1704,5032,2963,3154,"Monocytes"
"780",1531,2202,7171,2400,5700,4894,4342,6219,1627,995,"CD8+CD4-"
"781",1691,1865,7226,6001,5465,2197,5701,2056,1427,945,"CD4+CD8-"
"782",2194,4604,2872,3804,5040,4500,1923,4874,2764,2634,"Monocytes"
"783",1848,5133,914,3643,5252,4735,2500,5247,3047,3044,"Monocytes"
"788",2217,3040,2034,4212,5624,3340,2949,4323,3119,2383,"Monocytes"
"789",1833,5093,7248,5749,5209,1909,6385,2409,1604,637,"CD4+CD8-"
"792",2077,3912,6746,5617,5123,990,5826,1695,1321,668,"CD4+CD8-"
"794",2423,3595,3165,4141,5194,2899,3050,3720,4117,6360,"Eosinophils"
"799",3485,3275,3731,4412,5552,4006,5043,4781,2929,2185,"Monocytes"
"806",2302,3117,3053,4473,5256,3310,3652,4036,4249,6578,"Eosinophils"
"812",1979,4674,1810,4623,4976,4043,2606,4620,1980,3646,"Monocytes"
"813",2149,1343,7259,669,5427,2356,6169,6060,1619,863,"CD8+CD4-"
"815",6803,3716,1115,7256,5669,5900,1867,4113,1888,1147,"Mature SIg Kappa"
"818",879,863,7043,5796,5436,3428,6424,3767,1823,1172,"CD4+CD8-"
"819",2217,6238,0,1630,5537,4410,2006,5595,1958,1355,"CD56dim"
"824",2700,5861,1660,2590,5382,6098,1798,3741,2270,1315,"CD56bright"
"825",1994,3825,2572,4195,4948,3723,2186,4232,2865,2690,"Monocytes"
"826",2729,2861,6889,2933,5726,4930,5561,6364,2016,1250,"CD8+CD4-"
"827",2386,1805,7113,2446,5780,4534,4987,6199,1582,1229,"CD8+CD4-"
"828",2634,5453,2727,3036,4804,4566,1543,5139,2641,3365,"Monocytes"
"831",2278,2195,6754,2349,5556,2150,5603,6125,1644,1037,"CD8+CD4-"
"832",1359,3712,7184,5681,5342,1586,6252,1808,1517,1004,"CD4+CD8-"
"833",2245,4714,1937,3984,5029,4314,2228,4854,2515,2716,"Monocytes"
"835",1326,2103,6832,4887,5808,2164,5356,6253,1499,1098,"CD8+CD4-"
"839",754,2394,6939,5910,5306,1439,6613,1781,1981,792,"CD4+CD8-"
"840",2578,2769,3426,4454,5302,3547,3202,4158,4569,6734,"Eosinophils"
"844",2677,4712,2212,3579,4759,4310,1984,4900,2825,4122,"Monocytes"
"846",1346,4621,7169,5794,5405,1882,6258,1125,1456,858,"CD4+CD8-"
"852",2170,4650,1402,3660,5067,3804,2157,4514,2587,2933,"Monocytes"
"853",3092,3194,3675,4813,5409,3694,3802,4327,4055,7103,"Eosinophils"
"854",1335,4677,6977,5787,5432,1580,5958,1858,1377,852,"CD4+CD8-"
"856",2162,5151,896,2061,4930,4096,2224,5290,1642,965,"CD56dim"
"862",2833,4795,6899,1349,5691,1001,4390,6025,1767,1084,"CD8+CD4-"
"865",3097,975,7068,5750,5525,1461,6476,1401,1390,746,"CD4+CD8-"
"866",2225,981,7519,6044,5593,1934,6143,2734,1572,1220,"CD4+CD8-"
"869",1949,4116,6803,1538,5423,1607,6080,6054,1433,1045,"CD8+CD4-"
"870",1881,4976,1231,4132,5008,4436,2299,4978,2681,3296,"Monocytes"
"873",2208,4144,6961,5860,5444,735,5761,2448,1274,823,"CD4+CD8-"
"880",2108,2818,7137,5826,5395,2013,6025,660,1403,792,"CD4+CD8-"
"882",1832,4862,1925,3229,4744,4587,2593,5075,3007,2618,"Monocytes"
"884",1304,2161,6971,6068,5588,1564,5853,1841,1973,1231,"CD4+CD8-"
"885",2628,4395,3201,4368,5185,3386,2402,4254,2887,1964,"Monocytes"
"888",5975,4280,1005,6221,5492,3149,4172,6368,1463,1001,"Mature SIg Lambda"
"890",2523,2146,3452,4309,5364,3325,3478,3874,4282,6242,"Eosinophils"
"894",1292,3469,7474,6059,5473,1683,6101,2247,1432,726,"CD4+CD8-"
"899",2714,1860,6755,1944,5734,1654,5502,6188,1542,1172,"CD8+CD4-"
"901",2106,3976,1191,3898,5025,4040,2144,4560,2949,2202,"Monocytes"
"905",1990,623,7265,4974,5769,1379,5303,6405,2088,1285,"CD8+CD4-"
"908",1547,3784,7156,5908,5464,1009,5706,2975,1729,1067,"CD4+CD8-"
"910",2472,3558,3418,4320,5286,3101,3801,3991,3881,6473,"Eosinophils"
"913",2664,3856,2498,4280,5482,4203,2263,4611,3109,2392,"Monocytes"
"915",3627,4373,7345,5802,5464,1670,5751,843,1171,973,"CD4+CD8-"
"922",1736,4097,1705,4364,4995,4066,2627,4839,2396,3465,"Monocytes"
"930",2478,1350,7365,5859,5434,1696,6043,1519,1450,880,"CD4+CD8-"
"931",559,1828,6846,5981,5656,2213,7113,2607,2091,1463,"CD4+CD8-"
"932",1816,3425,6986,5609,5240,1581,5833,2279,1109,761,"CD4+CD8-"
"935",773,3213,6821,5685,5282,1714,6343,2447,1536,755,"CD4+CD8-"
"938",2813,302,7180,5650,5199,1791,6111,1741,1280,953,"CD4+CD8-"
"943",2050,4444,2393,3880,4933,4182,2039,4661,2656,2647,"Monocytes"
