"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"100",3533,1953,6709,6051,5569,1848,6329,2834,1886,1026,"CD4+CD8-"
"101",5135,2160,1347,6366,5282,5121,1157,2183,1622,852,"Mature SIg Kappa"
"105",2965,4581,7188,5708,5312,1621,5803,2263,1706,789,"CD4+CD8-"
"106",2493,4702,7436,5860,5377,1275,5771,1769,1885,956,"CD4+CD8-"
"108",1828,4759,1274,4296,5322,4597,3491,5335,3239,3524,"Monocytes"
"109",1380,2865,6705,5998,5476,1643,6181,1535,1851,920,"CD4+CD8-"
"110",2281,3281,7236,5759,5311,1186,5474,2056,1462,700,"CD4+CD8-"
"111",1620,6582,355,1623,5880,5596,1255,5240,2188,2112,"CD56dim"
"113",2493,4406,1403,5080,5545,4701,2924,5579,5409,2135,"Monocytes"
"114",1818,2316,3424,4154,5093,2985,3100,3428,3837,6708,"Eosinophils"
"115",1880,5658,1522,1830,5459,5408,936,4583,1611,1296,"CD56dim"
"116",1061,4051,6778,3752,5734,1481,6161,6342,2208,1373,"CD8+CD4-"
"118",1606,2032,7251,5866,5328,1506,5764,1757,1377,1171,"CD4+CD8-"
"122",2095,4153,2592,2534,5259,4670,2292,4622,1977,1130,"CD56dim"
"126",2476,4063,7339,5840,5324,765,6096,2719,1678,959,"CD4+CD8-"
"128",2150,1812,7376,6045,5739,1503,6153,2063,2375,1242,"CD4+CD8-"
"129",2277,4853,2305,1827,5461,5141,1092,5215,1990,1209,"CD56dim"
"134",1842,1744,6808,1603,5711,2014,5620,6149,1928,1190,"CD8+CD4-"
"138",2711,3483,3533,4127,5179,3069,3357,3863,4249,6831,"Eosinophils"
"144",6331,4403,1061,6970,5573,5874,1557,4143,1787,1028,"Mature SIg Kappa"
"146",1380,4731,7017,5789,5474,1320,6677,2065,1491,962,"CD4+CD8-"
"152",2398,5621,7399,5942,5583,2213,5995,2281,1757,1218,"CD4+CD8-"
"154",1586,1776,6980,1250,5370,2030,5833,5780,1296,648,"CD8+CD4-"
"159",2132,2739,7622,6000,5453,1086,5931,1643,1904,775,"CD4+CD8-"
"163",1199,1995,6911,5713,5260,1588,5735,2369,1401,703,"CD4+CD8-"
"165",2213,793,7449,5814,5503,1889,6409,2521,2376,1237,"CD4+CD8-"
"169",2316,3999,7384,5981,5537,1799,5757,2719,1625,783,"CD4+CD8-"
"171",2383,2334,7281,6034,5419,1113,6490,1792,2036,1250,"CD4+CD8-"
"173",2579,2112,7237,5661,5209,1693,5853,846,1714,1086,"CD4+CD8-"
"175",2178,2249,7010,5954,5382,1123,6151,912,2036,936,"CD4+CD8-"
"176",2251,5423,1140,2226,5677,4472,1897,5385,2016,1378,"CD56dim"
"179",2839,3778,2002,5227,5502,4471,1921,5161,3025,3797,"Monocytes"
"180",1922,5887,958,1204,5425,4758,2226,5043,1797,1306,"CD56dim"
"181",2212,4745,7034,5829,5260,1238,5894,2335,1655,1166,"CD4+CD8-"
"182",1839,3431,7229,5823,5422,1619,5839,1529,1879,818,"CD4+CD8-"
"184",2431,3272,7195,5863,5356,1730,5629,2409,1561,732,"CD4+CD8-"
"187",814,4118,6550,2126,5759,1021,5918,6129,1698,1309,"CD8+CD4-"
"189",2335,4040,7570,5850,5359,1615,5649,2739,1706,903,"CD4+CD8-"
"190",2186,2288,3172,4280,5152,2915,3087,3438,3570,6233,"Eosinophils"
"191",1892,3651,7345,5933,5470,1421,5640,2711,1713,826,"CD4+CD8-"
"192",1068,4860,7097,6082,5520,1469,6509,1455,1514,1051,"CD4+CD8-"
"193",2170,4014,7187,5930,5528,1898,5937,1520,1460,758,"CD4+CD8-"
"194",2797,6020,1418,1400,5499,4996,1039,5666,1812,1541,"CD56dim"
"197",1935,3004,7110,5857,5324,1137,5824,2298,1615,869,"CD4+CD8-"
"199",1460,4338,7234,5840,5400,1638,6249,2539,2177,981,"CD4+CD8-"
"200",3088,2173,7007,5810,5262,1072,6026,1925,1359,914,"CD4+CD8-"
"204",995,2403,6948,6062,5462,1602,6752,1859,2293,995,"CD4+CD8-"
"205",2093,4537,7061,5989,5498,1891,5963,3036,1729,766,"CD4+CD8-"
"209",1976,3117,7271,5005,5172,1183,5746,2107,1384,633,"CD4+CD8-"
"213",2073,3018,3570,4350,5114,2925,3566,3832,3735,6941,"Eosinophils"
"215",1030,2813,6811,5835,5519,1626,6290,2287,1462,883,"CD4+CD8-"
"217",2230,2823,6647,1234,5404,2727,5885,5421,1884,1089,"CD8+CD4-"
"218",832,3320,7416,5717,5386,827,5860,2417,1535,717,"CD4+CD8-"
"219",2821,4495,6841,168,5810,421,6237,6035,1780,1067,"CD8+CD4-"
"221",2516,4723,7222,5371,5318,1253,5732,2515,1542,680,"CD4+CD8-"
"225",1230,3156,7110,5879,5416,1576,5916,2168,1623,962,"CD4+CD8-"
"228",2483,5095,2020,1971,5494,5228,1078,4896,2323,1603,"CD56dim"
"229",2089,4004,7003,5654,5259,938,6052,2587,1609,925,"CD4+CD8-"
"230",1526,2595,7045,5650,5422,2051,5550,1846,1333,778,"CD4+CD8-"
"233",2243,5726,1046,991,5703,5434,1818,5040,1705,1378,"CD56dim"
"235",2135,2251,3467,4160,5214,3327,3597,3578,4108,6720,"Eosinophils"
"237",1785,3779,7414,5848,5466,788,6028,2453,1649,738,"CD4+CD8-"
"238",2306,1934,6873,1423,5817,1773,5237,6213,2335,1410,"CD8+CD4-"
"239",2453,5940,1098,1489,5559,5190,1857,4503,2198,1255,"CD56dim"
"242",939,3713,7527,5869,5621,1707,6185,2631,1715,1196,"CD4+CD8-"
"244",2016,2263,7101,5243,5181,1740,5333,1673,1814,840,"CD4+CD8-"
"249",1977,5256,1230,2243,5574,5050,1843,4679,1243,1280,"CD56dim"
"253",1978,2083,6626,1742,5771,2406,5338,6243,2103,1392,"CD8+CD4-"
"255",1266,1266,6810,5695,5299,1945,6215,1895,1562,596,"CD4+CD8-"
"259",1563,4198,7124,5717,5297,1888,6044,2708,1480,769,"CD4+CD8-"
"260",1361,267,7459,5863,5438,1417,5506,2048,1919,1067,"CD4+CD8-"
"265",2192,5130,1536,792,5685,4963,1399,5018,2306,1139,"CD56dim"
"271",2149,5861,456,1064,5462,5175,1487,5312,1972,1570,"CD56dim"
"272",2879,3394,7141,5926,5470,625,6058,1283,1749,877,"CD4+CD8-"
"273",2571,2200,7387,5856,5464,2054,5693,2540,1802,860,"CD4+CD8-"
"281",1186,4293,7352,5847,5352,1911,5857,2485,1755,840,"CD4+CD8-"
"282",2095,2905,6475,798,5627,4893,4989,6263,2115,1193,"CD8+CD4-"
"288",1947,498,7148,5992,5691,1981,6098,1753,2403,1282,"CD4+CD8-"
"290",2114,4911,1268,4633,5538,4312,2195,5277,3278,3526,"Monocytes"
"292",3313,4581,7248,5767,5340,1799,5167,1664,1821,925,"CD4+CD8-"
"296",1315,4203,7223,5881,5475,1342,6286,1675,1390,931,"CD4+CD8-"
"301",2107,4453,7178,5998,5397,913,5805,2446,1784,1009,"CD4+CD8-"
"302",2089,1952,7200,5690,5449,1174,6080,2670,2150,1023,"CD4+CD8-"
"304",2057,4724,1417,3499,5048,4845,2708,5730,3481,4205,"Monocytes"
"305",6486,4373,626,6551,5614,3595,3775,6708,1824,1103,"Mature SIg Lambda"
"307",1541,4800,6593,2217,5660,2017,4201,6111,1839,1092,"CD8+CD4-"
"308",2650,4242,7352,5913,5372,634,5656,2374,1566,981,"CD4+CD8-"
"311",2103,2840,7267,5981,5496,1808,5875,2846,1732,838,"CD4+CD8-"
"332",2083,3355,7088,5803,5406,1003,5607,1004,1556,783,"CD4+CD8-"
"333",2124,1975,6839,5734,5462,1329,5497,2317,1629,934,"CD4+CD8-"
"337",2220,4337,1708,5272,5526,4544,2943,5553,5610,2293,"Monocytes"
"338",1718,5573,6664,349,5758,1380,5185,6120,1824,1152,"CD8+CD4-"
"340",2964,4515,7533,5845,5365,1957,5760,2558,1757,1040,"CD4+CD8-"
"341",1158,3768,7197,5829,5557,1651,5936,2307,1598,1119,"CD4+CD8-"
"345",2168,5071,1461,2224,5468,5380,2287,4622,2553,1415,"CD56dim"
"347",2846,3671,7077,5704,5362,1864,5979,1367,1950,948,"CD4+CD8-"
"348",1773,5709,438,2200,5728,5040,1943,5474,2015,1577,"CD56dim"
"349",1498,3349,6908,5810,5376,1400,5969,2034,1476,665,"CD4+CD8-"
"350",6210,2077,1697,6584,5076,2268,1935,5407,1581,956,"Mature SIg Lambda"
"354",3036,2066,7151,5967,5521,1228,5898,2013,1845,1003,"CD4+CD8-"
"357",2392,4641,7154,5828,5316,2282,5685,1355,1766,894,"CD4+CD8-"
"360",6265,3918,1539,6356,5743,3787,3007,6951,1690,945,"Mature SIg Lambda"
"362",2088,3494,7152,5890,5327,2074,6454,2580,1640,829,"CD4+CD8-"
"370",2219,2710,6861,730,5181,1174,5233,5681,1650,657,"CD8+CD4-"
"371",2272,5270,1395,1643,5249,5104,1498,4249,1573,1193,"CD56dim"
"375",2068,3948,6610,5558,5340,1393,5739,1632,1174,639,"CD4+CD8-"
"378",1769,1950,7204,5921,5523,1362,5427,2211,2230,1067,"CD4+CD8-"
"379",0,2153,6890,5916,5574,2204,6736,2415,1493,1204,"CD4+CD8-"
"380",1555,3727,7113,5792,5473,1130,6181,1372,1865,857,"CD4+CD8-"
"381",2854,1884,7051,5946,5612,1610,5384,2447,2074,1266,"CD4+CD8-"
"385",1710,1309,6838,1698,5516,1321,5655,5999,2171,1006,"CD8+CD4-"
"388",2916,389,6932,5747,5305,1189,6294,2675,2004,948,"CD4+CD8-"
"389",6122,4258,2163,6096,5253,2461,1760,4547,1711,818,"Mature SIg Lambda"
"390",1389,3109,7155,5959,5382,1528,6479,2152,1827,1323,"CD4+CD8-"
"392",2032,4690,1294,4996,5391,4211,2625,5107,3124,3692,"Monocytes"
"393",2612,4183,2146,4916,5536,5021,2601,5771,3829,4597,"Monocytes"
"396",2968,1870,6777,1485,5578,385,5938,6046,1667,950,"CD8+CD4-"
"404",2368,2406,7369,5755,5364,1762,5996,2267,1672,783,"CD4+CD8-"
"406",1746,4170,6830,5653,5184,1562,5380,2263,1620,769,"CD4+CD8-"
"408",1595,4304,7377,5940,5328,1507,5393,2352,1276,740,"CD4+CD8-"
"414",3023,4918,6912,5596,5055,887,6389,2461,1937,766,"CD4+CD8-"
"417",2752,2850,7206,5823,5406,1309,5962,1542,1444,1040,"CD4+CD8-"
"421",1488,2123,6961,5863,5402,1681,5860,2646,1890,911,"CD4+CD8-"
"427",2553,3381,7374,5722,5402,1274,5746,1738,2048,903,"CD4+CD8-"
"433",2055,5239,6669,1735,5773,2838,5734,6291,1796,914,"CD8+CD4-"
"436",2295,2483,2810,4142,5416,3358,2973,3336,3321,6538,"Eosinophils"
"437",1707,4786,7217,6053,5639,1998,6372,2236,1594,1133,"CD4+CD8-"
"440",2197,2887,7126,5483,5177,1246,5714,1606,1834,1136,"CD4+CD8-"
"441",1836,2908,7288,5632,5164,1447,5975,1242,1291,697,"CD4+CD8-"
"442",2313,2250,7012,5908,5573,2106,6294,1582,1852,934,"CD4+CD8-"
"444",6346,4988,885,6731,5438,3288,2820,6000,1791,889,"Mature SIg Lambda"
"447",1987,1140,7089,5809,5524,1510,6213,2431,1803,806,"CD4+CD8-"
"449",2101,5107,7298,5756,5471,1980,6064,2406,1806,775,"CD4+CD8-"
"450",3411,3769,7037,5786,5167,1930,6405,2000,1870,1070,"CD4+CD8-"
"453",2169,4298,1597,2357,5524,5065,2545,4626,2041,1185,"CD56dim"
"454",2439,3260,7421,5917,5411,1614,5635,2180,1953,981,"CD4+CD8-"
"455",2136,3441,7072,445,5447,2007,5861,6190,1751,1026,"CD8+CD4-"
"457",1068,2815,6907,5746,5304,1784,6204,2448,1865,1215,"CD4+CD8-"
"460",3695,2641,6780,5979,5488,1470,6447,2005,2142,1331,"CD4+CD8-"
"461",2168,3043,6784,5818,5485,1284,6551,2220,2021,860,"CD4+CD8-"
"466",2270,5334,976,785,5328,5110,2076,4542,1863,1196,"CD56dim"
"467",2693,3027,6909,1212,5746,1698,6108,6180,1922,1204,"CD8+CD4-"
"472",2460,3933,6998,5862,5280,1479,5753,3418,1314,581,"CD4+CD8-"
"473",3783,4898,2002,5578,5512,4620,1509,5574,5253,2545,"Monocytes"
"483",1892,4530,7440,5745,5405,1402,5666,1889,1590,905,"CD4+CD8-"
"484",2174,4931,7234,5767,5459,1603,6016,2608,1931,1062,"CD4+CD8-"
"485",1302,2398,6110,1853,5441,265,4889,6030,2058,1274,"CD8+CD4-"
"487",2989,1080,6440,1110,5385,733,6382,5717,1656,869,"CD8+CD4-"
"492",1479,3243,7099,5757,5222,1517,5701,1681,1615,812,"CD4+CD8-"
"497",2436,5496,1289,1427,5534,5301,1664,5575,1932,1185,"CD56dim"
"498",6218,5039,1975,6989,5442,6186,1366,4073,1847,852,"Mature SIg Kappa"
"499",6433,4599,2592,6124,5461,3328,3282,5992,1927,939,"Mature SIg Lambda"
"500",2050,5677,1193,612,5575,5345,1537,5006,2066,1405,"CD56dim"
"504",2764,5192,7047,5830,5318,2238,5738,2216,1708,894,"CD4+CD8-"
"508",3069,2207,6930,4658,5795,881,5542,6194,2089,1538,"CD8+CD4-"
"509",1543,4957,7283,5802,5298,1609,5961,1481,1375,668,"CD4+CD8-"
"510",2021,3630,1897,1667,5500,4610,2833,4659,1573,1040,"CD56dim"
"512",975,4436,7337,5921,5430,1498,6356,1977,1971,840,"CD4+CD8-"
"513",1862,3611,6989,5749,5425,2012,6047,2419,2036,978,"CD4+CD8-"
"514",2098,4723,7216,5812,5363,2226,5918,2305,2009,953,"CD4+CD8-"
"516",2544,2298,7136,5552,5262,1252,5429,2184,1723,729,"CD4+CD8-"
"518",2181,5675,980,2129,5647,4614,1912,5292,2248,1567,"CD56dim"
"526",2339,628,7363,5889,5511,1200,5051,2640,2141,1410,"CD4+CD8-"
"528",1252,5185,7374,5829,5499,1881,5794,2805,1878,849,"CD4+CD8-"
"529",1799,3896,7059,5843,5421,1513,5767,2914,1384,956,"CD4+CD8-"
"534",6511,4156,1611,6553,5517,3801,2181,6501,1883,1037,"Mature SIg Lambda"
"535",2122,5719,7370,5852,5407,1772,5932,2362,1909,1109,"CD4+CD8-"
"536",6235,3532,1621,6477,5406,5200,2035,4367,1779,964,"Mature SIg Kappa"
"548",2308,1557,6506,5899,5460,549,6995,2561,2349,1081,"CD4+CD8-"
"549",2472,1155,7119,6022,5528,1944,6228,2613,2388,1312,"CD4+CD8-"
"551",2685,4360,6820,432,5851,1976,6704,6200,1903,1473,"CD8+CD4-"
"552",2142,5607,1811,896,5357,4638,1008,4622,2403,1269,"CD56dim"
"554",5942,4163,1392,6705,5509,3523,1379,6258,1511,903,"Mature SIg Lambda"
"559",2720,3095,6770,5525,5435,1348,6177,2503,1645,998,"CD4+CD8-"
"560",1965,5022,2693,4291,5861,5038,2981,5891,6344,3062,"Monocytes"
"562",2345,1732,7231,5438,5286,1503,5980,1881,1451,781,"CD4+CD8-"
"564",1868,3489,6990,2798,5663,2341,5542,6044,2240,1261,"CD8+CD4-"
"566",1343,2905,6949,5750,5417,1481,5793,2315,1642,712,"CD4+CD8-"
"568",3155,3369,7063,5574,5335,1621,5453,1128,1750,738,"CD4+CD8-"
"569",2393,2012,6907,5759,5342,1101,6018,2299,1564,729,"CD4+CD8-"
"570",1154,1400,7075,1851,5595,2684,5731,6221,1956,908,"CD8+CD4-"
"572",1050,4487,7102,5686,5280,1672,5872,2312,1857,855,"CD4+CD8-"
"573",2232,3279,6615,5529,4807,996,5026,1925,1762,781,"CD4+CD8-"
"576",2101,3896,7362,5947,5561,1158,5974,1795,1876,1070,"CD4+CD8-"
"579",2334,3981,6817,1374,5879,2098,6473,6310,1881,1212,"CD8+CD4-"
"582",1434,2140,6734,1300,5436,2162,6399,6058,2112,1190,"CD8+CD4-"
"585",2340,5194,1747,5172,5600,5179,2857,6027,4049,5096,"Monocytes"
"587",1837,2273,6796,5948,5414,1487,5790,1917,1931,1100,"CD4+CD8-"
"588",1997,4160,6721,5864,5636,1904,6777,2342,1985,1196,"CD4+CD8-"
"590",2772,3620,6959,1449,5819,4010,6272,6530,2387,1290,"CD8+CD4-"
"592",2220,3246,6802,5765,5290,1608,6244,1967,1777,1006,"CD4+CD8-"
"599",2414,3966,7377,5999,5495,1410,5705,2274,1609,815,"CD4+CD8-"
"603",1355,4726,7101,5984,5679,1499,6737,854,1516,1017,"CD4+CD8-"
"604",3115,2100,7035,6105,5740,1573,6535,2604,2567,1392,"CD4+CD8-"
"605",1998,4533,1721,4355,5563,4611,2515,5418,3022,3425,"Monocytes"
"608",1244,4628,7274,5916,5462,1196,5797,1770,1939,886,"CD4+CD8-"
"609",1762,2116,6917,5949,5547,1448,5312,2308,2244,1139,"CD4+CD8-"
"621",687,2741,7480,5795,5436,1610,6167,1651,1698,1166,"CD4+CD8-"
"623",6071,3985,1420,6536,5522,5646,1373,4299,1420,832,"Mature SIg Kappa"
"624",1627,4178,7098,5654,5221,1317,5715,2448,1901,786,"CD4+CD8-"
"626",2304,6161,968,1542,5568,5172,2087,5132,2052,1452,"CD56dim"
"627",2082,3948,7134,5525,5367,831,6079,2307,1800,798,"CD4+CD8-"
"631",1720,4350,7069,5692,5315,1314,5827,1762,1806,826,"CD4+CD8-"
"632",1945,5058,2182,2147,5710,4661,1934,4872,1956,1421,"CD56dim"
"635",6122,4345,1467,6469,5476,3221,2084,6283,1807,931,"Mature SIg Lambda"
"641",2322,4936,1770,1139,5600,5011,2079,5216,2052,1421,"CD56dim"
"645",2605,2608,6899,1881,5693,2799,6284,5987,3693,1908,"CD8+CD4-"
"646",6580,1898,2656,6858,5607,5823,4273,3975,2107,1408,"Mature SIg Kappa"
"647",2963,5391,7026,5852,5302,1485,5860,1712,1621,1009,"CD4+CD8-"
"648",1556,3921,7124,5807,5346,1904,5991,1969,1650,866,"CD4+CD8-"
"651",2695,2107,7455,5903,5361,1680,5902,1605,1549,1026,"CD4+CD8-"
"652",2899,3978,7504,5869,5536,887,6147,1419,1739,869,"CD4+CD8-"
"658",2326,5219,2012,5093,5711,4925,2610,5812,3387,4192,"Monocytes"
"662",2304,5651,2195,1986,5482,4326,2119,5075,2065,1333,"CD56dim"
"663",1188,4815,6965,5589,5317,1432,5574,1208,1631,680,"CD4+CD8-"
"666",3697,749,7367,5787,5557,1337,6089,2193,2136,1152,"CD4+CD8-"
"668",1287,3546,6892,5704,5438,1148,6011,2296,1859,823,"CD4+CD8-"
"669",2204,4745,7181,5844,5367,1753,5666,2019,1679,1037,"CD4+CD8-"
"670",1947,4987,1138,5410,5603,4360,2502,5442,3564,3718,"Monocytes"
"672",2093,4611,7163,5822,5367,1122,5583,2438,1673,755,"CD4+CD8-"
"674",1051,3126,7214,5768,5448,952,6274,2861,2118,1070,"CD4+CD8-"
"679",2828,3828,7097,5551,5180,1188,5168,2576,1385,694,"CD4+CD8-"
"683",1887,4149,6920,5855,5325,1704,5920,2134,1662,818,"CD4+CD8-"
"687",2515,5215,7227,5973,5580,2029,5902,2783,1664,1166,"CD4+CD8-"
"692",1195,1758,6882,5849,5498,1623,6917,1819,1349,1003,"CD4+CD8-"
"693",3064,3731,7238,4691,5230,1541,5522,1954,1574,697,"CD4+CD8-"
"694",6014,3145,2703,6229,5223,4138,4475,4284,1554,778,"Mature SIg Kappa"
"699",2251,5037,1585,1774,5517,4862,1039,5457,2189,1376,"CD56dim"
"703",1631,567,7254,5758,5363,1575,5824,1280,1789,755,"CD4+CD8-"
"704",1959,4013,1289,1526,5418,4869,1812,5072,2035,1619,"CD56dim"
"705",6276,3062,1404,6639,5049,4006,2179,3989,1708,812,"Mature SIg Kappa"
"708",1092,3954,7126,5836,5261,2039,5311,2049,1602,668,"CD4+CD8-"
"713",2013,3830,7195,6050,5464,1905,5328,1757,2240,855,"CD4+CD8-"
"714",7327,3054,4286,7580,5506,2709,3140,4555,4424,1629,"Mature SIg Lambda"
"717",2459,3018,6422,1403,5573,1743,5623,6077,2106,1073,"CD8+CD4-"
"720",2419,1347,6559,2356,5541,721,5897,6295,2110,1452,"CD8+CD4-"
"722",2221,6236,43,1772,5746,5538,1282,5385,2256,1708,"CD56dim"
"725",1451,3833,7048,5808,5557,1460,6296,1416,1907,1020,"CD4+CD8-"
"729",2184,4630,2342,5424,5724,5191,2734,5846,4612,2912,"Monocytes"
"730",1227,2870,7050,5898,5325,1417,6110,2582,2307,1150,"CD4+CD8-"
"732",1923,5267,1758,2311,5267,5064,1670,4644,1752,1373,"CD56dim"
"733",2377,2889,6810,2045,5664,1518,6457,6085,2139,1447,"CD8+CD4-"
"740",2362,5624,628,2535,5567,5410,1595,5238,1835,1447,"CD56dim"
"744",2170,4576,7500,5865,5374,1332,5723,2288,1548,743,"CD4+CD8-"
"749",2520,5073,2168,4593,5357,4430,1747,5089,2878,3755,"Monocytes"
"750",2373,3378,7134,5706,5496,1289,6352,2243,1759,852,"CD4+CD8-"
"751",1629,3090,7321,5934,5474,879,5689,1679,1413,798,"CD4+CD8-"
"756",1742,3981,7005,5852,5451,997,5924,2172,1619,945,"CD4+CD8-"
"757",1922,2872,3140,4394,5161,2728,3663,3742,3691,6595,"Eosinophils"
"759",1149,2954,7317,5900,5503,1322,6375,2154,1576,956,"CD4+CD8-"
"760",2308,3060,7044,5662,5437,1692,5841,2612,1923,835,"CD4+CD8-"
"764",1615,4330,6867,5837,5417,1614,5866,1322,1654,823,"CD4+CD8-"
"767",1324,1911,6850,2343,5642,2620,5667,6366,2037,1231,"CD8+CD4-"
"770",1861,3331,7078,5749,5323,1754,5699,2258,1457,1015,"CD4+CD8-"
"772",1695,4530,6883,5633,5307,1290,5699,1610,1488,665,"CD4+CD8-"
"779",1252,687,6917,1508,5587,1764,6742,5862,2473,1190,"CD8+CD4-"
"780",1994,5736,936,1819,5494,4762,1355,4917,2342,1280,"CD56dim"
"784",2013,1913,6952,6108,5720,1490,6694,2726,2054,1130,"CD4+CD8-"
"786",2427,3832,2925,4924,5546,3966,1958,4865,2805,3096,"Monocytes"
"788",2104,5398,1183,2168,5593,4995,1423,5053,2307,1486,"CD56dim"
"789",2735,4109,6938,5797,5388,1304,5492,1811,1497,925,"CD4+CD8-"
"790",2022,4444,7029,5706,5393,1143,5464,1423,1329,1017,"CD4+CD8-"
"792",1438,1252,6800,1594,5697,2530,5403,6277,2183,1349,"CD8+CD4-"
"797",2232,5532,1245,1902,5448,4701,1871,5265,2114,1125,"CD56dim"
"798",861,3670,7117,6162,5699,1944,6470,1870,1991,1250,"CD4+CD8-"
"800",2578,3574,7009,5876,5529,1287,6193,2368,1818,1190,"CD4+CD8-"
"801",848,4687,7071,5691,5277,861,6001,1737,1506,806,"CD4+CD8-"
"802",1048,3218,7159,5723,5301,1337,6030,2648,1725,978,"CD4+CD8-"
"803",1219,3118,7394,5848,5365,953,6072,1985,1880,792,"CD4+CD8-"
"804",3006,4653,6990,5722,5281,1716,5826,1153,1562,651,"CD4+CD8-"
"811",1932,4930,1686,4983,5468,4226,2441,5092,2946,3378,"Monocytes"
"814",2291,4311,7006,5744,5152,2153,5783,2578,1740,657,"CD4+CD8-"
"815",1476,3799,7062,6011,5604,1883,6335,2514,1492,1328,"CD4+CD8-"
"816",1793,1505,7110,5852,5345,2000,6022,2424,2018,1078,"CD4+CD8-"
"818",2205,4278,1911,3731,5359,3916,2149,4648,2721,3223,"Monocytes"
