"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"201",1989,4891,2650,5123,5573,5556,2047,5451,3122,3720,"Monocytes"
"202",6495,4310,1582,6868,5720,6416,2826,4254,2187,1738,"Mature SIg Kappa"
"203",2507,5459,7087,5688,5463,2210,6687,1198,1601,783,"CD4+CD8-"
"211",2931,5875,823,1407,5360,6518,21,4114,2025,2318,"CD56bright"
"222",2865,5127,7485,6008,5436,985,6001,2294,1480,694,"CD4+CD8-"
"225",2691,4118,2628,5296,5909,5619,1356,5712,3517,3846,"Monocytes"
"226",3163,3564,7292,5729,5210,2341,6370,2001,1313,712,"CD4+CD8-"
"228",2782,4765,3464,4614,5822,5599,2422,5703,4232,3158,"Monocytes"
"235",6231,3718,1356,6412,5467,4272,2803,5674,1452,883,"Mature SIg Lambda"
"240",1313,4317,2228,5077,5727,5521,3258,5510,5268,2164,"Monocytes"
"242",2021,4479,6709,1941,5214,2450,5790,5723,1111,593,"CD8+CD4-"
"247",2282,3009,3266,4258,5259,3661,3562,3983,4335,7066,"Eosinophils"
"255",3173,4187,2886,4422,5822,5355,1305,5105,5709,2912,"Monocytes"
"257",3017,3387,6963,3836,5586,1768,5913,6200,1912,1397,"CD8+CD4-"
"265",2278,3159,3401,4393,5691,4264,3237,4332,4442,7606,"Eosinophils"
"274",1654,4017,1721,1750,5472,4650,1499,4899,1929,1185,"CD56dim"
"278",2196,4207,2356,3983,5634,5531,1816,5256,2840,3150,"Monocytes"
"280",1893,5558,995,2546,5554,4616,2217,5022,2056,1182,"CD56dim"
"282",2060,3431,7126,1548,5584,1947,6088,6415,1493,931,"CD8+CD4-"
"292",2513,4460,7294,5919,5537,1911,6658,2391,1616,917,"CD4+CD8-"
"297",2311,2176,2257,4068,5520,5355,1279,4489,2710,1198,"CD56dim"
"300",1771,4665,1276,4750,5716,5294,2442,5362,5048,2394,"Monocytes"
"306",2511,4491,2135,4840,5560,5359,2263,5381,2625,3421,"Monocytes"
"324",2439,3620,6041,1958,5350,762,6365,6098,1551,723,"CD8+CD4-"
"326",6093,4696,1647,6634,5382,6364,4610,3526,1580,852,"Mature SIg Kappa"
"330",3166,3719,6911,3689,5663,2066,6307,5993,1512,1078,"CD8+CD4-"
"331",2480,5343,7070,5813,5471,1877,5845,2295,1314,823,"CD4+CD8-"
"338",1154,1244,7131,6032,5618,1030,5998,3200,1934,1301,"CD4+CD8-"
"341",2887,2793,6812,1757,5588,5103,4586,5720,2413,1242,"CD8+CD4-"
"343",6276,3987,3174,6619,5246,6870,3569,3720,1558,1771,"Mature SIg Kappa"
"350",2607,4454,3135,5369,5766,5181,3060,5158,3530,3245,"Monocytes"
"353",2143,4352,3507,4230,5717,5447,1517,5319,2736,2828,"Monocytes"
"355",3160,4801,3085,4286,5877,5479,2393,5493,5989,2794,"Monocytes"
"360",2551,3827,6636,5887,5516,1500,6030,2144,1692,709,"CD4+CD8-"
"366",6635,4461,1844,6467,5307,5706,2852,4053,1942,1325,"Mature SIg Kappa"
"369",1351,1374,7058,5131,5950,2735,5878,6610,1855,1492,"CD8+CD4-"
"371",6206,3313,2275,6472,5326,6083,3490,3595,1550,778,"Mature SIg Kappa"
"372",2718,3414,6810,6019,5628,1994,6308,2281,1507,1250,"CD4+CD8-"
"380",2109,2152,7007,2036,5692,982,5501,6298,1864,1119,"CD8+CD4-"
"385",2277,6001,617,1307,5576,5179,1430,5737,2195,1746,"CD56dim"
"387",2400,4269,2866,4280,5337,5727,2529,6000,3255,2396,"Monocytes"
"389",6823,5478,3496,7559,6060,4179,4259,7018,2709,1932,"Mature SIg Lambda"
"390",2353,6227,1620,1578,5750,5277,1564,5845,2454,1831,"CD56dim"
"393",2194,5922,726,2238,5563,4209,2174,3248,1794,1489,"CD56dim"
"400",2453,4382,3132,3782,5613,5451,2487,5334,3174,3642,"Monocytes"
"402",2208,5996,2167,1946,5672,4674,1720,4349,2333,1801,"CD56dim"
"412",2128,4922,1918,3506,5439,5394,3309,5254,3319,4579,"Monocytes"
"413",6482,1889,2146,6445,5352,6616,520,4058,1755,945,"Mature SIg Kappa"
"415",2334,1291,6760,6097,5525,2114,6363,2482,1980,1378,"CD4+CD8-"
"419",3027,5728,754,2760,5430,6420,288,3965,2178,1680,"CD56bright"
"423",1948,3086,7129,5909,5619,1495,5444,2111,1913,1378,"CD4+CD8-"
"460",1720,4126,6904,1555,5614,2051,6222,6325,1657,975,"CD8+CD4-"
"462",2283,3593,7105,2426,5872,1440,5478,6461,2205,1182,"CD8+CD4-"
"463",1361,2283,6590,1486,5477,1118,5482,3285,1299,749,"TCRgd-"
"476",1627,2408,6840,5690,5340,978,5826,2763,1469,809,"CD4+CD8-"
"478",2063,3864,2623,4643,4978,4592,2427,4889,1611,3313,"Monocytes"
"480",1998,3617,7021,5879,5602,1728,6197,2307,1473,998,"CD4+CD8-"
"482",2680,4690,3405,4376,5549,5442,1712,5301,3082,3315,"Monocytes"
"484",1776,3464,6876,5912,5528,2338,5931,1976,1128,812,"CD4+CD8-"
"486",2620,2629,7010,4141,5764,1788,5388,6427,1656,1169,"CD8+CD4-"
"488",715,2716,7126,5705,5635,1580,6476,2275,1280,933,"CD4+CD8-"
"494",3206,1360,7089,5925,5473,2465,5896,2830,1867,1155,"CD4+CD8-"
"497",2789,4674,1375,4572,5661,5663,2489,5602,3393,3470,"Monocytes"
"498",1948,4907,1355,4631,5512,5360,2301,5292,2719,3863,"Monocytes"
"499",1827,4913,1907,4327,5507,5551,2366,5577,4810,2565,"Monocytes"
"502",2011,1616,7386,5924,5601,1711,5842,2337,1963,1045,"CD4+CD8-"
"509",2661,3697,6854,2258,5901,487,6322,6578,1782,1788,"CD8+CD4-"
"511",2310,3034,7559,5926,5572,2318,5970,1091,1541,686,"CD4+CD8-"
"512",1734,3216,6335,2784,5541,3152,6066,6296,1332,897,"CD8+CD4-"
"518",2503,4616,2138,4939,5396,5406,1538,5366,2983,3355,"Monocytes"
"519",2346,2927,7035,2045,5652,2812,5841,6302,1891,1059,"CD8+CD4-"
"523",2075,5521,7422,6000,5592,1999,6466,1107,1437,1144,"CD4+CD8-"
"536",2529,2437,7207,4212,5802,5599,5177,6377,2320,1917,"CD8+CD4-"
"542",2487,3778,7134,5852,5523,1592,6306,2844,1470,697,"CD4+CD8-"
"543",2842,3804,6788,2839,5679,1465,5804,6348,1967,1261,"CD8+CD4-"
"544",907,2934,6621,1907,5281,2108,5826,4966,1260,900,"CD8+CD4-"
"548",1519,3627,7114,2405,5760,2542,6116,6533,2094,1544,"CD8+CD4-"
"551",1478,4495,6795,5997,5491,870,5855,2044,1253,780,"CD4+CD8-"
"552",1880,2586,7083,2427,5796,4318,5349,6486,2175,1444,"CD8+CD4-"
"554",6126,1752,4042,6321,5354,3820,4054,6426,1981,1125,"Mature SIg Lambda"
"557",2279,4934,2225,1539,5446,4774,2004,4057,2158,1293,"CD56dim"
"559",6098,2343,2378,6414,5372,5932,3054,3395,2046,1182,"Mature SIg Kappa"
"572",1427,4264,7046,2778,5793,4905,5233,5396,1933,1460,"CD8+CD4-"
"573",3451,3773,6836,2710,5496,1004,6062,6259,1399,961,"CD8+CD4-"
"583",2217,5042,2110,4935,5554,5353,2796,5386,5027,2899,"Monocytes"
"589",3476,4879,4209,5070,5651,5530,3120,5315,3257,4420,"Monocytes"
"591",2474,4426,6877,5528,5230,1107,5946,2360,1576,712,"CD4+CD8-"
"594",2714,3947,2924,4777,5330,4802,2658,4921,3136,2924,"Monocytes"
"595",2448,4435,3189,4696,5712,5484,3138,5388,2670,3112,"Monocytes"
"599",1735,4412,2843,5262,6021,5426,2742,5574,5017,2567,"Monocytes"
"604",6291,3847,1933,6639,5411,3931,1486,5718,1792,894,"Mature SIg Lambda"
"607",2025,4785,2203,4731,5672,5408,1646,5453,5313,2644,"Monocytes"
"608",1563,2461,6638,5767,5346,2073,6343,1728,1282,683,"CD4+CD8-"
"609",2612,2558,6654,2193,5653,4484,4941,5960,2285,1436,"CD8+CD4-"
"627",2279,5902,1627,1949,5609,4553,2114,3965,2345,1223,"CD56dim"
"635",2607,4658,2911,4997,5680,5251,1789,5255,4749,3514,"Monocytes"
"639",2630,4035,7350,5838,5268,2299,5712,2842,1467,806,"CD4+CD8-"
"641",2002,4624,3114,5037,5638,5444,2852,5465,3499,3278,"Monocytes"
"642",2529,4771,1984,4436,5431,5317,2841,5385,5310,2572,"Monocytes"
"643",2118,2202,7395,1510,5971,0,5590,6615,2445,1338,"CD8+CD4-"
"653",1166,3918,6899,5722,5257,2331,6456,980,1323,837,"CD4+CD8-"
"654",1229,1287,7029,3182,5768,2419,6351,6285,1563,1128,"CD8+CD4-"
"655",2365,5298,1216,2319,5454,4903,2580,3806,2136,1255,"CD56dim"
"665",2874,4559,1835,4116,5641,5480,1322,5444,4564,1856,"Monocytes"
"666",1901,5953,116,1361,5569,4753,1786,4219,1531,1444,"CD56dim"
"674",2300,1874,7177,5831,5344,2125,5496,2351,2076,1017,"CD4+CD8-"
"681",1982,2512,7174,581,5627,3178,5772,6482,2342,1434,"CD8+CD4-"
"689",1664,6088,2089,1927,5587,5359,2776,4747,2529,1460,"CD56dim"
"696",3473,1871,7001,6005,5696,2099,6262,2601,1896,1285,"CD4+CD8-"
"697",3119,2578,7184,2402,5895,4867,6246,6710,2592,1756,"CD8+CD4-"
"705",2576,2650,6945,1811,5604,2232,6252,6017,1466,823,"CD8+CD4-"
"706",2679,1946,6811,4,5424,1769,5748,1772,1878,959,"TCRgd-"
"711",1948,1656,6774,1591,5722,1147,5067,3252,1994,1095,"TCRgd-"
"721",2310,3016,7133,5773,5473,1740,5755,2353,1307,792,"CD4+CD8-"
"724",2189,4186,6828,2092,5491,2378,5885,6263,1126,746,"CD8+CD4-"
"727",1895,5704,1728,1867,5155,4726,2039,3990,2217,1111,"CD56dim"
"728",2407,4946,2648,4376,5466,5443,1144,5339,3119,2957,"Monocytes"
"729",2263,3191,2004,1362,5275,4314,2145,4348,1929,1346,"CD56dim"
"730",2118,3409,2840,5129,5666,5151,1673,5220,2341,3739,"Monocytes"
"735",1805,4557,4081,5488,5884,5622,3411,5725,3680,3239,"Monocytes"
"738",2456,6059,0,1671,5690,4489,2587,4359,2363,1700,"CD56dim"
"739",2621,4262,6983,5677,5435,1893,6022,2758,1394,1012,"CD4+CD8-"
"746",2335,3761,7179,5900,5435,1928,5518,2211,2001,866,"CD4+CD8-"
"747",1604,1253,7035,2292,5818,2451,6198,6299,2288,1042,"CD8+CD4-"
"755",1978,672,7322,6141,5904,2207,6648,2786,2237,1436,"CD4+CD8-"
"763",1772,5048,1500,2554,5423,5101,1991,5109,2926,3509,"Monocytes"
"767",2936,4298,2124,5168,5842,5562,1253,5612,3211,3923,"Monocytes"
"769",2185,4541,2077,4467,5718,5708,3402,5443,3730,3186,"Monocytes"
"774",1528,2936,7151,6053,5522,2182,5510,1911,1875,989,"CD4+CD8-"
"777",1139,4498,6721,1765,5448,1547,6258,6065,1498,984,"CD8+CD4-"
"778",2194,5369,2347,2219,5680,4578,1790,4350,1740,1271,"CD56dim"
"781",1264,4641,7482,6082,5547,1446,6526,3148,1604,925,"CD4+CD8-"
"782",1378,2048,7228,2250,5667,3234,5313,6397,1821,1193,"CD8+CD4-"
"791",2933,1319,7514,5981,5642,1958,6393,1868,1444,945,"CD4+CD8-"
"807",2680,3254,7183,1326,5740,1893,5633,6371,2041,1255,"CD8+CD4-"
"813",1987,944,7222,5896,5520,2222,5824,2322,1284,1059,"CD4+CD8-"
"814",2028,4927,2566,4271,5320,5605,2488,5544,3287,3406,"Monocytes"
"815",1941,2504,7232,5755,5401,2283,6251,862,1345,803,"CD4+CD8-"
"817",3217,4435,7084,5869,5487,1487,6192,2165,1384,630,"CD4+CD8-"
"818",2388,5093,1783,4720,5760,5669,2373,5569,5646,3188,"Monocytes"
"819",2020,673,6864,1733,5678,2144,6017,6149,1863,1141,"CD8+CD4-"
"822",2096,3451,7302,6058,5550,1946,5760,2320,1720,989,"CD4+CD8-"
"828",736,2323,6972,5949,5473,1247,6870,1248,2229,1269,"CD4+CD8-"
"831",2335,1491,7030,1538,5776,2226,5410,6453,2437,1322,"CD8+CD4-"
"844",1921,2720,7239,1410,5962,1538,5429,4820,2165,1317,"TCRgd-"
"847",2836,6137,7037,1387,6026,1958,6070,6483,1918,1309,"CD8+CD4-"
"849",2136,2137,6795,5720,5436,1960,5865,2871,1477,1245,"CD4+CD8-"
"858",2917,2899,7331,5995,5549,1284,6000,2566,1351,720,"CD4+CD8-"
"860",2017,6254,1336,2109,5868,4911,2649,4655,1976,2102,"CD56dim"
"861",2958,5785,7372,5927,5371,1721,6401,2088,1365,1014,"CD4+CD8-"
"865",2209,4264,1671,3641,5518,5441,1641,5377,2741,3007,"Monocytes"
"868",1019,5908,7444,5936,5539,1966,6472,2446,1408,1103,"CD4+CD8-"
"870",2824,3315,3293,4636,5387,3755,3899,4239,4452,8191,"Eosinophils"
"873",1521,4061,6866,2223,5240,2854,6406,5943,1659,772,"CD8+CD4-"
"874",6429,4075,1338,6544,5622,6419,3705,3970,2086,1144,"Mature SIg Kappa"
"888",3040,3821,7009,1273,5601,1867,6165,6256,1708,1133,"CD8+CD4-"
"898",2816,5050,2095,5291,5692,5459,2480,5705,5466,2283,"Monocytes"
"900",2176,4457,2469,5145,5885,5494,2786,5514,3767,3425,"Monocytes"
"909",1707,2229,7121,4547,5792,1696,5019,6530,2009,1418,"CD8+CD4-"
"911",2068,3661,6920,1914,5545,1031,6138,6244,1513,1028,"CD8+CD4-"
"914",2366,429,7111,5928,5522,2521,6624,2392,1518,1009,"CD4+CD8-"
"918",3042,1127,7265,5970,5539,1647,5759,2863,2078,1108,"CD4+CD8-"
"926",2537,4803,2825,4844,5495,5699,3016,5679,3540,3751,"Monocytes"
"930",2648,4942,1212,4549,5507,5253,1808,5182,3190,3052,"Monocytes"
"932",2798,1231,7253,5911,5555,2163,6275,2656,1737,1023,"CD4+CD8-"
"934",1366,2791,6845,1836,5765,2409,5915,6087,1959,1255,"CD8+CD4-"
"943",2372,2290,7178,2854,5621,482,5533,6365,1784,1034,"CD8+CD4-"
"944",2307,943,7166,2497,5713,3655,5402,6452,2154,1097,"CD8+CD4-"
"946",2666,3640,7290,5772,5429,2119,5858,2906,1228,581,"CD4+CD8-"
"954",1976,3253,1414,4604,5600,4562,2916,4578,3800,3351,"Monocytes"
"957",2776,2542,7098,1521,5489,2012,6015,5860,1491,922,"CD8+CD4-"
"959",2219,3936,3139,4323,5443,5605,1899,5320,2667,2309,"Monocytes"
"970",929,1705,6558,5792,5341,1674,6071,2545,1984,942,"CD4+CD8-"
"972",2488,4747,2096,3615,5547,4932,2757,5034,2926,3877,"Monocytes"
"984",1502,2479,7215,2491,5806,5465,5048,5781,2091,1389,"CD8+CD4-"
"990",1562,2872,3764,4225,5673,3823,4007,4121,3539,7079,"Eosinophils"
"992",976,2685,6986,1591,5845,1188,6206,6248,2073,1212,"CD8+CD4-"
"1000",2134,3643,7053,1265,5761,1878,5009,6201,2059,1261,"CD8+CD4-"
"1009",2034,4872,3107,4640,5794,5345,3388,5237,3120,5103,"Monocytes"
"1014",2074,3519,7092,5849,5334,2230,6081,2360,1571,783,"CD4+CD8-"
"1017",2774,753,7124,5886,5327,2578,6695,1998,2033,1204,"CD4+CD8-"
"1018",1673,1869,7376,6082,5685,2056,5514,1926,1709,1198,"CD4+CD8-"
"1030",6301,4217,4595,6571,5340,5730,4343,3834,1460,806,"Mature SIg Kappa"
"1032",2152,4601,3783,4371,5556,5607,2682,5739,3277,3527,"Monocytes"
"1037",2195,1901,7009,1735,5689,4403,5604,5956,1650,1344,"CD8+CD4-"
"1039",1181,2876,6965,5893,5639,1987,6653,1628,1501,928,"CD4+CD8-"
"1046",3340,4372,6959,5789,5529,1956,6183,1421,1283,645,"CD4+CD8-"
"1049",5829,3217,1788,6223,5524,3352,1831,5841,1751,1034,"Mature SIg Lambda"
"1052",1535,4379,1707,1657,5447,5009,2525,2784,2160,1231,"CD56dim"
"1058",1508,4175,7140,2371,5600,1309,6306,6323,1322,900,"CD8+CD4-"
"1061",2260,5187,7384,5801,5287,1609,5934,1684,1294,700,"CD4+CD8-"
"1062",2576,5078,1941,4638,5589,5613,913,5539,3492,3100,"Monocytes"
"1065",2893,4650,7296,927,5715,1526,5078,6158,2037,1245,"CD8+CD4-"
"1067",623,2973,7334,5988,5579,1971,6364,1166,1336,1086,"CD4+CD8-"
"1070",1928,4176,2944,4109,5306,5618,1528,5866,2916,2561,"Monocytes"
"1077",2163,4548,2768,3929,5449,5172,2884,5131,2598,3858,"Monocytes"
"1080",3256,5139,1755,4034,5600,5722,1987,5742,5704,2576,"Monocytes"
"1093",791,894,6740,3206,5843,2329,6132,6387,1788,1095,"CD8+CD4-"
"1094",1726,2691,6683,6064,5617,1725,5215,2840,1565,1217,"CD4+CD8-"
"1099",2329,4507,1928,4637,5549,5462,3037,5510,4733,1908,"Monocytes"
"1102",2081,4168,6905,2158,5506,1012,6212,5893,1435,973,"CD8+CD4-"
"1103",1961,4065,6848,2295,5491,1424,5929,6304,1321,959,"CD8+CD4-"
"1105",1872,3064,7160,2578,5726,2383,5301,6481,2283,1269,"CD8+CD4-"
"1114",2366,3790,6985,2843,5785,1819,5322,6361,2023,1277,"CD8+CD4-"
"1115",2033,3620,7327,6051,5606,1878,6502,609,1489,931,"CD4+CD8-"
"1116",1289,482,6812,3000,5518,2192,6048,5547,1542,911,"CD8+CD4-"
"1121",2303,4772,2844,4546,5796,5648,2251,5767,3027,4681,"Monocytes"
"1132",2525,4459,1242,2025,5378,4971,2029,4019,1787,1255,"CD56dim"
"1137",1120,3675,6973,1985,5865,2571,5569,6237,2195,1293,"CD8+CD4-"
"1138",5538,2886,2547,6388,5575,5684,861,3375,1745,992,"Mature SIg Kappa"
"1146",1324,4179,7042,5832,5469,1394,6618,1362,1395,712,"CD4+CD8-"
"1150",1974,3899,2295,5011,5553,4944,2993,5101,3146,3178,"Monocytes"
"1153",1377,2545,6774,5836,5366,1457,6582,2458,1605,818,"CD4+CD8-"
"1155",6422,2627,1802,6472,5658,4352,2172,6619,2020,1103,"Mature SIg Lambda"
"1159",357,2089,7338,6086,5693,1759,6177,1950,2006,1122,"CD4+CD8-"
"1160",3248,1722,6700,2353,5701,4751,5545,5638,1733,1376,"CD8+CD4-"
"1162",2022,3244,7188,6013,5420,1104,6061,1970,1672,829,"CD4+CD8-"
"1169",2338,2511,3691,4222,5213,3386,3827,3736,4525,7012,"Eosinophils"
"1171",3499,6188,6206,5831,5573,1995,6708,2498,1511,1042,"CD4+CD8-"
"1173",2501,4351,6895,1380,5506,2870,5947,6278,1201,780,"CD8+CD4-"
"1174",1963,5612,1069,759,5653,5502,1637,4543,2003,1618,"CD56dim"
"1182",2165,1770,6983,2152,5495,1115,6204,6232,1800,1152,"CD8+CD4-"
"1186",2553,3114,2752,3565,5083,4289,2769,4381,2416,3326,"Monocytes"
"1187",3749,3027,7027,5879,5391,2129,6443,2790,1783,1114,"CD4+CD8-"
"1188",1311,3912,6973,2627,5448,2317,5835,5892,1474,543,"CD8+CD4-"
"1193",2762,2109,6934,1853,5572,4002,5606,6380,2392,1177,"CD8+CD4-"
"1199",2487,3834,3535,4656,5464,3900,3761,4228,4727,7313,"Eosinophils"
"1225",2230,3425,3262,4327,5438,3465,3754,4063,4265,7161,"Eosinophils"
"1235",2076,3828,6817,2128,5700,2420,6465,6181,2139,1360,"CD8+CD4-"
"1236",2287,5767,6807,2494,5724,1668,5815,6562,2200,1253,"CD8+CD4-"
"1238",5522,3228,2163,5672,4950,3279,2213,5248,1667,1253,"Mature SIg Lambda"
"1240",2056,4113,7278,5944,5488,1545,5921,2645,1347,763,"CD4+CD8-"
"1252",2771,4567,7159,5675,5503,609,6179,2087,1112,936,"CD4+CD8-"
"1253",1978,2761,7046,2597,5847,1280,5504,6482,2365,1569,"CD8+CD4-"
"1258",2698,3227,6710,1683,5404,882,6231,5983,1555,1048,"CD8+CD4-"
"1263",1575,3222,7035,2671,5663,2932,6168,6436,1778,888,"CD8+CD4-"
"1266",2206,4705,6670,1317,5519,1536,5928,6341,1397,740,"CD8+CD4-"
"1269",2514,4774,2726,5029,5648,5174,2731,5244,4643,2640,"Monocytes"
"1276",1871,5669,1322,1796,5618,5042,2166,2462,2040,1288,"CD56dim"
"1278",2536,2621,6921,1516,5577,898,5947,6332,1503,992,"CD8+CD4-"
"1292",2319,3332,7173,1812,5667,3714,4623,6499,2002,1407,"CD8+CD4-"
"1295",1432,1352,6644,3858,5714,2256,5622,6449,1989,1185,"CD8+CD4-"
"1297",1672,1734,6953,2540,5494,2686,6078,6169,1638,1064,"CD8+CD4-"
"1302",2349,3796,3803,5129,6018,5414,2792,5343,4044,3241,"Monocytes"
"1303",2106,4779,2012,5002,5754,5533,3463,5451,3719,3548,"Monocytes"
"1305",2078,2247,7033,5953,5436,1821,6428,2800,2159,1130,"CD4+CD8-"
"1312",1982,2509,6830,1779,5568,1200,5997,6344,1380,1006,"CD8+CD4-"
"1315",1046,1699,6831,3328,5907,1810,6276,6352,2299,1575,"CD8+CD4-"
"1317",2373,3286,6726,2538,5785,3040,5570,6361,1936,1320,"CD8+CD4-"
"1326",1359,1794,6938,2117,5372,1059,5640,6180,1272,662,"CD8+CD4-"
"1331",2526,2936,3291,3995,5492,3240,3481,3881,4157,6891,"Eosinophils"
"1334",3342,5056,7128,5724,5390,1992,5800,1860,1402,639,"CD4+CD8-"
"1336",1368,4600,7477,5961,5559,2136,6135,2401,1534,849,"CD4+CD8-"
"1338",7105,3669,2200,7201,5434,6461,3092,3479,2575,1778,"Mature SIg Kappa"
"1352",1969,5079,1664,2235,5478,5755,1300,5815,2250,1636,"CD56dim"
"1357",5848,2783,1577,6372,5293,3442,2568,5460,1826,978,"Mature SIg Lambda"
"1360",2745,4521,6793,1880,5483,2839,5904,5990,1318,849,"CD8+CD4-"
"1367",1862,4451,7005,1740,5521,997,5937,6233,1440,783,"CD8+CD4-"
"1368",3139,1444,6700,5919,5473,1990,6690,2381,1825,1089,"CD4+CD8-"
"1378",2077,2924,3553,4436,5769,3838,3867,4142,4040,6812,"Eosinophils"
"1379",2104,5633,7481,5813,5400,1425,6143,2263,1446,803,"CD4+CD8-"
"1381",1894,1202,7226,5867,5700,2131,6144,2597,1339,1014,"CD4+CD8-"
"1383",1807,3123,3595,4330,5376,3630,4007,4146,4202,7219,"Eosinophils"
"1386",6338,4565,3091,6430,5262,5674,1569,3951,1866,1073,"Mature SIg Kappa"
"1388",6262,1613,966,6533,5427,6466,3791,4024,1683,897,"Mature SIg Kappa"
"1393",2652,2915,6996,1858,5639,2501,6299,6269,1767,1031,"CD8+CD4-"
"1395",2213,3424,7452,6046,5613,2277,5912,2750,1487,792,"CD4+CD8-"
"1397",2061,2483,7384,5943,5737,2217,6396,2303,1386,795,"CD4+CD8-"
"1401",2380,4915,7536,5893,5442,2509,5946,2674,1428,755,"CD4+CD8-"
"1403",2488,4781,2779,4568,5695,5387,1981,5434,5031,2248,"Monocytes"
"1404",2333,5134,1504,4461,5689,5460,2507,5363,5463,2467,"Monocytes"
"1408",6352,1398,967,6932,5591,6974,1010,4801,2208,1402,"Mature SIg Kappa"
"1410",1575,1806,6725,1891,5633,4480,5649,6387,2077,1431,"CD8+CD4-"
"1433",2853,4416,2354,4008,5378,5377,2250,5645,2777,2227,"Monocytes"
"1439",1534,2285,7001,1917,5827,2630,5468,6428,2247,1261,"CD8+CD4-"
"1441",6648,3929,2406,7614,5515,4545,2649,5782,2117,1730,"Mature SIg Lambda"
