"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"60",1628,2883,7167,5761,5373,933,6426,1658,1484,663,"CD4+CD8-"
"61",2471,2413,7160,6005,5671,1111,6166,2582,2225,1349,"CD4+CD8-"
"63",6260,1734,2198,6561,5662,5136,1582,3052,2622,1421,"Mature SIg Kappa"
"70",2401,5171,1640,3101,5156,4896,1833,5549,3827,3317,"Monocytes"
"72",2047,2469,7143,5695,5633,2036,5734,2330,1977,1054,"CD4+CD8-"
"75",1482,3303,7232,5878,5470,1818,6029,2235,1779,818,"CD4+CD8-"
"76",2127,1818,6937,6085,5655,2089,6216,2608,2292,1109,"CD4+CD8-"
"81",1716,4558,7470,5796,5391,919,5978,2553,1594,883,"CD4+CD8-"
"86",2176,4526,1963,3446,4691,3833,2158,4702,2983,3378,"Monocytes"
"88",2663,432,7183,6027,5536,1119,6076,2127,2109,1288,"CD4+CD8-"
"91",2423,4725,7335,5375,5137,1924,5558,1606,1551,914,"CD4+CD8-"
"92",2296,5160,1492,4115,5067,4388,2340,5376,3414,4103,"Monocytes"
"93",2629,4570,2113,4334,4824,3998,2235,5264,3010,4230,"Monocytes"
"100",2287,5367,7067,5706,5244,2146,6218,2153,1560,948,"CD4+CD8-"
"101",2080,2302,7200,5633,5228,1977,5653,2042,1585,1155,"CD4+CD8-"
"104",1855,2864,6685,5518,5129,1565,5807,1647,1881,812,"CD4+CD8-"
"105",2070,2261,7338,5914,5535,1319,5990,2825,1956,1095,"CD4+CD8-"
"107",2117,5013,1611,4089,4767,3636,2283,4990,3443,3470,"Monocytes"
"108",2624,2981,3445,4203,5318,3382,3667,4110,4687,6694,"Eosinophils"
"110",6173,4990,1371,6493,5338,1194,3615,5419,1793,917,"Mature SIg Lambda"
"111",2504,4720,1003,3697,5229,4280,1763,5121,3312,2881,"Monocytes"
"112",1924,1648,7029,2571,5816,940,4791,6526,2000,1466,"CD8+CD4-"
"115",2442,3255,7023,1449,5711,1892,6022,6354,2378,1264,"CD8+CD4-"
"119",6524,2825,3198,6676,5349,6251,1491,3932,2108,1341,"Mature SIg Kappa"
"120",3531,5663,2049,4191,5711,6865,0,5858,2540,1746,"Monocytes"
"124",6326,3434,1284,6177,5169,1595,2511,4684,1721,726,"Mature SIg Lambda"
"129",2379,5279,1328,1342,5630,5596,847,3697,2158,1466,"CD56dim"
"133",2211,3818,7393,5703,5257,1201,5750,1543,1549,869,"CD4+CD8-"
"134",2249,4629,7313,5593,5552,1521,5639,2206,1850,965,"CD4+CD8-"
"139",2024,871,7177,4181,5734,4315,5217,5976,1944,1363,"CD8+CD4-"
"142",1392,1877,6759,5766,5375,1716,5828,2211,1677,990,"CD4+CD8-"
"145",2385,1882,7080,5601,5304,987,5629,1868,2155,878,"CD4+CD8-"
"147",6400,5398,957,6912,5290,6552,3687,3314,1940,970,"Mature SIg Kappa"
"152",6254,4714,1993,6456,5338,2683,2053,5969,1626,892,"Mature SIg Lambda"
"154",2825,4581,7129,5669,5132,2195,5476,2396,1465,712,"CD4+CD8-"
"155",2788,4051,6728,5799,5402,2089,5801,2124,1891,1009,"CD4+CD8-"
"158",2176,4523,2702,3748,4873,3139,2337,4765,3588,2906,"Monocytes"
"160",1635,3427,7264,5862,5575,1462,6310,2490,1854,1180,"CD4+CD8-"
"170",2935,3325,6962,1793,5635,2194,6091,6111,2113,1188,"CD8+CD4-"
"171",6363,3879,2945,6358,5486,3848,1475,6728,1696,1009,"Mature SIg Lambda"
"174",1691,4634,7217,5900,5453,1537,6272,2553,1890,993,"CD4+CD8-"
"176",1982,5278,2144,1702,4916,3503,1921,3273,1969,1059,"CD56dim"
"177",5991,5280,1283,6856,5501,5862,3455,3592,1840,1018,"Mature SIg Kappa"
"178",2573,4692,2459,4221,5226,4238,2605,5133,2892,3663,"Monocytes"
"180",2336,4630,1908,3961,5453,4624,2292,5260,3748,2872,"Monocytes"
"182",2519,4832,1040,1281,5524,5702,617,5660,2195,1379,"CD56dim"
"183",1406,3961,7331,5675,5267,1548,5758,2373,1712,718,"CD4+CD8-"
"190",6441,5028,1133,6557,5340,2683,3144,6124,1914,1034,"Mature SIg Lambda"
"193",2100,4411,1385,3361,4694,3187,2397,4583,2775,3646,"Monocytes"
"194",2125,3055,3075,4027,5208,3390,3881,3907,4211,6595,"Eosinophils"
"198",2350,2673,7027,6004,5469,774,5094,2449,2075,962,"CD4+CD8-"
"209",2300,2848,2048,2366,5443,5960,815,4715,2928,1688,"CD56bright"
"216",2798,1027,7193,2399,5655,4833,5287,6075,1850,1242,"CD8+CD4-"
"217",2213,2750,1535,2201,5533,5371,3826,3441,2113,1447,"CD56dim"
"218",2031,4595,2603,3862,4690,3503,2179,4779,3013,3124,"Monocytes"
"223",2332,4484,996,3922,4982,3821,2449,4991,3221,2775,"Monocytes"
"224",2285,4525,1701,4037,5062,4640,2168,5236,3428,3879,"Monocytes"
"225",1260,3998,7317,5826,5401,1453,6142,2169,2046,1166,"CD4+CD8-"
"227",2467,5605,1200,1755,5485,5267,2432,5348,2191,1212,"CD56dim"
"229",1891,3006,3293,4050,5348,3463,3943,3960,4127,6823,"Eosinophils"
"230",1002,4336,7465,5694,5312,1484,5969,2191,1532,715,"CD4+CD8-"
"232",6013,2227,1835,6755,5256,5841,3126,3738,2143,1344,"Mature SIg Kappa"
"233",1848,4901,2313,3745,4826,3085,2437,4487,3007,3718,"Monocytes"
"235",6327,3407,1782,6448,5357,6057,3068,3799,1898,767,"Mature SIg Kappa"
"236",2112,2792,3122,4006,5173,3579,3057,3772,3878,6717,"Eosinophils"
"238",2015,3281,2391,1563,5518,5396,1751,3934,2316,1437,"CD56dim"
"240",2872,4149,6980,1892,5392,826,6040,6312,1942,1078,"CD8+CD4-"
"256",1994,3558,2847,1304,5601,5195,1751,4585,2226,1283,"CD56dim"
"260",2316,5195,7191,5692,5352,2104,6044,2521,1691,812,"CD4+CD8-"
"262",2275,3390,6825,3968,5787,2299,5667,6240,2090,1487,"CD8+CD4-"
"264",6378,4269,1630,6453,5512,2792,2181,6210,1881,1009,"Mature SIg Lambda"
"265",2676,1462,6995,5815,5528,2167,6459,2908,2329,1405,"CD4+CD8-"
"267",2445,4322,2016,3810,4722,3955,2615,5026,3903,3579,"Monocytes"
"271",3222,2160,6959,5898,5410,1519,5974,2580,2082,1212,"CD4+CD8-"
"291",2392,4843,1535,3616,5025,2724,2064,4882,3981,2883,"Monocytes"
"292",2815,1387,7214,5660,5310,1563,5311,1776,1710,781,"CD4+CD8-"
"293",6227,4497,984,6663,5174,5528,1351,3041,1873,897,"Mature SIg Kappa"
"294",3009,3251,7034,5589,5370,1795,5764,1687,1685,832,"CD4+CD8-"
"296",1945,5003,1956,3763,5304,5190,1587,5499,3562,3662,"Monocytes"
"301",1757,3504,7118,5292,5149,1196,5413,857,1498,499,"CD4+CD8-"
"302",6298,5428,2304,6943,5508,6318,4458,3245,1835,937,"Mature SIg Kappa"
"307",2318,4706,1801,4155,4964,4006,2301,4861,3440,2757,"Monocytes"
"314",1805,4471,7262,5605,5060,1512,5496,1589,1557,706,"CD4+CD8-"
"317",2802,3557,6831,2134,5495,968,5915,5996,2037,1352,"CD8+CD4-"
"318",1841,3986,7260,5898,5450,1879,6270,2558,1805,953,"CD4+CD8-"
"326",1781,2342,7004,2023,5519,2116,6167,6414,1832,1163,"CD8+CD4-"
"329",6231,4344,1971,6547,5276,6219,3624,3229,2009,894,"Mature SIg Kappa"
"335",1717,3862,7147,6001,5382,2106,6146,2607,1976,1360,"CD4+CD8-"
"336",3069,3191,3494,4665,5438,3664,3662,4484,5256,7250,"Eosinophils"
"337",1932,4493,2170,4261,5006,3882,2193,4873,3577,3891,"Monocytes"
"341",2029,3469,6745,5684,5401,1888,6392,2539,1651,872,"CD4+CD8-"
"347",2511,2147,7029,2485,5711,2024,5265,6363,2125,1384,"CD8+CD4-"
"348",947,4674,6973,5574,5165,1423,6042,2111,1470,628,"CD4+CD8-"
"350",1944,3377,7338,549,5721,5162,5401,6041,1942,1376,"CD8+CD4-"
"353",2339,4679,2985,3700,5053,4269,2084,5264,3655,2828,"Monocytes"
"367",2711,1258,7709,6029,5732,1725,5687,3137,2426,1453,"CD4+CD8-"
"370",2990,5902,6940,1212,5570,2666,6066,6222,1853,1172,"CD8+CD4-"
"373",1996,2271,7267,1516,5612,1820,5949,6168,1928,1283,"CD8+CD4-"
"374",658,5383,7386,5681,5378,1777,6396,2914,2160,1070,"CD4+CD8-"
"375",2409,4394,1416,3507,5227,4409,2620,4902,3595,2862,"Monocytes"
"379",2170,2700,4663,1028,5430,4375,2077,5000,2009,1207,"CD56dim"
"383",2009,1570,6549,1517,5391,2551,5743,6145,1426,953,"CD8+CD4-"
"385",2359,1969,2500,1220,5449,5020,1732,4936,2180,1474,"CD56dim"
"388",2128,5056,792,1863,5834,5248,2072,5628,2456,1580,"CD56dim"
"393",1727,4522,7214,5735,5295,1723,6185,2072,1819,789,"CD4+CD8-"
"395",2030,4807,1213,4175,4983,3715,2682,4851,3443,3395,"Monocytes"
"398",1933,3603,6715,5672,5373,1140,6004,2660,1968,866,"CD4+CD8-"
"400",6124,3934,1182,6419,5325,6438,1708,3504,1818,807,"Mature SIg Kappa"
"401",6678,1253,2694,6678,5467,6464,1877,3707,2111,1180,"Mature SIg Kappa"
"404",2376,2070,3732,4528,5480,3663,4051,4214,3417,7591,"Eosinophils"
"406",1990,2784,2062,1342,5133,936,3130,2411,1671,1161,"CD56dim"
"407",2280,1847,7067,5656,5481,2141,5746,2440,1845,948,"CD4+CD8-"
"408",2148,2581,1574,2150,5699,4883,2775,4710,2311,1434,"CD56dim"
"409",968,3210,7320,5794,5253,1692,5619,940,1495,721,"CD4+CD8-"
"410",1554,3598,6907,6173,5587,1021,6299,2976,2109,1245,"CD4+CD8-"
"413",1811,1483,7497,5880,5377,1942,5686,2441,1937,1001,"CD4+CD8-"
"414",837,1857,6693,5735,5496,1620,6259,2235,1822,1158,"CD4+CD8-"
"416",2580,4760,1094,2058,5235,6563,968,3688,2270,1395,"CD56bright"
"421",1970,4471,2789,4032,5065,3096,2424,5045,3759,3323,"Monocytes"
"424",2243,4701,6988,2097,5858,2553,6186,6431,1968,1277,"CD8+CD4-"
"426",2311,2911,3200,4182,5308,3203,3237,3999,4086,6771,"Eosinophils"
"429",5676,2882,1820,6577,5370,2658,2170,6706,2106,1266,"Mature SIg Lambda"
"430",2100,4907,2851,3832,5104,3626,1957,5151,3855,2601,"Monocytes"
"432",1297,4680,7223,5659,5256,1250,5632,1482,1547,552,"CD4+CD8-"
"436",2124,3029,7243,6022,5677,1551,5770,2257,2550,1474,"CD4+CD8-"
"439",3012,1923,7162,5900,5383,1635,5828,2552,1783,1266,"CD4+CD8-"
"443",1562,1363,7000,5565,5282,1300,6265,2533,1676,965,"CD4+CD8-"
"444",2063,2820,2744,4004,5193,3410,3476,3887,4062,6052,"Eosinophils"
"446",2279,1667,7276,5581,5353,1402,5994,1260,1473,900,"CD4+CD8-"
"448",1322,2643,6793,1445,5637,1383,5585,6083,1790,1174,"CD8+CD4-"
"450",1380,2426,7164,5757,5366,1571,6132,2468,1516,1261,"CD4+CD8-"
"454",1784,1574,7054,1601,5364,2577,5949,6244,1446,835,"CD8+CD4-"
"459",6359,2696,2479,6181,5356,3001,2193,5946,1711,880,"Mature SIg Lambda"
"460",1385,4599,7207,5823,5521,2087,5959,2116,1660,889,"CD4+CD8-"
"462",6536,3712,2681,6597,5583,2513,1903,6397,1927,948,"Mature SIg Lambda"
"464",1815,1688,1741,1853,5673,5319,991,5021,2241,1410,"CD56dim"
"465",2406,2265,7199,5879,5385,1386,6444,1845,2057,1078,"CD4+CD8-"
"466",1102,4734,7377,5815,5328,1951,5932,2007,1429,832,"CD4+CD8-"
"470",6078,3586,1417,6388,5221,4778,2570,3348,1739,1117,"Mature SIg Kappa"
"472",2603,5235,2546,4051,5153,3047,1891,5017,3128,3529,"Monocytes"
"475",6315,1711,1973,6738,5256,6229,193,3099,2046,1031,"Mature SIg Kappa"
"477",6003,5304,2541,6512,5178,1255,5011,5282,2081,995,"Mature SIg Lambda"
"480",1012,4816,7350,5798,5276,2030,5981,1320,1441,956,"CD4+CD8-"
"484",1949,4083,7030,2190,5450,1276,5963,6406,1627,911,"CD8+CD4-"
"487",6296,2923,1665,6515,5246,5747,1764,2549,1804,1106,"Mature SIg Kappa"
"496",1853,4320,2264,4249,4954,4531,2158,5264,2967,3604,"Monocytes"
"500",2934,3463,6951,1179,5562,2468,6219,6328,1839,1114,"CD8+CD4-"
"508",1722,2511,7096,1488,5621,4872,5384,6135,1915,976,"CD8+CD4-"
"512",5697,4996,1173,6758,5553,3731,4082,6039,1670,948,"Mature SIg Lambda"
"514",1870,4609,2274,4020,5274,4228,2948,5147,3345,3879,"Monocytes"
"516",2647,4623,1676,2299,5429,5361,1458,4561,2153,1296,"CD56dim"
"526",6160,3581,1884,6424,5433,4631,1870,3235,1696,953,"Mature SIg Kappa"
"527",2185,4744,7224,5702,5366,2123,5485,1048,1359,637,"CD4+CD8-"
"528",2239,4265,7099,5508,4945,1008,5216,2396,1446,861,"CD4+CD8-"
"529",2169,4276,7185,5726,5201,3154,5751,2868,1690,900,"CD4+CD8-"
"533",2325,3643,7356,5721,5234,1360,6058,2888,1765,959,"CD4+CD8-"
"534",1265,3421,7160,1850,5615,2415,5650,6006,1559,993,"CD8+CD4-"
"536",1868,2756,7059,2229,5699,4856,4170,6361,2160,1494,"CD8+CD4-"
"537",2310,4070,7387,5822,5610,1011,6030,2856,2113,1122,"CD4+CD8-"
"539",2289,4901,6792,5761,5367,1748,5924,1977,1380,789,"CD4+CD8-"
"541",2050,1724,7197,1922,5779,1217,4912,6597,1925,1315,"CD8+CD4-"
"545",6247,4306,2187,6760,5463,5686,1974,3122,2059,818,"Mature SIg Kappa"
"552",6674,3602,1727,6369,5127,2323,1245,4566,2592,767,"Mature SIg Lambda"
"560",2658,5029,1138,3670,5124,3030,2414,4772,3294,3831,"Monocytes"
"562",1900,4329,1989,4685,4778,4338,2054,5240,3324,3943,"Monocytes"
"565",6089,4113,843,6333,5153,4832,2808,3310,1702,909,"Mature SIg Kappa"
"568",1728,2347,6938,2034,5430,1190,5690,6396,1535,883,"CD8+CD4-"
"570",2365,4883,1284,3978,5065,3933,2158,5135,3491,3270,"Monocytes"
"575",2071,1596,6944,1360,5282,1621,5556,6128,2143,923,"CD8+CD4-"
"580",6226,3286,1730,6243,5059,4964,1391,3355,1791,1029,"Mature SIg Kappa"
"587",2295,6037,680,1652,5415,1206,2141,2035,2352,1054,"CD56dim"
"588",2884,2053,7138,5810,5428,875,6358,2085,1693,863,"CD4+CD8-"
"592",1955,2281,6474,5643,5327,1674,6084,2113,1599,657,"CD4+CD8-"
"595",6569,4176,2595,6578,5524,2626,2113,5934,1793,880,"Mature SIg Lambda"
"597",2508,1083,6972,5778,5532,1544,5970,2642,1834,1153,"CD4+CD8-"
"598",1799,1696,7150,5654,5340,1575,5726,2416,1660,858,"CD4+CD8-"
"599",1595,3069,7104,5674,5359,824,5785,2421,1665,769,"CD4+CD8-"
"602",6553,3583,1868,6439,5611,3461,2015,6775,1950,990,"Mature SIg Lambda"
"612",1885,4107,6726,2323,5619,2311,4975,6289,2207,1376,"CD8+CD4-"
"614",1724,6281,586,2362,5723,4898,2641,5035,2815,1896,"CD56dim"
"623",2102,2475,1068,1442,5515,4814,3920,3392,2210,1161,"CD56dim"
"626",6451,3310,2131,6406,5370,3145,2274,6146,1759,917,"Mature SIg Lambda"
"629",2007,1616,7037,1682,5600,4132,4959,5862,1837,1180,"CD8+CD4-"
"630",2526,5758,963,2136,5423,5367,1864,4927,2415,1293,"CD56dim"
"631",2108,4115,7198,5713,5103,1703,6051,2748,1544,672,"CD4+CD8-"
"638",2368,5080,1275,4180,5103,3915,2224,5210,3501,4158,"Monocytes"
"639",2284,4658,2730,3764,5018,4197,3189,5138,3552,3325,"Monocytes"
"640",1671,3867,6961,3307,5749,2022,5663,6450,2163,1196,"CD8+CD4-"
"641",2401,4262,2300,4310,5223,3700,1627,4738,3583,3003,"Monocytes"
"642",1872,3712,7398,5686,5394,1265,5715,3162,1729,784,"CD4+CD8-"
"644",2597,2773,7017,2389,5427,2406,6153,6194,1830,1092,"CD8+CD4-"
"645",6568,2558,1698,7277,5610,5253,1884,3511,3121,1891,"Mature SIg Kappa"
"648",1879,3570,6819,5856,5485,2275,6645,2595,1714,1020,"CD4+CD8-"
"649",2250,4720,7201,5888,5493,1225,5889,2025,1544,849,"CD4+CD8-"
"652",1521,4520,7131,5671,5274,1592,5921,2485,1846,965,"CD4+CD8-"
"653",2524,5845,869,1964,5537,5661,2443,5490,2308,1489,"CD56dim"
"654",2448,2638,6880,1700,5385,1990,5520,5912,1578,841,"CD8+CD4-"
"656",3351,4580,7291,5802,5281,1634,5865,2117,1568,889,"CD4+CD8-"
"659",3788,5016,3762,4453,5182,4752,2798,4694,3560,2305,"Monocytes"
"660",2615,5206,2287,3922,4789,4003,2603,4913,2887,4214,"Monocytes"
"663",6344,1179,2082,6703,5288,2377,2243,5736,2312,1291,"Mature SIg Lambda"
"667",1924,4657,1333,2333,5419,5594,1733,5585,2468,1481,"CD56dim"
"669",6383,2562,2311,6460,5309,4720,1384,2961,1637,909,"Mature SIg Kappa"
"670",2631,3389,6502,5329,4835,1393,5358,1676,1178,281,"CD4+CD8-"
"673",3113,1913,6865,4528,5748,1029,5584,6291,2033,1250,"CD8+CD4-"
"675",6357,4371,2007,6582,5467,3459,2369,6657,1793,841,"Mature SIg Lambda"
"678",2846,2930,7040,4609,5789,1444,6480,6580,2423,1562,"CD8+CD4-"
"684",2031,3303,1282,2165,5589,5433,2137,5252,2293,1515,"CD56dim"
"685",2731,3518,2692,4120,5271,3348,3587,3939,4486,6808,"Eosinophils"
"690",2465,1298,6923,6027,5396,1817,5970,2157,2116,1266,"CD4+CD8-"
"691",6585,1586,1931,6804,5347,2549,2803,6152,1692,1169,"Mature SIg Lambda"
"692",6449,4488,1950,6546,5361,1502,2332,5217,1735,1112,"Mature SIg Lambda"
"698",3127,2854,7034,4488,5785,2313,6255,6443,2233,1450,"CD8+CD4-"
"700",2879,3284,6658,1634,5729,4716,4634,6190,2354,1379,"CD8+CD4-"
"701",2527,1778,7158,2233,5607,2028,5708,6318,1780,1092,"CD8+CD4-"
"702",1836,2620,7256,5808,5249,1929,6103,2975,1564,846,"CD4+CD8-"
"703",2129,1901,7021,2019,5682,3742,4962,5913,1905,993,"CD8+CD4-"
"713",6157,4694,1381,6564,5378,5737,3133,3224,1791,804,"Mature SIg Kappa"
"716",5657,4858,1193,6534,5325,3825,5334,2901,1630,752,"Mature SIg Kappa"
"719",2624,4170,2692,4098,4858,4077,2178,4818,2735,3546,"Monocytes"
"722",6051,3650,2816,6307,5400,5244,2446,2869,1579,764,"Mature SIg Kappa"
"724",6344,2634,3384,6228,5318,5401,3027,2812,1771,1006,"Mature SIg Kappa"
"725",2703,2275,6611,5848,5510,1553,6162,1681,1591,1020,"CD4+CD8-"
"730",1720,2665,7184,4509,5151,809,5927,1761,1742,755,"CD4+CD8-"
"734",2743,3199,6850,3049,5593,1578,5626,6007,1881,948,"CD8+CD4-"
"736",2045,4190,1888,2909,5440,4796,2261,5238,2212,1731,"CD56dim"
"739",1987,2270,7230,5627,5293,1715,5753,2327,1765,1043,"CD4+CD8-"
"740",2219,2030,6717,1766,5514,3158,3824,5487,1735,1054,"CD8+CD4-"
"741",1494,4847,1591,3805,5106,4368,3324,5377,3511,3752,"Monocytes"
"744",3115,2427,6709,5905,5657,1976,6952,1995,1571,1128,"CD4+CD8-"
"746",1692,2808,6814,5822,5596,1991,6450,2124,1651,1012,"CD4+CD8-"
"747",6483,4044,1651,6493,5382,5544,1270,3457,1916,976,"Mature SIg Kappa"
"752",2673,1209,6986,5900,5571,1422,5557,2531,1912,934,"CD4+CD8-"
"754",2450,4193,2908,3922,4996,3870,1952,4825,3533,2710,"Monocytes"
"767",1692,2387,6946,1722,5332,2685,4591,5805,1594,835,"CD8+CD4-"
"768",2312,4873,1925,3489,4984,3185,2252,4939,3418,3715,"Monocytes"
"769",3316,1780,6844,5941,5668,2496,6419,1488,2365,1521,"CD4+CD8-"
"773",2069,1690,7021,1949,5630,5070,5390,6042,2002,1223,"CD8+CD4-"
"775",6288,4339,1188,6492,5420,6220,4478,3683,1971,869,"Mature SIg Kappa"
"776",2476,6073,642,1959,5623,3910,1822,3184,2486,1497,"CD56dim"
"778",1703,4206,6913,5405,5144,2162,5913,2303,1349,729,"CD4+CD8-"
"779",2298,1446,6687,1996,5307,3155,5671,6243,2027,979,"CD8+CD4-"
"780",2834,3293,7076,5874,5354,2022,6378,916,1685,984,"CD4+CD8-"
"781",2112,4155,2477,4194,5078,3698,2281,4915,3541,2916,"Monocytes"
"782",3051,2959,6970,5722,5560,1516,6541,2295,1478,1231,"CD4+CD8-"
"788",1970,4728,1843,3903,4987,4032,2112,5097,3276,4103,"Monocytes"
"789",2133,4394,2395,4132,5187,3634,2257,4745,3438,3787,"Monocytes"
"790",6246,3981,1779,6515,5334,5232,2909,3385,1798,798,"Mature SIg Kappa"
"792",2166,4137,1451,4050,5280,2596,2786,4848,3964,2514,"Monocytes"
"801",2463,2852,6831,4899,5471,1239,5709,5943,1863,866,"CD8+CD4-"
"802",6506,3948,1703,7153,5623,2112,2615,6042,2505,1161,"Mature SIg Lambda"
"803",2082,5026,1506,4047,5361,4398,2178,5362,3930,3276,"Monocytes"
"804",2834,1179,7144,3653,5587,2260,5728,5560,1908,1288,"CD8+CD4-"
"806",1977,4506,7352,5869,5415,1407,5602,1795,1667,789,"CD4+CD8-"
"812",1027,4097,7274,5798,5250,1599,6007,2247,1644,749,"CD4+CD8-"
"817",2297,5001,2426,4228,5172,4490,1872,5142,2979,4600,"Monocytes"
"818",2220,4819,1795,4326,5137,3528,2384,5190,3468,4210,"Monocytes"
"819",2442,2595,7364,5783,5483,2003,6521,534,2114,878,"CD4+CD8-"
"822",1903,4507,7344,5749,5351,2166,6129,2210,1653,841,"CD4+CD8-"
"825",2760,3181,6969,1922,5761,1850,6251,6435,2268,1468,"CD8+CD4-"
"827",1879,1935,6862,1120,5454,1215,5729,6212,1525,844,"CD8+CD4-"
"828",2760,5936,1080,1630,5385,4855,1626,5811,2384,1487,"CD56dim"
"836",1793,4806,3547,2162,5757,5086,2060,5656,2063,1484,"CD56dim"
"837",1721,3164,3238,4111,5280,3192,3512,3961,4463,6708,"Eosinophils"
"839",3312,4235,7154,5764,5480,2052,6081,2475,1576,923,"CD4+CD8-"
"843",2166,4487,1377,3629,5047,4333,2016,5045,4006,2671,"Monocytes"
"851",2513,4368,2235,4131,5018,4723,2344,5375,3734,2838,"Monocytes"
"856",1843,4746,6657,5742,5388,1663,6035,2021,1611,900,"CD4+CD8-"
"857",2077,2886,7012,5534,5155,1666,5908,2791,1246,683,"CD4+CD8-"
"866",2152,4226,2779,3505,4964,3649,1875,4747,3089,2209,"Monocytes"
"867",3119,1369,7304,1898,5510,1426,6052,6192,2389,1106,"CD8+CD4-"
"868",5735,4076,1247,6250,5288,3408,2387,6065,1830,841,"Mature SIg Lambda"
"869",6236,4682,1535,6761,5272,5193,3285,3064,1781,984,"Mature SIg Kappa"
"870",1956,1766,7272,1753,5763,4525,5483,5927,1961,1223,"CD8+CD4-"
"873",2579,4674,1750,3788,5205,4669,2584,5502,3610,3134,"Monocytes"
"874",3023,1430,7407,5601,5470,1473,6446,2029,1856,939,"CD4+CD8-"
"876",6516,4275,1264,6630,5533,3249,2519,6127,2383,1510,"Mature SIg Lambda"
"879",2831,3018,7081,2462,5587,5077,5002,5679,1759,1223,"CD8+CD4-"
"881",2423,3947,7371,5774,5508,1342,5912,2578,1780,917,"CD4+CD8-"
"884",2584,3766,2000,2604,5681,5299,2391,5427,2391,1410,"CD56dim"
"891",6351,5579,1047,6809,5525,2399,4272,6990,1944,855,"Mature SIg Lambda"
"892",1774,569,7145,1962,5664,4594,5492,5873,1420,1373,"CD8+CD4-"
"893",2265,1820,7140,3990,5789,4266,5152,6145,2208,1494,"CD8+CD4-"
"895",3493,5460,7174,5713,5232,1649,6177,2229,1503,1128,"CD4+CD8-"
"897",6167,2599,2282,6283,5250,2130,2090,5281,1668,835,"Mature SIg Lambda"
"899",2306,4228,1910,3885,5103,4638,1656,5365,3387,2719,"Monocytes"
"906",2183,3269,3437,4281,5172,3492,3511,3837,4526,6795,"Eosinophils"
"907",1904,2586,7134,1519,5635,2262,5630,6382,2015,1207,"CD8+CD4-"
"910",3547,4050,7095,5689,5383,1981,6453,1928,1679,1109,"CD4+CD8-"
