"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"234",2056,3547,1146,1691,4628,3360,2725,4644,1539,909,"CD56dim"
"237",2962,4976,3065,4581,5407,3817,2685,4575,2748,2741,"Monocytes"
"240",878,3801,6880,1172,5755,1965,6293,6578,2170,1356,"CD8+CD4-"
"246",3092,4836,1949,3604,5003,3109,2251,4129,2473,2761,"Monocytes"
"254",1847,2866,6673,5486,5408,1625,5965,3055,2353,1378,"CD4+CD8-"
"270",2470,3108,6367,4650,4520,1675,5695,2068,1557,578,"CD4+CD8-"
"274",3385,3062,2822,4338,5200,3600,2252,4296,2154,2222,"Monocytes"
"275",3012,3290,6832,5767,5453,1691,6658,3350,2012,1644,"CD4+CD8-"
"285",2332,5106,2211,1557,5470,5076,2886,6054,2113,1683,"CD56dim"
"288",2167,5122,2922,2287,5546,4991,2222,4820,2224,1594,"CD56dim"
"295",5430,3186,2403,5920,4324,1180,3012,4920,1462,811,"Mature SIg Lambda"
"298",2232,3414,3118,4141,5203,2632,3538,4426,4716,6851,"Eosinophils"
"311",2886,4378,7125,5363,5099,1536,5902,2344,1675,711,"CD4+CD8-"
"314",2827,1534,6992,5436,5465,805,5485,2794,1916,1119,"CD4+CD8-"
"326",3151,5245,2912,4537,5321,3602,1805,4717,2977,3329,"Monocytes"
"331",2740,5255,2983,4047,5409,3832,1553,4796,2405,2860,"Monocytes"
"334",2516,3531,7153,5907,5580,1470,6114,1633,2068,1546,"CD4+CD8-"
"339",3066,4743,3856,4279,5454,3980,1957,4775,2894,3133,"Monocytes"
"340",1955,5648,2114,928,5657,4677,2900,5529,2154,1364,"CD56dim"
"342",1783,4002,7339,5679,5665,1729,5711,1457,2226,1459,"CD4+CD8-"
"349",1457,3820,6958,5523,5112,1967,5998,1397,1628,900,"CD4+CD8-"
"351",2014,2125,7176,5746,5535,1701,6182,1399,1652,1012,"CD4+CD8-"
"352",2787,6181,3246,1055,5563,5658,3608,1814,2360,1748,"CD56dim"
"363",2696,5139,2276,4023,5304,3993,1422,4556,2503,2706,"Monocytes"
"373",2897,1869,7006,5856,5630,1876,6872,2829,1784,1445,"CD4+CD8-"
"375",2216,4141,4139,3113,5645,5180,1707,3999,2207,1219,"CD56dim"
"380",2483,3227,4079,4391,5544,3106,3946,4252,4204,7051,"Eosinophils"
"385",3019,1935,6681,1070,5505,2685,6186,6395,2376,1299,"CD8+CD4-"
"388",6092,4597,1467,6273,5063,2206,2252,4830,1770,983,"Mature SIg Lambda"
"392",2122,5720,1861,2647,5383,5081,2763,5857,2258,1763,"CD56dim"
"395",2289,5637,2319,408,5569,4906,1437,4157,2199,1792,"CD56dim"
"401",2633,1658,6152,4527,3948,1991,5101,1807,1331,557,"CD4+CD8-"
"411",2930,4045,6894,5663,5449,1452,7112,2602,2030,1440,"CD4+CD8-"
"417",2978,4603,3835,4730,5486,4005,2299,4692,3392,3279,"Monocytes"
"419",2832,3146,3804,3964,5320,2514,2927,3928,4296,6755,"Eosinophils"
"422",5641,3647,2561,6232,5193,2485,4510,5614,1611,1048,"Mature SIg Lambda"
"427",2172,4537,7035,784,5651,1319,5772,6347,1876,1096,"CD8+CD4-"
"428",963,3396,6951,5739,5444,1984,6295,1770,1439,949,"CD4+CD8-"
"435",2594,5477,1735,1788,5489,4427,2535,4850,1852,1667,"CD56dim"
"439",2782,5491,3340,2087,5363,5336,3284,5719,2657,1804,"CD56dim"
"443",6182,4387,3070,6202,5165,5250,4348,2573,1469,747,"Mature SIg Kappa"
"445",2097,5640,776,2539,5096,4679,1998,5482,2254,1268,"CD56dim"
"464",2439,4820,3928,4180,5240,3667,3019,4710,3260,3414,"Monocytes"
"468",2182,3046,2806,3125,4880,1380,2673,4028,1917,3028,"Monocytes"
"473",1675,2332,7102,5788,5743,1860,6801,2630,2156,1570,"CD4+CD8-"
"475",2123,4964,2231,1797,5492,5099,1588,4252,2130,1712,"CD56dim"
"478",3232,5949,669,2942,5570,5588,1644,6344,2036,1761,"CD56dim"
"479",3332,4564,1881,4225,5535,4002,1578,4306,2592,2710,"Monocytes"
"480",5144,3824,7653,5033,5801,2055,5503,2123,2630,1367,"CD4+CD8-"
"482",2157,6520,1630,1844,5568,5355,4053,5020,1881,1605,"CD56dim"
"487",1945,4557,1987,1727,5463,5331,4131,4687,2284,1825,"CD56dim"
"488",2531,4981,7345,5644,5258,1231,6222,776,1728,837,"CD4+CD8-"
"501",2711,3586,7229,5889,5491,1285,6966,1904,1834,1337,"CD4+CD8-"
"502",1288,3185,6842,5674,5343,1957,6284,916,1631,1235,"CD4+CD8-"
"503",2523,3612,2933,4468,5446,3466,1593,4273,2972,2836,"Monocytes"
"505",1594,2648,7043,5724,5534,2087,6818,2210,1353,1161,"CD4+CD8-"
"507",3138,1504,6788,5413,5373,1887,5933,1798,1239,709,"CD4+CD8-"
"510",2081,3770,6698,5553,5264,1489,6170,2455,1525,972,"CD4+CD8-"
"511",2928,4648,3220,3535,5377,3013,2393,4129,2347,2986,"Monocytes"
"514",4252,2748,7328,5927,5581,1567,7052,1929,2244,1491,"CD4+CD8-"
"515",133,2874,6787,5605,5420,1581,7119,2723,2609,1445,"CD4+CD8-"
"518",3009,448,6788,1906,5598,2565,6428,6441,1724,1356,"CD8+CD4-"
"523",2440,3699,3474,3444,4865,2282,2769,4471,1872,3135,"Monocytes"
"524",2171,4552,7065,5404,5213,2430,5826,1697,1402,1130,"CD4+CD8-"
"526",3386,2947,6661,5418,5344,1605,7026,2771,1735,1375,"CD4+CD8-"
"527",2346,2759,7125,5618,5452,1910,6157,1849,1935,1219,"CD4+CD8-"
"528",1657,2432,6771,2629,5876,2823,6417,6449,2053,1683,"CD8+CD4-"
"533",3166,5233,1352,4250,5444,4222,3132,4896,2869,3079,"Monocytes"
"541",2329,3380,7037,5615,5314,1752,5888,1330,1580,1091,"CD4+CD8-"
"546",2573,2642,7114,5612,5374,1530,6006,2418,1587,997,"CD4+CD8-"
"551",1984,2395,6741,3181,5762,4965,4843,6636,2196,1562,"CD8+CD4-"
"552",365,2722,7097,5735,5538,2043,6927,2263,2113,1706,"CD4+CD8-"
"563",2284,1666,6745,5395,5336,1429,6075,2234,2002,811,"CD4+CD8-"
"567",5438,2694,2408,6073,5010,2035,1481,4786,1418,635,"Mature SIg Lambda"
"572",2440,3979,3906,4718,5441,3582,4007,4670,4336,7256,"Eosinophils"
"578",2721,131,7222,5805,5591,1419,6508,1189,2047,1618,"CD4+CD8-"
"588",2609,6003,1870,1441,5151,3639,1761,5571,2305,1480,"CD56dim"
"589",1863,3447,7117,5402,5231,1532,6068,2227,1562,1063,"CD4+CD8-"
"597",2028,4405,7082,1461,5734,4940,5156,5828,2475,1662,"CD8+CD4-"
"609",1012,1716,6942,2086,5546,2460,6364,6372,1449,1260,"CD8+CD4-"
"615",2300,4863,2304,4460,5194,4363,2037,5103,3535,2768,"Monocytes"
"616",1516,1444,7578,5682,5330,1980,5956,2448,1660,1238,"CD4+CD8-"
"618",2423,4234,7218,5548,5212,2021,6156,2645,1692,1271,"CD4+CD8-"
"624",3408,3618,3590,4737,5429,3788,2206,4093,2559,2914,"Monocytes"
"626",3314,4510,3176,3795,5409,4133,2435,4403,2502,3081,"Monocytes"
"628",5667,4350,2873,6276,5161,5203,3457,2684,1650,1172,"Mature SIg Kappa"
"629",3366,1820,6829,5596,5667,1234,6786,1611,2104,1725,"CD4+CD8-"
"642",6223,4295,2060,6335,5215,5078,753,1181,1563,997,"Mature SIg Kappa"
"643",1803,3240,3933,4366,5386,3245,4057,4119,4866,6818,"Eosinophils"
"649",3287,4461,7101,5584,5253,3190,6314,3599,2005,1560,"CD4+CD8-"
"651",2310,3485,2848,4139,4893,3093,1833,3844,1834,1597,"Monocytes"
"652",1300,4269,6808,842,5788,2238,6170,6571,2393,1631,"CD8+CD4-"
"655",3103,1457,6856,5512,5024,2002,5830,1836,1327,750,"CD4+CD8-"
"658",2120,5788,709,1378,5664,5259,1659,6311,2352,1843,"CD56dim"
"662",3130,4334,7258,5428,5134,3246,6323,3004,486,709,"CD4+CD8-"
"665",5898,3891,2033,7060,5414,5589,836,3337,1825,1477,"Mature SIg Kappa"
"668",2394,4946,6911,5448,5381,1161,6525,2027,1520,1043,"CD4+CD8-"
"678",2176,4896,1246,1437,5080,4244,1509,3796,1977,1235,"CD56dim"
"682",1913,3041,7209,5618,5263,1523,6341,1831,1757,1127,"CD4+CD8-"
"690",3429,4463,3678,3964,5100,3575,2960,4559,2996,3327,"Monocytes"
"691",2548,4590,2761,818,5463,5264,700,5078,2278,1964,"CD56dim"
"694",2081,5130,2508,2201,4929,4222,1940,5337,1717,1068,"CD56dim"
"698",1786,2717,7050,5427,5231,1445,6227,2173,1697,1147,"CD4+CD8-"
"701",3002,4984,3509,4477,5539,3880,2247,4589,2472,2750,"Monocytes"
"703",3606,3892,6745,5605,5435,1335,6285,1427,1595,900,"CD4+CD8-"
"709",2198,6083,474,1435,5608,4429,1334,1569,2166,1591,"CD56dim"
"712",3478,5160,2267,4484,5432,3839,2404,4735,3112,3139,"Monocytes"
"716",1850,6189,444,1717,5631,3486,2069,5572,2418,1771,"CD56dim"
"718",2657,5057,4199,4333,5246,3788,3071,4578,2487,3261,"Monocytes"
"720",2305,2731,6464,5268,4938,2023,5267,747,1752,943,"CD4+CD8-"
"733",2212,3160,2990,4287,5242,2995,3776,4171,5651,6760,"Eosinophils"
"737",3007,3583,6722,866,5021,3206,5947,6101,1035,889,"CD8+CD4-"
"751",3084,2808,6839,5428,5152,1519,5828,2598,1387,943,"CD4+CD8-"
"753",6299,4299,2195,6305,5259,5363,346,2875,1689,992,"Mature SIg Kappa"
"754",6068,4236,1617,6421,5235,4025,3001,2459,2053,1274,"Mature SIg Kappa"
"763",2761,3073,6764,5627,5699,1821,6196,1146,2159,1631,"CD4+CD8-"
"764",2820,3558,6624,1390,5528,3427,5885,6161,2198,1263,"CD8+CD4-"
"769",2629,2345,6578,4788,4555,1442,5463,2279,889,581,"CD4+CD8-"
"772",1210,2017,6707,5578,5501,1328,6367,2491,1813,1122,"CD4+CD8-"
"776",3598,4866,2894,4714,5542,4163,1685,4719,2419,3108,"Monocytes"
"782",2377,4768,2326,1479,5744,5018,807,4133,2141,1578,"CD56dim"
"790",2281,4068,6824,5459,5300,1580,6197,2198,1204,857,"CD4+CD8-"
"793",2901,4621,7302,5583,5270,1459,6499,926,1637,949,"CD4+CD8-"
"805",572,1534,6718,5547,5507,1582,6233,3366,2194,1375,"CD4+CD8-"
"822",3213,3879,4368,4603,5391,3275,3582,4654,4978,7219,"Eosinophils"
"827",2131,5086,1292,2075,4978,4668,3074,5137,2038,1222,"CD56dim"
"832",2559,4638,1983,4282,5181,3936,1431,4638,2593,2690,"Monocytes"
"840",3196,3151,6989,5756,5395,1853,6883,2051,2059,1282,"CD4+CD8-"
"842",626,3772,6934,5394,5061,1692,6737,1770,1619,872,"CD4+CD8-"
"843",2286,4755,7248,5556,5390,1807,6155,2401,1512,1202,"CD4+CD8-"
"855",1790,3275,7195,5767,5466,1838,6710,1344,1932,1152,"CD4+CD8-"
"856",2679,4516,3263,4582,5369,3269,2375,3935,3175,1525,"Monocytes"
"866",2926,3654,7363,5683,5430,1467,6155,1057,1520,1169,"CD4+CD8-"
"875",1709,2884,6759,5289,5018,1836,6411,2134,1458,997,"CD4+CD8-"
"888",2759,1917,6862,5474,5314,2093,6640,2103,1712,1079,"CD4+CD8-"
"889",2462,3425,3559,4215,5210,2933,3569,4699,5002,6609,"Eosinophils"
"893",3043,4776,3680,4481,5243,3747,1405,4723,3105,3033,"Monocytes"
"907",1946,5619,1539,646,5393,5072,3741,2941,1711,1499,"CD56dim"
"909",2522,4427,3446,4022,4736,2853,3364,4286,2392,2073,"Monocytes"
"912",3123,4162,2541,4681,5393,4028,2223,4682,2922,2950,"Monocytes"
"924",1386,2903,7090,5566,5278,1493,5815,1262,1457,825,"CD4+CD8-"
"928",5711,3702,1759,6330,5316,1938,2317,5304,1537,1014,"Mature SIg Lambda"
"929",2059,6436,6766,5673,5068,2309,5045,1992,2094,846,"CD4+CD8-"
"931",2203,5753,1070,2008,5514,5129,1936,5635,1943,1602,"CD56dim"
"932",2870,2259,6857,1821,5449,2156,6378,6221,2140,1219,"CD8+CD4-"
"937",3597,3142,3857,4601,5092,3265,4540,4859,3171,3441,"Monocytes"
"938",710,1669,7009,5781,5502,1771,6837,1246,1801,1183,"CD4+CD8-"
"940",2693,4591,3211,4565,5240,3413,2150,4575,2104,2681,"Monocytes"
"941",2500,2802,2985,2676,5119,2790,3147,4299,2338,1364,"CD56dim"
"944",1002,2475,6822,5237,5130,1317,6008,2687,1753,767,"CD4+CD8-"
"953",1078,4264,7177,5696,5444,1461,6376,2217,1783,1105,"CD4+CD8-"
"957",2232,5310,1287,1562,5583,5054,1205,5763,1824,1539,"CD56dim"
"962",2344,4001,6820,5861,5589,1895,6860,2454,1929,1361,"CD4+CD8-"
"968",3466,4168,7307,5663,5301,2056,6099,547,1727,811,"CD4+CD8-"
"969",3152,4462,3192,4089,5399,2985,2334,4353,2532,3516,"Monocytes"
"970",2967,3180,3510,3827,5183,2638,1945,3729,2148,3497,"Monocytes"
"972",2427,2490,7080,6027,5759,1807,7020,1254,1895,1594,"CD4+CD8-"
"973",2175,3426,7003,5592,5580,1805,6765,2130,1749,1307,"CD4+CD8-"
"983",5822,3301,2094,6412,4506,4958,3513,1530,1282,673,"Mature SIg Kappa"
"986",2917,3753,6717,2047,5626,695,6088,6380,2226,1472,"CD8+CD4-"
"992",2728,3106,7086,5498,5316,4537,6090,2174,1843,1014,"CD4+CD8-"
"993",1252,1241,6641,3356,5410,2564,5523,5997,1910,918,"CD8+CD4-"
"1000",1046,2623,7035,5576,5298,1531,6301,2897,2022,1124,"CD4+CD8-"
"1003",2819,3057,4024,4670,5388,3219,3690,4715,4681,6982,"Eosinophils"
"1011",2036,4219,7240,5510,5387,1927,6361,2641,1670,1397,"CD4+CD8-"
"1012",2242,4790,875,1647,5246,4640,2780,4581,1610,1315,"CD56dim"
"1013",2537,4329,2882,5141,5191,3139,1897,4816,3833,1820,"Monocytes"
"1020",2676,6012,938,1341,5207,5311,1945,5327,1624,1453,"CD56dim"
"1023",2328,5660,550,1991,5375,4809,2648,5216,2614,1802,"CD56dim"
"1024",2158,1558,6288,5367,5368,1802,6479,3308,1719,877,"CD4+CD8-"
"1026",2661,1759,6380,5756,5660,1922,5513,1884,3139,1680,"CD4+CD8-"
"1029",2176,2355,6430,2145,5675,1351,5318,6657,2262,1375,"CD8+CD4-"
"1031",2549,6085,3062,1600,5604,4948,1479,5022,2014,1657,"CD56dim"
"1035",2500,3998,4141,4674,5387,3018,3083,4654,4576,7511,"Eosinophils"
"1037",2782,3886,6752,1400,5834,1951,6466,6530,2121,1568,"CD8+CD4-"
"1041",2056,6294,642,1788,5458,4593,1233,5701,2108,1570,"CD56dim"
"1043",678,2883,6585,5831,5600,2025,6790,652,2444,1809,"CD4+CD8-"
"1044",2136,2999,7378,5615,5481,1858,6126,1473,1691,1208,"CD4+CD8-"
"1045",1860,3377,6434,210,5400,4334,5623,6153,2149,1200,"CD8+CD4-"
"1050",5812,3781,1650,5780,4662,1582,2994,5083,1597,729,"Mature SIg Lambda"
"1051",2155,6007,2011,636,5544,5000,3642,4759,1496,1077,"CD56dim"
"1052",401,4235,7151,5633,5538,1474,6919,2125,1764,1405,"CD4+CD8-"
"1055",2935,2758,6216,4673,4357,1830,4946,1136,1436,566,"CD4+CD8-"
"1057",2708,3645,3142,4387,5091,3169,1740,4631,2500,4011,"Monocytes"
"1059",6088,3533,1376,6142,4868,4975,1832,2094,1551,828,"Mature SIg Kappa"
"1062",3340,4389,3442,4794,5280,3458,3785,5193,4520,7300,"Eosinophils"
"1063",1791,1878,6554,5477,5194,1873,6639,1108,1492,1046,"CD4+CD8-"
"1067",2500,5270,4283,3568,4711,2690,1358,3968,1249,1493,"Monocytes"
"1072",2452,5741,1431,1143,5748,5398,1735,5305,2316,1873,"CD56dim"
"1077",2538,4550,3442,4353,5523,3830,2668,4497,3202,2914,"Monocytes"
"1078",2629,5253,2834,4024,5319,3960,2008,4634,2986,2967,"Monocytes"
"1087",2683,5844,708,2017,5382,5184,729,4593,2181,1717,"CD56dim"
"1090",2366,2966,4069,4428,5289,3306,3749,4804,4488,6725,"Eosinophils"
"1091",2461,4824,1747,1949,5407,6373,4344,4884,1809,1725,"CD56bright"
"1092",1922,1710,6866,2499,5657,3077,5829,6468,2197,1252,"CD8+CD4-"
"1102",2180,3949,3611,4447,5210,3216,3455,4658,4712,6761,"Eosinophils"
"1105",1841,3665,6837,5535,5220,1745,6254,1215,1583,1054,"CD4+CD8-"
"1108",1890,3895,7055,5953,5725,1422,5690,1333,2106,1491,"CD4+CD8-"
"1110",1786,4262,7203,5852,5625,1440,6417,2537,2141,1719,"CD4+CD8-"
"1116",2396,3625,7044,5595,5307,1566,6250,1356,1683,980,"CD4+CD8-"
"1117",3148,4068,7132,5528,5390,1706,6348,2102,1778,1238,"CD4+CD8-"
"1119",1650,3024,6834,5446,5443,2187,6662,805,1917,1222,"CD4+CD8-"
"1124",2384,972,7496,5689,5354,2025,5549,2571,1531,744,"CD4+CD8-"
"1131",2328,4938,3255,4678,5443,3342,2006,4752,2349,2937,"Monocytes"
"1138",5460,4410,3918,6010,4694,2608,4267,5156,2287,1310,"Mature SIg Lambda"
"1140",6164,4171,2327,5888,5128,2344,2752,5078,1640,1020,"Mature SIg Lambda"
"1142",3473,3213,6958,5526,5391,2105,6083,2339,2153,1424,"CD4+CD8-"
"1144",2303,5476,1640,1593,4892,4992,1328,3703,2248,1469,"CD56dim"
"1152",1680,3757,6924,5583,5361,1387,6485,1634,1759,1068,"CD4+CD8-"
"1157",1276,3834,7241,5609,5418,1826,6722,1167,1708,1096,"CD4+CD8-"
"1159",3513,4362,3890,5013,5534,3854,3414,5052,4635,7648,"Eosinophils"
"1162",1486,5392,7151,5651,5335,1557,6051,1978,1724,1241,"CD4+CD8-"
"1163",1763,1217,6959,5801,5620,1510,6254,2339,2310,938,"CD4+CD8-"
"1168",820,2036,6527,2892,5643,1433,6344,6295,2307,1594,"CD8+CD4-"
"1169",2402,3762,3897,4458,5494,3169,4024,4672,4737,7009,"Eosinophils"
"1172",2741,3983,7024,5633,5251,2115,5892,1743,1048,874,"CD4+CD8-"
"1174",2274,5510,1413,1483,5197,4909,1654,4520,1979,1794,"CD56dim"
"1178",1111,2775,6596,2315,5384,2767,5849,6260,2033,1386,"CD8+CD4-"
"1181",2401,5178,1162,2087,5453,4914,1425,5573,1921,1255,"CD56dim"
"1194",5296,3321,1572,5504,4330,1969,4197,4718,1541,503,"Mature SIg Lambda"
"1197",5923,4350,1624,6033,5019,2753,2360,5341,1767,1116,"Mature SIg Lambda"
"1198",2255,2137,6821,5615,5498,1911,6800,188,2003,1266,"CD4+CD8-"
"1199",2733,4031,6916,3431,5764,2666,5909,6460,1674,1969,"CD8+CD4-"
"1201",2821,5321,2580,1344,5492,5171,1089,4607,2085,1426,"CD56dim"
"1207",2459,2805,4041,3756,4897,3482,1855,3776,1803,3214,"Monocytes"
"1210",2381,5194,1548,942,5439,5000,1353,5309,2151,1539,"CD56dim"
"1212",2212,4959,236,1349,5244,4851,1756,4536,2045,1279,"CD56dim"
"1213",2362,5804,2232,407,5797,5206,1680,5977,2374,2024,"CD56dim"
"1218",2077,1486,5650,1973,4968,2331,4486,6026,1990,872,"CD8+CD4-"
"1226",2506,6067,866,1184,5642,4915,2183,4793,2283,1929,"CD56dim"
"1236",2638,4631,2786,4242,5400,3885,1684,4598,2701,2663,"Monocytes"
"1239",6186,4681,4710,6524,5292,5550,4719,2599,1739,1006,"Mature SIg Kappa"
"1242",2295,4624,7284,5578,5220,2073,5716,1753,1194,723,"CD4+CD8-"
"1245",2715,1266,7314,5730,5411,2114,6185,881,1744,1197,"CD4+CD8-"
"1247",2570,4535,3683,2525,5399,4508,3139,4261,2105,1426,"CD56dim"
"1252",2312,1749,6908,5781,5558,1239,7320,2889,2037,1359,"CD4+CD8-"
"1254",1834,1826,7079,5740,5352,1926,6613,3172,1998,1268,"CD4+CD8-"
"1257",3544,270,7196,5874,5622,2079,6017,1349,1835,1469,"CD4+CD8-"
"1261",844,2448,7120,2701,5875,1372,6327,6739,2383,1293,"CD8+CD4-"
"1264",2454,3123,2938,4348,4788,2040,3275,4610,2237,3548,"Monocytes"
"1265",2906,6129,2105,955,5258,4697,1763,5596,1948,1461,"CD56dim"
"1267",1375,989,6499,2327,5331,2553,5752,5697,2017,1020,"CD8+CD4-"
"1275",2483,5043,627,2684,5621,5386,3464,5124,2268,1732,"CD56dim"
"1277",2447,5774,1473,2509,5662,4696,2461,4329,2311,2026,"CD56dim"
"1282",2454,5341,2015,3618,5225,3729,2104,4396,2777,2980,"Monocytes"
"1283",2298,4296,1584,2688,5650,4554,1275,1632,1888,1714,"CD56dim"
"1288",2409,3572,2216,2433,5204,5214,877,5142,2269,1329,"CD56dim"
"1289",1766,2766,7245,5687,5495,1289,6492,2462,1738,1180,"CD4+CD8-"
"1291",3023,4761,1395,4215,5405,2781,2047,4205,2325,2634,"Monocytes"
"1293",2180,3085,4026,4336,5308,2956,2613,3804,4311,7326,"Eosinophils"
"1300",1851,3981,7062,5863,5718,1556,6104,1734,2260,1568,"CD4+CD8-"
"1309",3009,4989,3334,4364,5354,4102,2225,4856,3311,2149,"Monocytes"
"1311",5925,4098,2741,6409,5251,5806,1175,2788,1423,960,"Mature SIg Kappa"
"1319",2982,5164,2416,3744,5457,3959,2434,4809,2437,2708,"Monocytes"
"1330",3480,3795,6015,2904,5303,1834,5829,5969,1745,1063,"CD8+CD4-"
"1335",2054,2193,6650,5687,5454,1660,6992,1165,2127,1183,"CD4+CD8-"
