"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"406",2988,3158,7091,1341,5460,831,5046,2743,2480,1432,"TCRgd-"
"411",3216,2744,7090,5962,5479,1512,6296,2449,2031,1137,"CD4+CD8-"
"417",2259,3407,6862,5676,5312,1363,5458,1289,2075,869,"CD4+CD8-"
"426",2286,4688,6765,5772,5213,1895,5683,1643,2201,1153,"CD4+CD8-"
"441",1644,3914,6720,5844,5383,1022,5849,2789,2068,1253,"CD4+CD8-"
"448",2359,3622,6995,1320,5374,2080,5433,6170,1948,1158,"CD8+CD4-"
"455",5994,4827,1282,6235,5288,5982,2718,2243,2117,1120,"Mature SIg Kappa"
"459",1898,5038,1291,1915,5544,5132,2148,3287,2567,1537,"CD56dim"
"460",2581,1625,6178,2287,5240,2158,4483,2168,1987,1043,"TCRgd-"
"469",3644,4211,7204,5753,5265,891,5848,2244,2162,1021,"CD4+CD8-"
"471",2694,3184,6982,1716,5485,499,5761,6424,2202,1379,"CD8+CD4-"
"475",2644,3139,3112,4409,5344,3537,3519,4185,2929,7355,"Eosinophils"
"477",2531,4406,7360,5854,5384,1124,5921,1778,2279,1329,"CD4+CD8-"
"490",2725,4920,7187,5525,5177,1611,5685,1463,1914,943,"CD4+CD8-"
"497",3788,2687,7478,1526,5483,2442,4595,2250,2462,1606,"TCRgd-"
"514",6178,2497,2163,6524,5080,5745,465,2954,2093,1037,"Mature SIg Kappa"
"516",1663,3484,7240,5851,5476,1192,6416,2363,2464,1458,"CD4+CD8-"
"520",6057,2133,2898,6657,5506,7018,4360,2870,2371,1158,"Mature SIg Kappa"
"523",1865,4065,2329,3963,4650,4843,3429,4801,3989,3163,"Monocytes"
"535",1106,4435,6981,5676,5382,1180,5997,1949,2329,1180,"CD4+CD8-"
"540",6233,2394,2823,6576,5031,6097,1343,3171,2040,985,"Mature SIg Kappa"
"555",2466,3860,3449,4579,4949,4913,2065,5106,3963,3712,"Monocytes"
"556",1901,3108,7138,5607,5265,1474,5462,1427,2183,1148,"CD4+CD8-"
"557",2118,3571,7022,5765,5431,1935,6059,2670,2270,1511,"CD4+CD8-"
"563",1904,3718,2768,1520,5284,5072,2615,4618,2514,1453,"CD56dim"
"564",2284,4110,6211,5948,5599,1255,6482,2319,2953,1557,"CD4+CD8-"
"567",2044,2774,7259,5689,5306,979,5428,2043,2049,1060,"CD4+CD8-"
"582",1750,3073,7206,4168,5634,2860,5036,6132,2601,1471,"CD8+CD4-"
"584",1594,2291,6556,2192,5412,2251,5095,5933,2156,1251,"CD8+CD4-"
"594",2117,861,6842,5693,5283,1780,5628,2342,2116,985,"CD4+CD8-"
"597",3381,2165,7028,2209,5585,1619,4919,2181,2698,1518,"TCRgd-"
"602",3904,3508,7028,1382,5430,1765,6186,6285,2366,1347,"CD8+CD4-"
"605",2103,3423,7271,5792,5276,1072,5289,2633,1998,793,"CD4+CD8-"
"611",5496,2211,1743,6500,5205,6225,2675,2588,2205,1172,"Mature SIg Kappa"
"623",2209,638,6958,1815,5425,1124,5687,6349,2221,1497,"CD8+CD4-"
"630",1368,3251,7162,5696,5339,1587,5844,1992,2250,1321,"CD4+CD8-"
"633",4085,3725,6318,5947,5590,1585,6266,2290,2774,1696,"CD4+CD8-"
"637",2184,4605,6897,5629,5178,1334,6005,2558,2169,1012,"CD4+CD8-"
"639",2506,3679,6872,2145,5373,1597,5609,6334,2105,1167,"CD8+CD4-"
"640",1854,2316,6944,5790,5333,1792,5074,1362,2462,1361,"CD4+CD8-"
"641",1748,2104,6921,421,5750,656,5104,6618,2537,1708,"CD8+CD4-"
"645",1387,2603,6401,2228,5364,2025,5980,5690,2910,1376,"CD8+CD4-"
"646",2356,2244,7048,5932,5379,2208,5160,2574,2751,1371,"CD4+CD8-"
"650",1776,2652,7006,1724,5345,980,5264,6234,2194,1261,"CD8+CD4-"
"653",1786,5821,1744,1653,5295,5075,1371,4059,2657,1668,"CD56dim"
"660",2290,3855,6916,1866,5338,976,5602,6271,2133,1392,"CD8+CD4-"
"661",1975,2953,6518,5915,5663,553,6406,1818,2301,1442,"CD4+CD8-"
"663",2231,2531,2947,3922,5090,2920,3369,3669,3613,6873,"Eosinophils"
"665",2215,2928,6969,5554,5148,1408,5407,1716,1843,920,"CD4+CD8-"
"671",2448,5541,7035,5680,5213,1824,5296,1857,2053,1321,"CD4+CD8-"
"674",6276,2497,2135,6252,5281,5931,2023,3400,2179,1093,"Mature SIg Kappa"
"677",2263,4968,7024,5636,5376,1426,6421,2217,1956,1079,"CD4+CD8-"
"687",1818,4183,2038,3804,4927,4483,2422,4784,3903,3626,"Monocytes"
"688",1728,4076,1397,4458,4976,5294,2962,5020,4264,3522,"Monocytes"
"690",2507,2820,6785,5773,5606,1082,6122,2602,2360,1283,"CD4+CD8-"
"694",3096,2821,6628,2240,5239,1828,5072,2657,2178,1213,"TCRgd-"
"697",2606,5037,6969,5368,5170,1310,5704,2693,2225,1194,"CD4+CD8-"
"707",3395,3438,7083,5692,5501,1745,5844,2442,2163,1194,"CD4+CD8-"
"709",1923,4110,7161,5784,5400,1647,5888,2234,2288,1046,"CD4+CD8-"
"713",2273,4469,2276,3617,4408,4294,2638,4761,3847,3431,"Monocytes"
"721",2559,4798,7003,5594,5032,1044,5926,2840,2211,965,"CD4+CD8-"
"722",2769,2855,6925,2079,5365,1747,5957,6136,2155,881,"CD8+CD4-"
"732",2185,1279,7103,1620,5483,706,5989,6470,2238,1537,"CD8+CD4-"
"733",2646,2603,7010,658,5408,2246,5867,6115,2151,1323,"CD8+CD4-"
"734",2673,3841,6808,5680,5237,1242,5710,2299,2322,1106,"CD4+CD8-"
"739",6021,3095,1905,6297,5190,5401,1878,3153,1942,813,"Mature SIg Kappa"
"743",2135,4251,2798,4748,5588,5042,1714,5042,3663,3521,"Monocytes"
"751",1857,3226,7202,1678,5627,1545,5608,2474,2223,1474,"TCRgd-"
"753",2112,3784,3044,4868,5343,4979,2754,5091,4407,3671,"Monocytes"
"762",2115,4361,1797,2338,5390,4720,1980,3057,2332,1442,"CD56dim"
"765",2589,2706,1389,2243,5474,4967,1440,3551,2440,1539,"CD56dim"
"766",2574,3513,2265,2164,5447,5298,1859,3095,2156,1395,"CD56dim"
"770",2825,2307,7081,1662,5479,1990,4796,6317,1972,1068,"CD8+CD4-"
"773",2104,2286,3685,3943,5198,3021,3157,3578,3464,6542,"Eosinophils"
"776",1529,3947,6840,5719,5328,1968,6026,3069,2479,1366,"CD4+CD8-"
"781",1647,4338,7215,5604,5275,790,5627,2695,1972,1054,"CD4+CD8-"
"783",2039,2248,6743,5783,5360,1748,4614,2178,2253,1202,"CD4+CD8-"
"792",1361,3288,6967,5492,5124,1388,5409,2483,2334,1416,"CD4+CD8-"
"797",1887,2484,6747,29,5362,475,4587,5688,2437,1126,"CD8+CD4-"
"798",2709,2972,7174,2009,5509,4451,4051,3895,2621,1599,"TCRgd-"
"800",1926,3242,6640,1960,5516,1618,5155,6279,2350,1350,"CD8+CD4-"
"802",2016,2524,3778,3967,5119,3134,3436,3944,3476,6388,"Eosinophils"
"809",1618,3249,7258,5911,5382,1345,5703,2139,2139,1235,"CD4+CD8-"
"812",1396,4569,7185,5614,5338,1429,5720,2462,2136,1134,"CD4+CD8-"
"813",2094,3194,6952,3236,5422,733,5628,5658,2298,1382,"CD8+CD4-"
"814",1885,4117,7149,5821,5203,1334,5588,2757,1993,1015,"CD4+CD8-"
"826",2235,1747,7152,5746,5097,781,5498,2178,1822,990,"CD4+CD8-"
"831",2182,3225,2246,3814,4455,4394,2466,4545,3583,3595,"Monocytes"
"832",1721,3942,7297,5830,5240,2197,6223,2067,2186,1427,"CD4+CD8-"
"834",1361,3785,7118,5696,5307,1072,5538,2037,2028,1021,"CD4+CD8-"
"835",1707,3837,2359,4538,5261,5385,2362,5431,4504,3245,"Monocytes"
"837",2480,4155,7244,6007,5494,1652,5892,1987,2296,1390,"CD4+CD8-"
"842",2522,3605,7101,5788,5578,3121,5163,2617,2507,1427,"CD4+CD8-"
"845",1339,2268,6635,5847,5255,1160,5180,1922,2633,1296,"CD4+CD8-"
"852",2000,2286,6584,1508,5616,3759,4691,6300,2241,1382,"CD8+CD4-"
"854",1611,3493,7120,5868,5426,961,5301,1403,2302,1479,"CD4+CD8-"
"857",1624,3569,1676,1472,5234,4715,2854,3472,2396,1448,"CD56dim"
"859",2122,4739,2486,2135,5218,4999,1947,3246,2290,1461,"CD56dim"
"867",5774,3999,1657,6578,5263,6343,3251,2842,2334,1283,"Mature SIg Kappa"
"884",2103,3547,7005,5755,5447,1204,5511,2582,2481,1432,"CD4+CD8-"
"886",2260,2530,6925,5851,5310,1996,5747,2320,2422,1304,"CD4+CD8-"
"889",2365,3546,7206,5884,5344,1418,5834,1501,2073,1120,"CD4+CD8-"
"894",2081,3120,6601,5953,5577,1019,5040,2294,2772,1497,"CD4+CD8-"
"900",2650,4624,2589,3815,4952,5381,2456,5314,4000,3635,"Monocytes"
"903",2057,4149,1290,2252,5466,5061,2677,3221,2542,1424,"CD56dim"
"904",2215,3431,2617,4297,4621,4556,1572,4697,3348,3336,"Monocytes"
"905",2244,3643,1514,1776,5218,4646,2317,3183,2341,1310,"CD56dim"
"906",2135,3979,6920,1147,5265,1953,5490,6030,2007,1112,"CD8+CD4-"
"912",1600,4101,6848,1212,5520,2386,5510,6377,2106,1245,"CD8+CD4-"
"920",5901,3611,2273,6443,5289,2138,4287,5925,2122,1112,"Mature SIg Lambda"
"927",2388,4020,2190,3737,4793,4081,2210,4741,3381,3876,"Monocytes"
"929",2441,3933,1276,4215,4951,4950,1603,5101,4190,3080,"Monocytes"
"938",2152,3018,6668,1035,5587,390,4148,5087,2456,1329,"TCRgd-"
"941",5965,2750,1459,6470,5021,5650,2157,3114,2361,1353,"Mature SIg Kappa"
"948",2890,2406,6748,5695,5397,1584,6199,2082,2076,1004,"CD4+CD8-"
"956",2376,4364,7015,5677,5276,1690,5650,1959,2005,943,"CD4+CD8-"
"961",2564,2951,6538,5748,5359,1516,6170,1024,2582,1186,"CD4+CD8-"
"971",3051,3391,6759,5877,5409,1657,6166,1904,2287,1180,"CD4+CD8-"
"975",2173,3320,7105,5706,5141,2008,5112,1635,1689,1049,"CD4+CD8-"
"979",1760,3384,2106,4057,4452,4063,2422,4533,3117,3474,"Monocytes"
"985",2371,3318,6799,5534,5163,1895,5319,1279,2098,940,"CD4+CD8-"
"995",2065,3096,2464,1622,5298,4726,1940,3225,2366,1406,"CD56dim"
"1004",1574,2180,6991,5830,5374,1970,5779,2264,2004,1057,"CD4+CD8-"
"1009",2442,1807,6983,5364,4921,1780,5144,2096,1707,744,"CD4+CD8-"
"1014",1970,4097,6972,5840,5387,1824,5711,2619,2055,912,"CD4+CD8-"
"1016",2898,2751,3581,4371,5218,3503,3721,4156,3749,6761,"Eosinophils"
"1029",2119,3046,6864,5702,5499,1661,4987,2654,2382,1142,"CD4+CD8-"
"1030",1865,4054,2637,1978,5330,4917,2607,4192,2339,1688,"CD56dim"
"1033",1673,1784,7189,5761,5436,876,5385,2429,2308,1216,"CD4+CD8-"
"1034",1762,2022,6902,5785,5524,1974,6164,2502,2678,1479,"CD4+CD8-"
"1035",2315,938,7217,1810,5320,1501,5719,6315,2071,1117,"CD8+CD4-"
"1039",6615,3158,1563,6399,5435,6032,3364,3714,2168,1158,"Mature SIg Kappa"
"1046",1249,4441,7329,5758,5416,1664,5856,2459,2191,1216,"CD4+CD8-"
"1047",2230,3973,2106,4008,4971,4903,1764,4916,3558,3346,"Monocytes"
"1052",1832,3983,6999,5936,5366,1902,5696,2319,2216,1291,"CD4+CD8-"
"1053",1444,3720,6728,5717,5479,1053,6414,2786,2423,1326,"CD4+CD8-"
"1055",1598,4277,6772,5783,5271,1433,5703,2058,1971,1104,"CD4+CD8-"
"1061",5718,1947,1194,6901,5617,2571,1450,6209,2237,1463,"Mature SIg Lambda"
"1066",1298,3548,7201,5884,5354,1905,5762,1473,2239,1153,"CD4+CD8-"
"1067",2261,3694,2288,4176,4791,4803,1829,4913,4248,3159,"Monocytes"
"1070",2161,3584,6933,5788,5284,885,5954,2017,2242,1035,"CD4+CD8-"
"1072",2495,3296,6669,5473,5067,1915,4920,2150,1905,878,"CD4+CD8-"
"1074",2847,3929,7432,2410,5516,4468,5688,3157,2525,1635,"TCRgd-"
"1078",3228,3938,6543,1355,5445,1568,6261,6074,2338,1109,"CD8+CD4-"
"1079",6401,4133,1627,6494,5405,6408,3635,3429,2327,861,"Mature SIg Kappa"
"1082",2002,3255,7113,5724,5347,1749,5390,2656,2282,1345,"CD4+CD8-"
"1084",2329,3654,7204,5790,5339,1873,5859,1987,2040,1098,"CD4+CD8-"
"1095",2512,3874,7005,443,5318,1057,5815,6214,2339,1374,"CD8+CD4-"
"1107",6130,2870,2533,6400,5181,5233,2457,2800,2199,1131,"Mature SIg Kappa"
"1116",1870,3912,2479,3888,4925,5041,2159,4860,3770,3107,"Monocytes"
"1120",5797,4313,1268,6433,5114,4865,1809,2686,1932,781,"Mature SIg Kappa"
"1124",2859,2716,6931,443,5313,1004,5550,6009,2147,1117,"CD8+CD4-"
"1127",1952,3145,6833,2964,5552,1071,5203,6235,2322,1497,"CD8+CD4-"
"1128",2379,5280,7239,5571,5220,1547,5931,2437,2038,920,"CD4+CD8-"
"1129",2177,4075,6864,5545,5130,2026,5319,2681,1943,1248,"CD4+CD8-"
"1139",2621,4688,2202,4171,4941,4932,2262,5155,3921,3535,"Monocytes"
"1142",1837,3847,7139,5759,5308,1682,5719,2018,2096,1073,"CD4+CD8-"
"1152",2267,3622,7213,5718,5254,1377,5482,2772,2276,1374,"CD4+CD8-"
"1157",2325,3398,6812,1842,5391,2837,5454,6073,2162,1345,"CD8+CD4-"
"1158",2159,2837,3074,4081,5273,3241,3394,3857,4150,7471,"Eosinophils"
"1159",3269,2666,6524,1906,5557,1589,5046,6194,2309,1248,"CD8+CD4-"
"1162",1163,2954,6817,5722,5208,1966,5797,1376,2037,1026,"CD4+CD8-"
"1166",2554,2400,6938,5775,5443,2504,5879,1909,2032,1101,"CD4+CD8-"
"1167",3017,2717,7358,1715,5528,2883,4709,3227,2330,1531,"TCRgd-"
"1172",1111,2917,7212,5858,5640,4290,5996,2597,2770,1471,"CD4+CD8-"
"1178",3243,4428,7162,5715,5445,2466,5973,3212,2287,1376,"CD4+CD8-"
"1181",3357,4696,6856,5662,5269,1051,5939,2033,2175,993,"CD4+CD8-"
"1183",2020,3792,7051,5777,5228,1648,5694,2435,2017,1148,"CD4+CD8-"
"1189",2675,3641,7050,5880,5456,869,6140,2299,2189,1345,"CD4+CD8-"
"1192",6454,3983,1528,6302,5421,2068,2013,6085,2092,1029,"Mature SIg Lambda"
"1198",2298,2375,3532,4065,5147,3365,3109,3874,3759,6548,"Eosinophils"
"1199",1366,1889,6484,692,5497,1842,5773,5877,2388,1310,"CD8+CD4-"
"1202",6177,2932,1574,6095,5334,6608,1407,3549,1965,1180,"Mature SIg Kappa"
"1215",2247,4259,1692,4120,5029,5438,1818,5272,3941,3644,"Monocytes"
"1220",2097,4388,2578,4447,4570,4907,2934,5005,3220,3129,"Monocytes"
"1229",6185,3026,2184,6458,5259,6116,4526,3139,1897,898,"Mature SIg Kappa"
"1230",2133,2945,7081,1021,5677,736,5206,5921,2460,1350,"CD8+CD4-"
"1234",2467,3122,6966,5299,5054,1094,5182,2303,1952,965,"CD4+CD8-"
"1237",1414,4431,7039,5713,5143,1363,5200,2073,1716,744,"CD4+CD8-"
"1241",2468,3604,6634,5711,5299,1373,5757,1989,2195,1060,"CD4+CD8-"
"1245",1374,2457,7009,5890,5475,1856,6088,1126,2059,1355,"CD4+CD8-"
"1248",2271,2473,3999,4058,5308,3265,3951,3901,3226,6881,"Eosinophils"
"1251",5807,2598,1569,6453,5312,5790,2870,2729,1980,1021,"Mature SIg Kappa"
"1253",2240,3951,6736,548,5521,649,5028,6088,2106,1224,"CD8+CD4-"
"1257",5860,3281,2294,6129,5241,4996,3016,2740,2079,1137,"Mature SIg Kappa"
"1262",2140,3150,3298,4436,5341,3552,3983,4194,2871,6857,"Eosinophils"
"1270",1734,4136,1198,4353,4792,4977,3094,5184,3978,3554,"Monocytes"
"1277",1847,5468,1462,1999,5279,4859,1811,3231,2240,1731,"CD56dim"
"1282",2334,2970,6935,5742,5319,1474,5598,2344,2058,1207,"CD4+CD8-"
"1287",2560,3466,7191,5843,5366,1613,5485,1926,2000,1098,"CD4+CD8-"
"1291",5910,3707,1653,6108,4785,6116,1933,3085,1760,793,"Mature SIg Kappa"
"1293",2450,4100,7027,5909,5552,1178,6004,1784,2528,1267,"CD4+CD8-"
"1295",2182,2496,7313,5903,5466,1487,5714,2453,2395,1511,"CD4+CD8-"
"1309",6153,3167,922,6483,5403,5355,2415,3221,2027,1073,"Mature SIg Kappa"
"1312",2180,3354,6766,5668,5517,2182,5543,1894,2189,1158,"CD4+CD8-"
"1313",1710,2335,6733,1571,5616,2126,4922,5046,2454,1461,"TCRgd-"
"1314",2229,946,6955,2410,5320,1644,5553,5915,2152,1251,"CD8+CD4-"
"1315",1062,1714,6865,5733,5193,1382,5383,2578,2287,1032,"CD4+CD8-"
"1338",2076,4021,2178,3160,4493,4645,2020,4732,3418,3960,"Monocytes"
"1339",3260,1174,6815,5583,5511,1801,6011,2143,2553,1288,"CD4+CD8-"
"1364",2064,4132,6814,5753,5303,1217,5874,1967,2033,1218,"CD4+CD8-"
"1377",2232,3312,6161,5753,5415,2096,5513,2390,2826,1379,"CD4+CD8-"
"1379",2036,3852,7167,6050,5561,2111,5451,2664,2812,1416,"CD4+CD8-"
"1386",1154,2240,6875,5835,5315,2190,4934,2082,2373,1261,"CD4+CD8-"
"1389",1891,1381,6768,1611,5290,1598,5742,5567,2199,1051,"CD8+CD4-"
"1399",2741,4467,6612,2559,5678,2302,6345,6203,2386,1392,"CD8+CD4-"
"1400",1731,2430,7032,0,5293,476,5380,5867,1999,1073,"CD8+CD4-"
"1410",2215,4696,2317,3991,4837,4941,1660,5142,3906,3548,"Monocytes"
"1411",3242,2179,7045,5767,5324,1816,5853,2652,2209,1224,"CD4+CD8-"
"1420",5905,3301,1286,6466,5209,5908,3186,2754,2021,1120,"Mature SIg Kappa"
"1421",1329,3094,7139,5909,5595,1602,5679,2590,1835,1286,"CD4+CD8-"
"1426",5997,3028,1276,6652,5504,1677,2066,6120,2049,1001,"Mature SIg Lambda"
"1439",1592,2809,6770,5831,5452,2125,4321,2299,2428,1368,"CD4+CD8-"
"1441",1057,3380,7010,1363,5485,141,5861,5637,2247,1288,"CD8+CD4-"
"1444",2396,4367,2488,4151,5065,5083,1665,5092,4055,3350,"Monocytes"
"1448",2222,3073,7102,5591,5140,1709,5685,1968,2207,1057,"CD4+CD8-"
"1458",5773,4117,1387,6455,5243,2842,2350,5615,2056,965,"Mature SIg Lambda"
"1466",2207,3855,6734,1437,5334,2396,5795,6148,2054,1202,"CD8+CD4-"
"1469",2107,2360,3144,4281,5295,3616,3623,3986,3336,6912,"Eosinophils"
"1474",1273,3446,7094,5633,5285,1391,5772,2037,1937,1071,"CD4+CD8-"
"1489",2442,3254,6926,2177,5375,857,5700,6325,2184,1240,"CD8+CD4-"
"1491",1710,4513,1439,1677,5510,4672,1804,3257,2002,1505,"CD56dim"
"1492",2063,1930,6951,6077,5593,2277,5396,2158,2413,1526,"CD4+CD8-"
"1499",2004,2134,6941,1230,5292,2611,5379,6228,2153,1251,"CD8+CD4-"
"1505",5993,2642,1352,6766,5292,2887,1516,6312,2347,1012,"Mature SIg Lambda"
"1507",2214,3029,2299,4058,5471,3835,2392,4037,3939,2868,"Monocytes"
"1516",1427,3720,6868,921,5469,1610,5521,6258,1932,1531,"CD8+CD4-"
"1519",1887,3406,7208,5751,5204,2063,5227,1297,1955,1043,"CD4+CD8-"
"1524",2155,1138,6793,1305,5194,705,5655,6122,2105,931,"CD8+CD4-"
"1527",1580,2926,6820,5874,5553,1557,5915,2548,2137,1253,"CD4+CD8-"
"1528",3175,2786,6639,1910,5173,1074,5682,5866,2327,1345,"CD8+CD4-"
"1530",2250,3613,6874,5858,5327,1132,5602,1770,2087,1024,"CD4+CD8-"
"1540",2161,4133,1152,2367,5420,5370,1778,3170,2495,1505,"CD56dim"
"1542",2060,2386,6557,1929,5441,0,4897,6296,2495,1123,"CD8+CD4-"
"1549",1952,3930,2479,4559,4858,5124,2609,5023,4361,3321,"Monocytes"
"1557",2999,1972,6752,1272,5433,422,5813,5988,2443,1384,"CD8+CD4-"
"1563",1854,3569,2484,3495,4384,4671,2433,4715,3234,3559,"Monocytes"
"1565",2455,3117,6874,5718,5332,1924,5690,1438,1757,898,"CD4+CD8-"
"1566",1580,2470,3658,4073,5280,3154,3693,3679,4571,7123,"Eosinophils"
